distance,elevation
0,2737.94
10,2737.85
30,2737.59
50,2737.578
70,2737.56
90,2737.535
100,2737.545
120,2737.3
130,2737.205
140,2737.29
150,2737.255
160,2737.245
170,2737.245
170,2737.72
180,2737.23
190,2737.265
200,2737.27
210,2737.22
220,2737.251
230,2737.405
240,2737.38
250,2737.442
260,2737.405
270,2737.4
280,2737.515
290,2737.655
310,2738.065
330,2738.085
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
