Time,VelL,Vel,VelI
2023-03-21 13:00:00,5.720171215452988e-06,-8.419272629163077e-07,2.660419200020421e-07
2023-03-21 13:15:00,,-8.526426391709657e-07,2.71079434402148e-07
2023-03-21 13:30:00,,-8.622378311912225e-07,2.757856369074002e-07
2023-03-21 13:45:00,,-8.716865708576431e-07,2.7998048797984985e-07
2023-03-21 14:00:00,,-8.816311839019511e-07,2.835420014553883e-07
2023-03-21 14:15:00,,-8.922668749290563e-07,2.864172194251893e-07
2023-03-21 14:30:00,,-9.033965930133787e-07,2.88649594556706e-07
2023-03-21 14:45:00,,-9.144717297657468e-07,2.9034296822925186e-07
2023-03-21 15:00:00,,-9.247653543360562e-07,2.916316103735491e-07
2023-03-21 15:15:00,,-9.336388255663836e-07,2.926511371786792e-07
2023-03-21 15:30:00,,-9.407365453847883e-07,2.934884472166562e-07
2023-03-21 15:45:00,,-9.460571172800516e-07,2.9419969151996385e-07
2023-03-21 16:00:00,,-9.498295481116018e-07,2.94817590467947e-07
2023-03-21 16:15:00,,-9.523894967043757e-07,2.953643169190458e-07
2023-03-21 16:30:00,,-9.54116720998228e-07,2.958458440706634e-07
2023-03-21 16:45:00,,-9.553995066561783e-07,2.962644111843268e-07
2023-03-21 17:00:00,,-9.566320702789063e-07,2.9662705357863603e-07
2023-03-21 17:15:00,,-9.582138270071213e-07,2.969415584283834e-07
2023-03-21 17:30:00,,-9.604935941379374e-07,2.9721175993361006e-07
2023-03-21 17:45:00,,-9.638202657770696e-07,2.9744617838243136e-07
2023-03-21 18:00:00,,-9.684417295150216e-07,2.9765457156020666e-07
2023-03-21 18:15:00,,-9.746051651916765e-07,2.978510152566625e-07
2023-03-21 18:30:00,,-9.82464349872573e-07,2.9805304015344046e-07
2023-03-21 18:45:00,,-9.921163361214558e-07,2.9828126149348115e-07
2023-03-21 19:00:00,,-1.0035920588667697e-06,2.9855925255094573e-07
2023-03-21 19:15:00,,-1.0168441180958324e-06,2.9891386786838857e-07
2023-03-21 19:30:00,,-1.0317328284855115e-06,2.9937591577336964e-07
2023-03-21 19:45:00,,-1.0479495079413423e-06,2.999797846257412e-07
2023-03-21 20:00:00,,-1.0650779524783356e-06,3.007616213720679e-07
2023-03-21 20:15:00,,-1.0826730853111691e-06,3.0175915679082414e-07
2023-03-21 20:30:00,,-1.1001529821317788e-06,3.030031161293448e-07
2023-03-21 20:45:00,,-1.1170156131117165e-06,3.0451687356332695e-07
2023-03-21 21:00:00,,-1.1327374548395254e-06,3.063013664480844e-07
2023-03-21 21:15:00,,-1.146949532999323e-06,3.083388050624602e-07
2023-03-21 21:30:00,,-1.15935027312485e-06,3.105844470434533e-07
2023-03-21 21:45:00,,-1.169797836043353e-06,3.129830952598468e-07
2023-03-21 22:00:00,,-1.1782078538519328e-06,3.154712113761494e-07
2023-03-21 22:15:00,,-1.1845144828926942e-06,3.179840160444223e-07
2023-03-21 22:30:00,,-1.1885611025732565e-06,3.2044216569181775e-07
2023-03-21 22:45:00,,-1.1902821918155512e-06,3.227894651018192e-07
2023-03-21 23:00:00,,-1.189575594980145e-06,3.2496713355575643e-07
2023-03-21 23:15:00,,-1.1863484727344066e-06,3.269211517497753e-07
2023-03-21 23:30:00,,-1.1805345662555032e-06,3.286055041103346e-07
2023-03-21 23:45:00,,-1.172126183092965e-06,3.2999046401303806e-07
2023-03-22 00:00:00,,-1.161130451790226e-06,3.3104245425557423e-07
2023-03-22 00:15:00,,-1.1476099918355205e-06,3.3173393049112895e-07
2023-03-22 00:30:00,,-1.1316932920403428e-06,3.3204194128505793e-07
2023-03-22 00:45:00,,-1.1136429821254704e-06,3.319610963036832e-07
2023-03-22 01:00:00,,-1.0938274220739618e-06,3.3149415509108955e-07
2023-03-22 01:15:00,,-1.072663701263237e-06,3.306468184495237e-07
2023-03-22 01:30:00,,-1.0506788741952675e-06,3.2945248299376365e-07
2023-03-22 01:45:00,,-1.0284103932097881e-06,3.279738138695478e-07
2023-03-22 02:00:00,,-1.0063431184945823e-06,3.26321441375673e-07
2023-03-22 02:15:00,,-9.848393214752193e-07,3.2467577060972897e-07
2023-03-22 02:30:00,,-9.63988550713253e-07,3.232720125203342e-07
2023-03-22 02:45:00,,-9.435892719697006e-07,3.223639662679607e-07
2023-03-22 03:00:00,,-9.232612957597012e-07,3.221498791724045e-07
2023-03-22 03:15:00,,-9.026814495476921e-07,3.226938706056724e-07
2023-03-22 03:30:00,,-8.817776010677499e-07,3.238918045851726e-07
2023-03-22 03:45:00,,-8.60806485987804e-07,3.255283318384637e-07
2023-03-22 04:00:00,,-8.40249000253951e-07,3.2735448181210743e-07
2023-03-22 04:15:00,,-8.206256714912606e-07,3.2914928144227793e-07
2023-03-22 04:30:00,,-8.023260703215657e-07,3.307647388346583e-07
2023-03-22 04:45:00,,-7.855601180834644e-07,3.3211802351609925e-07
2023-03-22 05:00:00,,-7.703333015812352e-07,3.3318318504940937e-07
2023-03-22 05:15:00,,-7.565035397598792e-07,3.3396607042713643e-07
2023-03-22 05:30:00,,-7.438435192234896e-07,3.3448304519723416e-07
2023-03-22 05:45:00,,-7.320629621778323e-07,3.347556203409244e-07
2023-03-22 06:00:00,,-7.207947930807101e-07,3.348185172274606e-07
2023-03-22 06:15:00,,-7.096951868109972e-07,3.346956178411528e-07
2023-03-22 06:30:00,,-6.984825516765346e-07,3.3439088390544433e-07
2023-03-22 06:45:00,,-6.869006886585388e-07,3.3390152347654075e-07
2023-03-22 07:00:00,,-6.747820933704577e-07,3.332034668309828e-07
2023-03-22 07:15:00,,-6.620149541481858e-07,3.322636418670384e-07
2023-03-22 07:30:00,,-6.485826824630005e-07,3.3103224336903045e-07
2023-03-22 07:45:00,,-6.344747687280914e-07,3.294711933804868e-07
