Time,DifL,Dif,DifI
2023-03-21 13:00:00,1.258111885146973e-06,8.486447198656228e-07,3.527576069477783e-08
2023-03-21 13:15:00,,8.526125888901153e-07,3.554595134341816e-08
2023-03-21 13:30:00,,8.563318962600528e-07,3.5815174249569784e-08
2023-03-21 13:45:00,,8.597469353582028e-07,3.607944097131692e-08
2023-03-21 14:00:00,,8.628038052862156e-07,3.633378875137509e-08
2023-03-21 14:15:00,,8.654697372386046e-07,3.657346290276858e-08
2023-03-21 14:30:00,,8.677122254733697e-07,3.679286424269703e-08
2023-03-21 14:45:00,,8.695399950786002e-07,3.698845859044059e-08
2023-03-21 15:00:00,,8.709895012020245e-07,3.7158565911654956e-08
2023-03-21 15:15:00,,8.720813658757576e-07,3.7300527006263374e-08
2023-03-21 15:30:00,,8.72852890265962e-07,3.741329448031439e-08
2023-03-21 15:45:00,,8.733287424605397e-07,3.7495253236725496e-08
2023-03-21 16:00:00,,8.735633482357413e-07,3.75481897684523e-08
2023-03-21 16:15:00,,8.73614529875375e-07,3.7575210846730945e-08
2023-03-21 16:30:00,,8.735347169245093e-07,3.757994872974156e-08
2023-03-21 16:45:00,,8.73372209165317e-07,3.7566991588939185e-08
2023-03-21 17:00:00,,8.7315781149779e-07,3.754004775592711e-08
2023-03-21 17:15:00,,8.729074136617848e-07,3.750249202173967e-08
2023-03-21 17:30:00,,8.726221585870786e-07,3.7456781405643584e-08
2023-03-21 17:45:00,,8.722887380341794e-07,3.740471773224916e-08
2023-03-21 18:00:00,,8.718878839251271e-07,3.734761119514662e-08
2023-03-21 18:15:00,,8.713900974032224e-07,3.72862487646677e-08
2023-03-21 18:30:00,,8.707593451781367e-07,3.722088311002202e-08
2023-03-21 18:45:00,,8.69964604946616e-07,3.7151996527810806e-08
2023-03-21 19:00:00,,8.689741577095646e-07,3.707992722559081e-08
2023-03-21 19:15:00,,8.677577317985212e-07,3.70048551395608e-08
2023-03-21 19:30:00,,8.662918742690373e-07,3.692717822379966e-08
2023-03-21 19:45:00,,8.64559979602064e-07,3.684742221880147e-08
2023-03-21 20:00:00,,8.625542751209e-07,3.676625984131636e-08
2023-03-21 20:15:00,,8.602768443064682e-07,3.6684480387354685e-08
