Time,DifL,Dif,DifI
2023-03-21 13:00:00,1.4621860030992317e-06,8.350480309609304e-07,3.148766380049342e-08
2023-03-21 13:15:00,,8.350761186438822e-07,3.202029163225574e-08
2023-03-21 13:30:00,,8.350231477319611e-07,3.248198879145758e-08
2023-03-21 13:45:00,,8.347608060807086e-07,3.2848178681149215e-08
2023-03-21 14:00:00,,8.342293695886102e-07,3.310588799530987e-08
2023-03-21 14:15:00,,8.334487939874589e-07,3.32556119347716e-08
2023-03-21 14:30:00,,8.325067170412274e-07,3.331248153728602e-08
2023-03-21 14:45:00,,8.3153754737531e-07,3.330137062622301e-08
2023-03-21 15:00:00,,8.306869255436869e-07,3.325159191451005e-08
2023-03-21 15:15:00,,8.30069497347873e-07,3.3190410144501776e-08
2023-03-21 15:30:00,,8.297349793404682e-07,3.313593242449206e-08
2023-03-21 15:45:00,,8.296770662607272e-07,3.30972669983407e-08
2023-03-21 16:00:00,,8.298597053875935e-07,3.3076944851195956e-08
2023-03-21 16:15:00,,8.302389345281352e-07,3.307423628871451e-08
2023-03-21 16:30:00,,8.307632839325339e-07,3.3085891829134067e-08
2023-03-21 16:45:00,,8.313819560327682e-07,3.3108011929414625e-08
2023-03-21 17:00:00,,8.320504337291966e-07,3.313732494146214e-08
2023-03-21 17:15:00,,8.327274864749877e-07,3.317085548898937e-08
2023-03-21 17:30:00,,8.333730077803667e-07,3.320534612627187e-08
2023-03-21 17:45:00,,8.3395247570514e-07,3.323831739092314e-08
2023-03-21 18:00:00,,8.344378619467706e-07,3.326764388952363e-08
2023-03-21 18:15:00,,8.348064017416783e-07,3.329200022008429e-08
2023-03-21 18:30:00,,8.350439923339492e-07,3.3310822071157156e-08
2023-03-21 18:45:00,,8.351437985061726e-07,3.332434359584626e-08
2023-03-21 19:00:00,,8.351069463654878e-07,3.333366351448157e-08
2023-03-21 19:15:00,,8.349437916265865e-07,3.334086413308781e-08
2023-03-21 19:30:00,,8.346757749193309e-07,3.334915106299584e-08
2023-03-21 19:45:00,,8.34343254824496e-07,3.336316228723436e-08
2023-03-21 20:00:00,,8.340018049690467e-07,3.3388462200894486e-08
2023-03-21 20:15:00,,8.337147800740129e-07,3.343081590204478e-08
2023-03-21 20:30:00,,8.335650579275081e-07,3.349584538516253e-08
2023-03-21 20:45:00,,8.336294846778209e-07,3.3587440188761116e-08
2023-03-21 21:00:00,,8.339895047843036e-07,3.3707163019675346e-08
2023-03-21 21:15:00,,8.347056848720418e-07,3.3853571434065666e-08
2023-03-21 21:30:00,,8.358271021781364e-07,3.402252551503908e-08
2023-03-21 21:45:00,,8.373733107735074e-07,3.420820271636165e-08
