Time,DifL,Dif,DifI
2023-03-21 13:00:00,2.2127994606364173e-06,1.9908609861128646e-06,7.647733561119034e-08
2023-03-21 13:15:00,,1.9862660513757736e-06,7.604044484328542e-08
2023-03-21 13:30:00,,1.9827470136182827e-06,7.569990240295284e-08
2023-03-21 13:45:00,,1.980237955511973e-06,7.545336640324055e-08
2023-03-21 14:00:00,,1.9785492459461527e-06,7.527844825882994e-08
2023-03-21 14:15:00,,1.977386226766827e-06,7.51413583589668e-08
2023-03-21 14:30:00,,1.9764671409938965e-06,7.501027388008402e-08
2023-03-21 14:45:00,,1.9755506922880417e-06,7.486089044288307e-08
2023-03-21 15:00:00,,1.974461938037181e-06,7.467853757297193e-08
2023-03-21 15:15:00,,1.9730458072526316e-06,7.445419224884935e-08
2023-03-21 15:30:00,,1.9712042750692037e-06,7.418474437060106e-08
2023-03-21 15:45:00,,1.9688697400099868e-06,7.386899975655546e-08
2023-03-21 16:00:00,,1.966071206820955e-06,7.351186209058941e-08
2023-03-21 16:15:00,,1.962886746270066e-06,7.312162440717867e-08
2023-03-21 16:30:00,,1.959389232872334e-06,7.270596267572809e-08
2023-03-21 16:45:00,,1.9556269864027686e-06,7.227234473523565e-08
2023-03-21 17:00:00,,1.951611741836095e-06,7.182661508675373e-08
2023-03-21 17:15:00,,1.947319643446734e-06,7.137548439997097e-08
2023-03-21 17:30:00,,1.9427312953136937e-06,7.092296807520178e-08
2023-03-21 17:45:00,,1.937848166844157e-06,7.047280402058784e-08
2023-03-21 18:00:00,,1.9327017444191484e-06,7.002877543702136e-08
2023-03-21 18:15:00,,1.927369244889001e-06,6.959177069915851e-08
2023-03-21 18:30:00,,1.92191943100625e-06,6.916415474866954e-08
2023-03-21 18:45:00,,1.91643386703039e-06,6.874492978444275e-08
2023-03-21 19:00:00,,1.9109711192245666e-06,6.833347853813587e-08
2023-03-21 19:15:00,,1.9055881446029115e-06,6.792593392399519e-08
2023-03-21 19:30:00,,1.9003294361239953e-06,6.75172589396516e-08
2023-03-21 19:45:00,,1.895229966351046e-06,6.710175651745173e-08
2023-03-21 20:00:00,,1.8903176212495537e-06,6.667377681690015e-08
2023-03-21 20:15:00,,1.8856164297153034e-06,6.622853494689536e-08
2023-03-21 20:30:00,,1.8811501367543439e-06,6.576297239326962e-08
2023-03-21 20:45:00,,1.8769449189730277e-06,6.527532946116028e-08
2023-03-21 21:00:00,,1.8730386181707307e-06,6.476772974336176e-08
2023-03-21 21:15:00,,1.8694844096855683e-06,6.424827762617e-08
2023-03-21 21:30:00,,1.8663456158382655e-06,6.37295700647407e-08
2023-03-21 21:45:00,,1.8636919844294743e-06,6.322687231119351e-08
2023-03-21 22:00:00,,1.861570992141114e-06,6.275745031984273e-08
2023-03-21 22:15:00,,1.859983934538534e-06,6.23368790447743e-08
2023-03-21 22:30:00,,1.8588675223451757e-06,6.197484427197175e-08
2023-03-21 22:45:00,,1.8580682758867917e-06,6.167452245768926e-08
2023-03-21 23:00:00,,1.8573663571065189e-06,6.143072039201231e-08
2023-03-21 23:15:00,,1.8565011137286748e-06,6.123525148589521e-08
2023-03-21 23:30:00,,1.8552236979448205e-06,6.107729110753813e-08
2023-03-21 23:45:00,,1.8533338048576733e-06,6.09501456157705e-08
2023-03-22 00:00:00,,1.8506931551812832e-06,6.08500336862506e-08
2023-03-22 00:15:00,,1.8472264597370292e-06,6.077819018452383e-08
2023-03-22 00:30:00,,1.8429242225423342e-06,6.074119949924096e-08
2023-03-22 00:45:00,,1.837853059474816e-06,6.075172505794019e-08
2023-03-22 01:00:00,,1.8321432366762384e-06,6.082434379971339e-08
2023-03-22 01:15:00,,1.8259701480492697e-06,6.09734457152186e-08
2023-03-22 01:30:00,,1.8195283638932108e-06,6.120889652544988e-08
2023-03-22 01:45:00,,1.8130078238809208e-06,6.153934662149031e-08
2023-03-22 02:00:00,,1.806572169507834e-06,6.197012403958655e-08
2023-03-22 02:15:00,,1.8003510807575384e-06,6.250284707600928e-08
2023-03-22 02:30:00,,1.7944294308150644e-06,6.313885325176621e-08
2023-03-22 02:45:00,,1.7888766187035536e-06,6.387440242897136e-08
2023-03-22 03:00:00,,1.7837303809106308e-06,6.470655721754448e-08
2023-03-22 03:15:00,,1.7790211829993504e-06,6.562931159278248e-08
2023-03-22 03:30:00,,1.7747622152179905e-06,6.663635224860068e-08
2023-03-22 03:45:00,,1.7709484291333913e-06,6.772145124385468e-08
2023-03-22 04:00:00,,1.7675559984229175e-06,6.887870733314543e-08
2023-03-22 04:15:00,,1.7645506860953228e-06,7.010497158356092e-08
2023-03-22 04:30:00,,1.761897057107588e-06,7.139818893440971e-08
2023-03-22 04:45:00,,1.759544748399898e-06,7.275448454535315e-08
2023-03-22 05:00:00,,1.7574575143609251e-06,7.417250978730784e-08
2023-03-22 05:15:00,,1.7556312618272674e-06,7.565366119232265e-08
2023-03-22 05:30:00,,1.754056903327914e-06,7.719796641936744e-08
2023-03-22 05:45:00,,1.7527404686580586e-06,7.880613655917686e-08
2023-03-22 06:00:00,,1.75172566264264e-06,8.048088394361412e-08
2023-03-22 06:15:00,,1.751042053749691e-06,8.22242186663602e-08
2023-03-22 06:30:00,,1.7507399348205746e-06,8.403967419089671e-08
2023-03-22 06:45:00,,1.7508847233551457e-06,8.593207429919224e-08
2023-03-22 07:00:00,,1.751553238930002e-06,8.790634846384658e-08
2023-03-22 07:15:00,,1.7528231202896099e-06,8.996863151368889e-08
2023-03-22 07:30:00,,1.7547773407035277e-06,9.21286493925539e-08
2023-03-22 07:45:00,,1.7574841534758634e-06,9.43941267053719e-08
2023-03-22 08:00:00,,1.761000866318142e-06,9.677264134385657e-08
2023-03-22 08:15:00,,1.7653423384570877e-06,9.926221845968089e-08
2023-03-22 08:30:00,,1.7705199284361814e-06,1.0186239229249109e-07
2023-03-22 08:45:00,,1.7765277132834455e-06,1.0457006981689437e-07
2023-03-22 09:00:00,,1.7833470053944076e-06,1.0738049363068055e-07
2023-03-22 09:15:00,,1.7909333801269633e-06,1.102785007540585e-07
2023-03-22 09:30:00,,1.7992474850450038e-06,1.1325365599441042e-07
2023-03-22 09:45:00,,1.8082056628254585e-06,1.1627002674363255e-07
2023-03-22 10:00:00,,1.8177564536142891e-06,1.1931507309079813e-07
2023-03-22 10:15:00,,1.8278518605581904e-06,1.223751134090293e-07
2023-03-22 10:30:00,,1.8384848537020974e-06,1.2545187345503136e-07
2023-03-22 10:45:00,,1.8497016968505097e-06,1.285606503700387e-07
2023-03-22 11:00:00,,1.8615569019438695e-06,1.317110494510511e-07
2023-03-22 11:15:00,,1.8741344107110408e-06,1.3491678634108744e-07
2023-03-22 11:30:00,,1.8873916119995866e-06,1.3815545309142065e-07
2023-03-22 11:45:00,,1.9013816662923084e-06,1.4143201773772943e-07
2023-03-22 12:00:00,,1.9160896291770186e-06,1.4473768525653928e-07
2023-03-22 12:15:00,,1.931470483960115e-06,1.4806073126385857e-07
2023-03-22 12:30:00,,1.9475493697783985e-06,1.5140725685204093e-07
2023-03-22 12:45:00,,1.9643023534036687e-06,1.547763277905517e-07
2023-03-22 13:00:00,,1.9814169601631973e-06,1.5811293806587274e-07
2023-03-22 13:15:00,,1.998735959840092e-06,1.6139373984626985e-07
2023-03-22 13:30:00,,2.0160421491414098e-06,1.645858143161486e-07
2023-03-22 13:45:00,,2.03316197952532e-06,1.6766808938458983e-07
2023-03-22 14:00:00,,2.0499531007604107e-06,1.706310775163081e-07
2023-03-22 14:15:00,,2.066334069624214e-06,1.7348065563126238e-07
2023-03-22 14:30:00,,2.0822558435202535e-06,1.7622773124989217e-07
2023-03-22 14:45:00,,2.097706498285467e-06,1.7888360099542532e-07
2023-03-22 15:00:00,,2.112493107011709e-06,1.814341265301822e-07
2023-03-22 15:15:00,,2.1263648904068236e-06,1.8385736244244577e-07
2023-03-22 15:30:00,,2.139122613618194e-06,1.8613413363828038e-07
2023-03-22 15:45:00,,2.1505930349991314e-06,1.88244200023091e-07
2023-03-22 16:00:00,,2.16090443799377e-06,1.9019383347053143e-07
2023-03-22 16:15:00,,2.170129381226538e-06,1.9198349674542569e-07
2023-03-22 16:30:00,,2.178470267355327e-06,1.9362842583026212e-07
2023-03-22 16:45:00,,2.1860304299333596e-06,1.9513640942709742e-07
2023-03-22 17:00:00,,2.192881258188332e-06,1.9651420216710269e-07
