Date_Time,Barom,Temperature
7/29/2021 12:10,756.65,34.667
7/29/2021 12:25,756.358,31.29
7/29/2021 12:40,756.533,30.81
7/29/2021 12:55,756.183,30.453
7/29/2021 13:10,756.358,30.993
7/29/2021 13:25,756.067,31.64
7/29/2021 13:40,755.892,32.243
7/29/2021 13:55,756.067,33.03
7/29/2021 14:10,755.892,34.193
7/29/2021 14:25,755.6,33.72
7/29/2021 14:40,755.6,28.217
7/29/2021 14:55,755.717,24.697
7/29/2021 15:10,755.542,23.927
7/29/2021 15:25,755.425,23.76
7/29/2021 15:40,755.25,23.113
7/29/2021 15:55,755.425,24.307
7/29/2021 16:10,755.25,23.83
7/29/2021 16:25,754.958,23.85
7/29/2021 16:40,755.25,23.083
7/29/2021 16:55,754.958,23.69
7/29/2021 17:10,754.783,22.787
7/29/2021 17:25,754.958,23.16
7/29/2021 17:40,754.608,23.947
7/29/2021 17:55,754.492,22.083
7/29/2021 18:10,754.783,20.283
7/29/2021 18:25,754.783,20.483
7/29/2021 18:40,754.958,20.547
7/29/2021 18:55,754.608,19.26
7/29/2021 19:10,754.783,17.817
7/29/2021 19:25,755.075,17.06
7/29/2021 19:40,755.075,16.677
7/29/2021 19:55,755.425,16.253
7/29/2021 20:10,755.542,15.413
7/29/2021 20:25,755.717,15.033
7/29/2021 20:40,755.717,14.55
7/29/2021 20:55,756.008,14.113
7/29/2021 21:10,756.183,13.65
7/29/2021 21:25,756.358,13.75
7/29/2021 21:40,756.65,13.597
7/29/2021 21:55,756.825,13.42
7/29/2021 22:10,756.942,12.957
7/29/2021 22:25,757.292,12.663
7/29/2021 22:40,757.292,12.36
7/29/2021 22:55,757.117,12.06
7/29/2021 23:10,757.233,12.147
7/29/2021 23:25,757.233,12.147
7/29/2021 23:40,757.233,11.703
7/29/2021 23:55,757.233,11.133
7/30/2021 0:10,757.233,11.08
7/30/2021 0:25,757.408,10.877
7/30/2021 0:40,757.408,10.91
7/30/2021 0:55,757.408,10.69
7/30/2021 1:10,757.117,10.46
7/30/2021 1:25,757.233,10.467
7/30/2021 1:40,757.117,10.957
7/30/2021 1:55,757.117,11.153
7/30/2021 2:10,757.117,11.367
7/30/2021 2:25,757.117,11.71
7/30/2021 2:40,756.942,11.803
7/30/2021 2:55,756.942,11.87
7/30/2021 3:10,756.942,11.937
7/30/2021 3:25,756.767,11.803
7/30/2021 3:40,756.767,11.577
7/30/2021 3:55,756.942,12.1
7/30/2021 4:10,756.65,11.97
7/30/2021 4:25,756.475,11.61
7/30/2021 4:40,756.475,10.723
7/30/2021 4:55,756.475,10.06
7/30/2021 5:10,756.475,9.617
7/30/2021 5:25,756.475,9.263
7/30/2021 5:40,756.3,9.153
7/30/2021 5:55,756.3,9.073
7/30/2021 6:10,756.475,8.983
7/30/2021 6:25,756.767,8.89
7/30/2021 6:40,756.65,8.963
7/30/2021 6:55,756.767,9.297
7/30/2021 7:10,756.767,9.617
7/30/2021 7:25,756.767,10.207
7/30/2021 7:40,756.942,10.757
7/30/2021 7:55,757.117,11.723
7/30/2021 8:10,757.233,12.267
7/30/2021 8:25,757.408,12.583
7/30/2021 8:40,757.583,13.623
7/30/2021 8:55,757.583,14.38
7/30/2021 9:10,757.583,15.047
7/30/2021 9:25,757.408,15.657
7/30/2021 9:40,757.408,16.213
7/30/2021 9:55,757.583,17.113
7/30/2021 10:10,757.583,17.81
7/30/2021 10:25,757.583,23.3
7/30/2021 10:40,757.583,26.423
7/30/2021 10:55,757.467,28.187
7/30/2021 11:10,757.583,30.003
7/30/2021 11:25,757.467,30.25
7/30/2021 11:40,757.467,31.057
7/30/2021 11:55,757.292,31.233
7/30/2021 12:10,757,30.743
7/30/2021 12:25,757.292,25.483
7/30/2021 12:40,757.117,25.113
7/30/2021 12:55,756.825,29.857
7/30/2021 13:10,756.825,31.733
7/30/2021 13:25,756.533,24.41
7/30/2021 13:40,756.533,28.5
7/30/2021 13:55,756.183,28.283
7/30/2021 14:10,756.183,29.23
7/30/2021 14:25,756.358,28.83
7/30/2021 14:40,756.533,26.423
7/30/2021 14:55,756.358,22.857
7/30/2021 15:10,756.358,22.52
7/30/2021 15:25,756.183,22.49
7/30/2021 15:40,756.008,22.78
7/30/2021 15:55,756.008,23.263
7/30/2021 16:10,756.183,24.34
7/30/2021 16:25,755.892,24.637
7/30/2021 16:40,756.183,22.727
7/30/2021 16:55,756.008,20.987
7/30/2021 17:10,756.008,19.697
7/30/2021 17:25,755.892,18.99
7/30/2021 17:40,756.008,18.007
7/30/2021 17:55,755.892,17.71
7/30/2021 18:10,755.717,16.97
7/30/2021 18:25,755.717,16.75
7/30/2021 18:40,755.892,16.04
7/30/2021 18:55,756.008,15.597
7/30/2021 19:10,756.65,16.18
7/30/2021 19:25,756.358,15.837
7/30/2021 19:40,756.358,15.44
7/30/2021 19:55,756.358,14.837
7/30/2021 20:10,756.358,14.48
7/30/2021 20:25,756.008,14
7/30/2021 20:40,756.358,13.597
7/30/2021 20:55,756.183,13.167
7/30/2021 21:10,756.3,12.71
7/30/2021 21:25,756.475,12.36
7/30/2021 21:40,756.475,11.977
7/30/2021 21:55,756.767,11.71
7/30/2021 22:10,756.767,11.487
7/30/2021 22:25,756.942,11.28
7/30/2021 22:40,756.942,11.173
7/30/2021 22:55,757.117,10.91
7/30/2021 23:10,756.942,10.71
7/30/2021 23:25,757.117,10.517
7/30/2021 23:40,757.117,10.347
7/30/2021 23:55,757.117,10.273
7/31/2021 0:10,757.117,10.027
7/31/2021 0:25,757.117,9.813
7/31/2021 0:40,757.117,9.543
7/31/2021 0:55,756.942,9.493
7/31/2021 1:10,756.942,9.517
7/31/2021 1:25,756.767,9.4
7/31/2021 1:40,756.767,9.36
7/31/2021 1:55,756.767,9.507
7/31/2021 2:10,756.65,9.367
7/31/2021 2:25,756.65,9.387
7/31/2021 2:40,756.475,9.393
7/31/2021 2:55,756.475,9.453
7/31/2021 3:10,756.65,9.387
7/31/2021 3:25,756.65,9.317
7/31/2021 3:40,756.65,9.36
7/31/2021 3:55,756.475,9.433
7/31/2021 4:10,756.65,9.36
7/31/2021 4:25,756.475,9.257
7/31/2021 4:40,756.475,9.297
7/31/2021 4:55,756.475,9.36
7/31/2021 5:10,756.475,9.033
7/31/2021 5:25,756.3,8.72
7/31/2021 5:40,756.475,8.753
7/31/2021 5:55,756.65,8.513
7/31/2021 6:10,756.475,8.343
7/31/2021 6:25,756.65,8.427
7/31/2021 6:40,756.65,8.323
7/31/2021 6:55,756.767,8.657
7/31/2021 7:10,756.65,9.25
7/31/2021 7:25,756.942,10.26
7/31/2021 7:40,757.117,11.093
7/31/2021 7:55,757.117,11.95
7/31/2021 8:10,757.117,12.293
7/31/2021 8:25,757.233,12.44
7/31/2021 8:40,757.408,13.4
7/31/2021 8:55,757.408,14.227
7/31/2021 9:10,757.408,15.127
7/31/2021 9:25,757.408,15.99
7/31/2021 9:40,757.408,16.73
7/31/2021 9:55,757.408,18.093
7/31/2021 10:10,757.583,19.61
7/31/2021 10:25,757.408,23.857
7/31/2021 10:40,757.583,26.217
7/31/2021 10:55,757.758,28.967
7/31/2021 11:10,757.758,30.94
7/31/2021 11:25,757.583,32.513
7/31/2021 11:40,757.758,33.45
7/31/2021 11:55,757.467,33.103
7/31/2021 12:10,757.117,30.787
7/31/2021 12:25,757.292,31.53
7/31/2021 12:40,757.408,25.393
7/31/2021 12:55,757.117,27.58
7/31/2021 13:10,757.292,24.707
7/31/2021 13:25,757.292,24.257
7/31/2021 13:40,757.292,27.077
7/31/2021 13:55,756.65,23.34
7/31/2021 14:10,756.533,26.843
7/31/2021 14:25,756.358,29.92
7/31/2021 14:40,756.475,25.787
7/31/2021 14:55,756.475,23.403
7/31/2021 15:10,756.358,22.223
7/31/2021 15:25,756.358,21
7/31/2021 15:40,756.358,19.763
7/31/2021 15:55,756.358,16.977
7/31/2021 16:10,756.475,16.1
7/31/2021 16:25,756.358,15.897
7/31/2021 16:40,756.475,17.007
7/31/2021 16:55,756.475,17.77
7/31/2021 17:10,756.475,17.89
7/31/2021 17:25,756.475,18.013
7/31/2021 17:40,756.475,17.93
7/31/2021 17:55,756.475,17.703
7/31/2021 18:10,756.358,17.71
7/31/2021 18:25,756.008,18.28
7/31/2021 18:40,756.008,17.837
7/31/2021 18:55,756.358,17.44
7/31/2021 19:10,756.358,16.637
7/31/2021 19:25,756.475,15.917
7/31/2021 19:40,756.475,14.797
7/31/2021 19:55,756.65,13.857
7/31/2021 20:10,756.65,13.313
7/31/2021 20:25,756.767,12.723
7/31/2021 20:40,756.767,12.18
7/31/2021 20:55,756.65,11.963
7/31/2021 21:10,756.942,12.253
7/31/2021 21:25,756.942,12.51
7/31/2021 21:40,757.117,12.657
7/31/2021 21:55,757.7,11.95
7/31/2021 22:10,757.7,11.3
7/31/2021 22:25,757.875,10.963
7/31/2021 22:40,757.583,10.843
7/31/2021 22:55,757.7,10.837
7/31/2021 23:10,757.583,10.93
7/31/2021 23:25,757.583,10.937
7/31/2021 23:40,757.583,10.83
7/31/2021 23:55,757.583,10.883
8/1/2021 0:10,757.408,10.71
8/1/2021 0:25,757.408,10.57
8/1/2021 0:40,757.233,10.34
8/1/2021 0:55,757.408,10.42
8/1/2021 1:10,757.233,10.577
8/1/2021 1:25,757.233,10.48
8/1/2021 1:40,757.117,10.2
8/1/2021 1:55,756.942,9.85
8/1/2021 2:10,756.767,9.7
8/1/2021 2:25,756.942,9.813
8/1/2021 2:40,756.942,9.957
8/1/2021 2:55,756.942,10.093
8/1/2021 3:10,756.942,10.153
8/1/2021 3:25,756.942,10.147
8/1/2021 3:40,756.767,9.95
8/1/2021 3:55,756.65,9.74
8/1/2021 4:10,756.65,9.563
8/1/2021 4:25,756.767,9.493
8/1/2021 4:40,756.767,9.753
8/1/2021 4:55,756.767,9.857
8/1/2021 5:10,757.117,9.883
8/1/2021 5:25,757.117,9.863
8/1/2021 5:40,757.117,9.937
8/1/2021 5:55,757.117,10.007
8/1/2021 6:10,757.117,10.04
8/1/2021 6:25,757.233,10.047
8/1/2021 6:40,757.583,10.147
8/1/2021 6:55,757.408,10.38
8/1/2021 7:10,757.583,10.757
8/1/2021 7:25,757.7,11.107
8/1/2021 7:40,757.875,11.543
8/1/2021 7:55,758.05,12.14
8/1/2021 8:10,758.167,13.053
8/1/2021 8:25,758.342,13.817
8/1/2021 8:40,758.167,13.683
8/1/2021 8:55,758.167,13.127
8/1/2021 9:10,758.517,13.783
8/1/2021 9:25,758.517,14.81
8/1/2021 9:40,758.517,15.85
8/1/2021 9:55,758.517,16.663
8/1/2021 10:10,758.517,17.977
8/1/2021 10:25,758.692,17.843
8/1/2021 10:40,758.808,17.703
8/1/2021 10:55,758.808,17.173
8/1/2021 11:10,758.808,18.193
8/1/2021 11:25,758.692,24.56
8/1/2021 11:40,758.808,23.547
8/1/2021 11:55,758.692,21.193
8/1/2021 12:10,758.517,20.553
8/1/2021 12:25,758.342,19.433
8/1/2021 12:40,758.342,19.837
8/1/2021 12:55,758.225,20.78
8/1/2021 13:10,758.225,20.72
8/1/2021 13:25,758.225,21.043
8/1/2021 13:40,758.05,22.34
8/1/2021 13:55,758.05,22.843
8/1/2021 14:10,757.875,23.21
8/1/2021 14:25,757.583,22.623
8/1/2021 14:40,757.583,21.707
8/1/2021 14:55,757.583,21.017
8/1/2021 15:10,757.408,21.2
8/1/2021 15:25,757.117,20.823
8/1/2021 15:40,757.292,19.91
8/1/2021 15:55,757.117,18.173
8/1/2021 16:10,757.292,17.79
8/1/2021 16:25,757.117,17.943
8/1/2021 16:40,757.117,17.737
8/1/2021 16:55,757.292,17.617
8/1/2021 17:10,757.292,17.493
8/1/2021 17:25,757.117,17.167
8/1/2021 17:40,757.117,16.83
8/1/2021 17:55,756.942,16.943
8/1/2021 18:10,756.942,17.1
8/1/2021 18:25,756.942,17.147
8/1/2021 18:40,756.942,16.44
8/1/2021 18:55,757.117,15.427
8/1/2021 19:10,756.942,14.777
8/1/2021 19:25,757.292,14.46
8/1/2021 19:40,757.408,14.247
8/1/2021 19:55,757.7,13.87
8/1/2021 20:10,757.875,13.453
8/1/2021 20:25,757.875,13.48
8/1/2021 20:40,757.875,13.307
8/1/2021 20:55,758.167,13.133
8/1/2021 21:10,758.342,12.957
8/1/2021 21:25,758.167,12.61
8/1/2021 21:40,758.342,12.247
8/1/2021 21:55,758.517,12.313
8/1/2021 22:10,758.633,12.38
8/1/2021 22:25,758.633,12.34
8/1/2021 22:40,758.633,12.293
8/1/2021 22:55,758.517,12.233
8/1/2021 23:10,758.342,12.22
8/1/2021 23:25,758.517,12.233
8/1/2021 23:40,758.167,12.207
8/1/2021 23:55,758.342,12.14
8/2/2021 0:10,758.342,12.047
8/2/2021 0:25,758.517,11.963
8/2/2021 0:40,758.633,11.93
8/2/2021 0:55,758.517,11.93
8/2/2021 1:10,758.517,11.93
8/2/2021 1:25,758.517,11.837
8/2/2021 1:40,758.342,11.46
8/2/2021 1:55,758.167,11.24
8/2/2021 2:10,758.05,11.02
8/2/2021 2:25,757.7,10.87
8/2/2021 2:40,757.7,10.81
8/2/2021 2:55,757.7,10.757
8/2/2021 3:10,757.875,10.777
8/2/2021 3:25,757.875,10.73
8/2/2021 3:40,757.875,10.63
8/2/2021 3:55,757.583,10.643
8/2/2021 4:10,757.7,10.59
8/2/2021 4:25,757.583,10.617
8/2/2021 4:40,757.583,10.57
8/2/2021 4:55,757.583,10.577
8/2/2021 5:10,757.583,10.623
8/2/2021 5:25,757.7,10.617
8/2/2021 5:40,757.7,10.473
8/2/2021 5:55,757.875,10.413
8/2/2021 6:10,757.875,10.387
8/2/2021 6:25,758.05,10.373
8/2/2021 6:40,758.167,10.407
8/2/2021 6:55,758.167,10.38
8/2/2021 7:10,758.167,10.44
8/2/2021 7:25,758.342,10.557
8/2/2021 7:40,758.342,10.657
8/2/2021 7:55,758.167,11.06
8/2/2021 8:10,758.342,11.523
8/2/2021 8:25,758.342,11.883
8/2/2021 8:40,758.342,12.313
8/2/2021 8:55,758.517,12.53
8/2/2021 9:10,758.342,12.943
8/2/2021 9:25,758.167,14.253
8/2/2021 9:40,758.225,14.63
8/2/2021 9:55,758.342,15.147
8/2/2021 10:10,758.225,15.247
8/2/2021 10:25,758.05,15.95
8/2/2021 10:40,758.05,17.047
8/2/2021 10:55,757.875,17.313
8/2/2021 11:10,758.05,17.51
8/2/2021 11:25,758.05,17.4
8/2/2021 11:40,758.05,17.4
8/2/2021 11:55,757.875,18.073
8/2/2021 12:10,757.758,20.063
8/2/2021 12:25,757.408,21.69
8/2/2021 12:40,757.583,21.727
8/2/2021 12:55,757.583,18.293
8/2/2021 13:10,757.292,18.503
8/2/2021 13:25,757.292,17.427
8/2/2021 13:40,757.292,15.32
8/2/2021 13:55,756.825,15.937
8/2/2021 14:10,756.825,19.16
8/2/2021 14:25,756.65,20.637
8/2/2021 14:40,756.475,19.387
8/2/2021 14:55,756.358,18.69
8/2/2021 15:10,756.183,19.26
8/2/2021 15:25,756.008,19.487
8/2/2021 15:40,755.892,20.677
8/2/2021 15:55,755.892,21.4
8/2/2021 16:10,755.892,19.75
8/2/2021 16:25,755.717,19.537
8/2/2021 16:40,755.542,19.487
8/2/2021 16:55,755.892,18.61
8/2/2021 17:10,755.892,18.46
8/2/2021 17:25,755.892,18.427
8/2/2021 17:40,755.892,18.883
8/2/2021 17:55,755.892,18.79
8/2/2021 18:10,755.717,18.623
8/2/2021 18:25,755.717,17.723
8/2/2021 18:40,756.008,15.91
8/2/2021 18:55,756.3,12.3
8/2/2021 19:10,756.3,11.133
