Data file for DataLogger.,,
==============================================================================,,
COMPANY    : <Company name>,,
COMP.STATUS: Not Appl.,,
DATE       : 06/12/2023,,
TIME       : 21:29:39,,
FILENAME   : C:\Users\nicol\AppData\Roaming\DiverOffice\La Jara Creek\CSV\Barometric Boi_231206212939_P3959.CSV,,
CREATED BY : Diver-Office 11.2.0.1,,
==========================    BEGINNING OF DATA     ==========================,,
[Logger settings],,
  Instrument type         =Cera-Diver=16,,
  Status                  =Started =0,,
  Serial number           =..00-P3959  216.,,
  Instrument number       =          UTC-6     ,,
                          =0,,
  Location                =Barometric Boi,,
  Sample period           =M15,,
  Sample method           =T   ,,
  Number of channels      =2,,
[Channel 1],,
  Identification          =PRESSURE,,
  Reference level         =400.000   cm,,
  Range                   =1750.000  cm,,
  Master level            =0         m,,
  Altitude                =0         m,,
[Channel 2],,
  Identification          =TEMPERATURE,,
  Reference level         =-20.000   °C,,
  Range                   =100.000   °C,,
,,
,,
[Series settings],,
  Serial number           =..00-P3959  216.,,
  Instrument number       =          UTC-6     ,,
  Location                =Barometric Boi,,
  Sample period           =00 00:15:00 0,,
  Sample method           =T   ,,
  Start date / time       =00:10:12 29/07/21,,
  End date / time         =00:25:12 07/05/22,,
[Channel 1 from data header],,
  Identification          =PRESSURE,,
  Reference level         =400.000   cm,,
  Range                   =1750.000  cm,,
  Master level            =0         m,,
  Altitude                =0         m,,
[Channel 2 from data header],,
  Identification          =TEMPERATURE,,
  Reference level         =-20.000   °C,,
  Range                   =100.000   °C,,
,,
,,
Date_Time,Pressure[cmH2O],Temperature[°C]
7/29/2021 12:10,756.65,34.667
7/29/2021 12:25,756.358,31.29
7/29/2021 12:40,756.533,30.81
7/29/2021 12:55,756.183,30.453
7/29/2021 13:10,756.358,30.993
7/29/2021 13:25,756.067,31.64
7/29/2021 13:40,755.892,32.243
7/29/2021 13:55,756.067,33.03
7/29/2021 14:10,755.892,34.193
7/29/2021 14:25,755.6,33.72
7/29/2021 14:40,755.6,28.217
7/29/2021 14:55,755.717,24.697
7/29/2021 15:10,755.542,23.927
7/29/2021 15:25,755.425,23.76
7/29/2021 15:40,755.25,23.113
7/29/2021 15:55,755.425,24.307
7/29/2021 16:10,755.25,23.83
7/29/2021 16:25,754.958,23.85
7/29/2021 16:40,755.25,23.083
7/29/2021 16:55,754.958,23.69
7/29/2021 17:10,754.783,22.787
7/29/2021 17:25,754.958,23.16
7/29/2021 17:40,754.608,23.947
7/29/2021 17:55,754.492,22.083
7/29/2021 18:10,754.783,20.283
7/29/2021 18:25,754.783,20.483
7/29/2021 18:40,754.958,20.547
7/29/2021 18:55,754.608,19.26
7/29/2021 19:10,754.783,17.817
7/29/2021 19:25,755.075,17.06
7/29/2021 19:40,755.075,16.677
7/29/2021 19:55,755.425,16.253
7/29/2021 20:10,755.542,15.413
7/29/2021 20:25,755.717,15.033
7/29/2021 20:40,755.717,14.55
7/29/2021 20:55,756.008,14.113
7/29/2021 21:10,756.183,13.65
7/29/2021 21:25,756.358,13.75
7/29/2021 21:40,756.65,13.597
7/29/2021 21:55,756.825,13.42
7/29/2021 22:10,756.942,12.957
7/29/2021 22:25,757.292,12.663
7/29/2021 22:40,757.292,12.36
7/29/2021 22:55,757.117,12.06
7/29/2021 23:10,757.233,12.147
7/29/2021 23:25,757.233,12.147
7/29/2021 23:40,757.233,11.703
7/29/2021 23:55,757.233,11.133
7/30/2021 0:10,757.233,11.08
7/30/2021 0:25,757.408,10.877
7/30/2021 0:40,757.408,10.91
7/30/2021 0:55,757.408,10.69
7/30/2021 1:10,757.117,10.46
7/30/2021 1:25,757.233,10.467
7/30/2021 1:40,757.117,10.957
7/30/2021 1:55,757.117,11.153
7/30/2021 2:10,757.117,11.367
7/30/2021 2:25,757.117,11.71
7/30/2021 2:40,756.942,11.803
7/30/2021 2:55,756.942,11.87
7/30/2021 3:10,756.942,11.937
7/30/2021 3:25,756.767,11.803
7/30/2021 3:40,756.767,11.577
7/30/2021 3:55,756.942,12.1
7/30/2021 4:10,756.65,11.97
7/30/2021 4:25,756.475,11.61
7/30/2021 4:40,756.475,10.723
7/30/2021 4:55,756.475,10.06
7/30/2021 5:10,756.475,9.617
7/30/2021 5:25,756.475,9.263
7/30/2021 5:40,756.3,9.153
7/30/2021 5:55,756.3,9.073
7/30/2021 6:10,756.475,8.983
7/30/2021 6:25,756.767,8.89
7/30/2021 6:40,756.65,8.963
7/30/2021 6:55,756.767,9.297
7/30/2021 7:10,756.767,9.617
