Timestamp (UTC-06:00),Value (ft^3/s)
5/24/2013 23:59,NaN
5/25/2013 0:00,0.058297006
5/25/2013 0:15,0.057827628
5/25/2013 0:30,0.062176231
5/25/2013 0:45,0.064113224
5/25/2013 1:00,0.055016488
5/25/2013 1:15,0.062165361
5/25/2013 1:30,0.075789678
5/25/2013 1:45,0.075275985
5/25/2013 2:00,0.080026816
5/25/2013 2:15,0.101661496
5/25/2013 2:30,0.090933252
5/25/2013 2:45,0.096563289
5/25/2013 3:00,0.102888053
5/25/2013 3:15,0.092673314
5/25/2013 3:30,0.081755892
5/25/2013 3:45,0.081228643
5/25/2013 4:00,0.080702565
5/25/2013 4:15,0.099552065
5/25/2013 4:30,0.085574575
5/25/2013 4:45,0.09109085
5/25/2013 5:00,0.096724166
5/25/2013 5:15,0.103052468
5/25/2013 5:30,0.096253986
5/25/2013 5:45,0.10199274
5/25/2013 6:00,0.102001948
5/25/2013 6:15,0.091818512
5/25/2013 6:30,0.076699968
5/25/2013 6:45,0.07566124
5/25/2013 7:00,0.069999402
5/25/2013 7:15,0.068018606
5/25/2013 7:30,0.059686495
5/25/2013 7:45,0.077267189
5/25/2013 8:00,0.077802274
5/25/2013 8:15,0.0720846
5/25/2013 8:30,0.067520475
5/25/2013 8:45,0.057333485
5/25/2013 9:00,0.052659817
5/25/2013 9:15,0.033827566
5/25/2013 9:30,0.039535843
5/25/2013 9:45,0.035841698
5/25/2013 10:00,0.031884646
5/25/2013 10:15,0.042949013
5/25/2013 10:30,0.029596089
5/25/2013 10:45,0.030745266
5/25/2013 11:00,0.031521737
5/25/2013 11:15,0.027741942
5/25/2013 11:30,0.024131148
5/25/2013 11:45,0.020696937
5/25/2013 12:00,0.010462327
5/25/2013 12:15,0.015877268
5/25/2013 12:30,0.018048984
5/25/2013 12:45,0.018696967
5/25/2013 13:00,0.016485882
5/25/2013 13:15,0.028082272
5/25/2013 13:30,0.015880192
5/25/2013 13:45,0.01317605
5/25/2013 14:00,0.005648224
5/25/2013 14:15,0.015547427
5/25/2013 14:30,0.012620239
5/25/2013 14:45,0.013772443
5/25/2013 15:00,0.008642781
5/25/2013 15:15,0.006290668
5/25/2013 15:30,0.009370614
5/25/2013 15:45,0.002738818
5/25/2013 16:00,0.003438429
5/25/2013 16:15,0.015198879
5/25/2013 16:30,0.008845978
5/25/2013 16:45,0.001789517
5/25/2013 17:45,0.000865673
5/25/2013 18:00,0.00576761
5/25/2013 18:15,0.007824475
5/25/2013 18:30,0.024650307
5/25/2013 18:45,0.019854284
5/25/2013 19:00,0.027193384
5/25/2013 19:15,0.030577068
5/25/2013 19:30,0.02906507
5/25/2013 19:45,0.028321951
5/25/2013 20:00,0.041512459
5/25/2013 20:15,0.045405433
5/25/2013 20:30,0.054465474
5/25/2013 20:45,0.064075233
5/25/2013 21:00,0.047253989
5/25/2013 21:15,0.046375017
5/25/2013 21:30,0.061229785
5/25/2013 21:45,0.071724946
5/25/2013 22:00,0.059380014
5/25/2013 22:15,0.058907656
5/25/2013 22:30,0.06328329
5/25/2013 22:45,0.062311159
5/25/2013 23:00,0.061344201
5/25/2013 23:15,0.066278128
5/25/2013 23:30,0.053753593
5/25/2013 23:45,0.070328265
5/26/2013 0:00,0.0633302
5/26/2013 0:15,0.057061386
5/26/2013 0:30,0.061877447
5/26/2013 0:45,0.066825671
5/26/2013 1:00,0.071390272
5/26/2013 1:15,0.095595094
5/26/2013 1:30,0.09447452
5/26/2013 1:45,0.100177361
5/26/2013 2:00,0.080841607
5/26/2013 2:15,0.079783889
5/26/2013 2:30,0.078730958
5/26/2013 2:45,0.084637173
5/26/2013 3:00,0.08410361
5/26/2013 3:15,0.096313209
5/26/2013 3:30,0.095755417
5/26/2013 3:45,0.087950247
5/26/2013 4:00,0.087409597
5/26/2013 4:15,0.086323036
5/26/2013 4:30,0.085785845
5/26/2013 4:45,0.091864357
5/26/2013 5:00,0.097513713
5/26/2013 5:15,0.090212515
5/26/2013 5:30,0.103286879
5/26/2013 5:45,0.102136048
5/26/2013 6:00,0.101566891
5/26/2013 6:15,0.108590576
5/26/2013 6:30,0.094169339
5/26/2013 6:45,0.088055287
5/26/2013 7:00,0.064110963
5/26/2013 7:15,0.073173343
5/26/2013 7:30,0.076265505
5/26/2013 7:45,0.089193211
5/26/2013 8:00,0.097053097
5/26/2013 8:15,0.097631607
5/26/2013 8:30,0.099355944
5/26/2013 8:45,0.074814081
5/26/2013 9:00,0.058344994
5/26/2013 9:15,0.064675942
5/26/2013 9:30,0.066174547
5/26/2013 9:45,0.044653231
5/26/2013 10:00,0.050903977
5/26/2013 10:15,0.057429958
5/26/2013 10:30,0.053215748
5/26/2013 10:45,0.042948768
5/26/2013 11:00,0.048670526
5/26/2013 11:15,0.049578472
5/26/2013 11:30,0.044701793
5/26/2013 11:45,0.040001174
5/26/2013 12:00,0.031533828
5/26/2013 12:15,0.036704927
5/26/2013 12:30,0.02813057
5/26/2013 12:45,0.024857388
5/26/2013 13:00,0.018414273
5/26/2013 13:15,0.012385887
5/26/2013 13:30,0.010745329
5/26/2013 13:45,0.013227021
5/26/2013 14:00,0.019691201
5/26/2013 14:15,0.020692494
5/26/2013 14:30,0.014386117
5/26/2013 14:45,0.019332787
5/26/2013 15:00,0.010733425
5/26/2013 15:15,0.019016983
5/26/2013 15:30,0.017105122
5/26/2013 15:45,0.011520316
5/26/2013 16:00,0.006744656
5/26/2013 16:15,0.005218781
5/26/2013 16:30,0.00841133
5/26/2013 16:45,0.006273557
5/26/2013 17:00,0.00672726
5/26/2013 17:15,0.017705054
5/26/2013 17:30,0.004007663
