Time,30L,30I,45L,45I,60L,60I
2023-03-21 13:00:00,1.6765986750764809e-06,5.752229536671668e-07,9.571795028995718e-06,1.193812840877813e-06,1.8544819972912554e-05,7.908123023738116e-07
2023-03-21 13:15:00,,5.693063717853133e-07,,1.188986923870033e-06,,7.902032425035154e-07
2023-03-21 13:30:00,,5.640307369320436e-07,,1.1837398715714767e-06,,7.901221521109985e-07
2023-03-21 13:45:00,,5.594247402769733e-07,,1.1781353176617512e-06,,7.9081081419709e-07
2023-03-21 14:00:00,,5.554646296596063e-07,,1.1722506599977898e-06,,7.922878828390127e-07
2023-03-21 14:15:00,,5.520502809613372e-07,,1.1661405513573513e-06,,7.943675902309436e-07
2023-03-21 14:30:00,,5.490523251714281e-07,,1.1598541613486643e-06,,7.967976641207309e-07
2023-03-21 14:45:00,,5.463317741496593e-07,,1.1534182372686539e-06,,7.993531629515021e-07
2023-03-21 15:00:00,,5.437682531700307e-07,,1.1468369020455928e-06,,8.018775310010288e-07
2023-03-21 15:15:00,,5.412510372469455e-07,,1.1400709618494765e-06,,8.042590430268165e-07
2023-03-21 15:30:00,,5.387039653728669e-07,,1.1330641793685142e-06,,8.064280581187174e-07
2023-03-21 15:45:00,,5.360678188290616e-07,,1.1257479783968416e-06,,8.083286155827276e-07
2023-03-21 16:00:00,,5.333380304588198e-07,,1.118089043662907e-06,,8.09949655031101e-07
2023-03-21 16:15:00,,5.305440624471922e-07,,1.110083844968687e-06,,8.113160970965367e-07
2023-03-21 16:30:00,,5.277191145790308e-07,,1.1017518701149723e-06,,8.124658888034771e-07
2023-03-21 16:45:00,,5.249010739874688e-07,,1.0931324675172755e-06,,8.134486457816824e-07
2023-03-21 17:00:00,,5.221190148181649e-07,,1.0842877434199444e-06,,8.143108920833112e-07
2023-03-21 17:15:00,,5.194052985120143e-07,,1.075283754411925e-06,,8.151025077108388e-07
2023-03-21 17:30:00,,5.167677667198121e-07,,1.0662180953515415e-06,,8.158576187286534e-07
2023-03-21 17:45:00,,5.142047513667929e-07,,1.0571928720853587e-06,,8.166069630216928e-07
2023-03-21 18:00:00,,5.117084158818862e-07,,1.0483057687228466e-06,,8.173828409477424e-07
2023-03-21 18:15:00,,5.092466827160184e-07,,1.039690019952035e-06,,8.182086419706408e-07
2023-03-21 18:30:00,,5.068003665608616e-07,,1.031428738717245e-06,,8.191213358533086e-07
2023-03-21 18:45:00,,5.043300181851681e-07,,1.0236299620979726e-06,,8.201519323985219e-07
2023-03-21 19:00:00,,5.018102869055073e-07,,1.016346852317887e-06,,8.213440312517913e-07
2023-03-21 19:15:00,,4.991995884321956e-07,,1.009644248119112e-06,,8.227352414767304e-07
2023-03-21 19:30:00,,4.96457935839811e-07,,1.0035630685326093e-06,,8.243638162760618e-07
2023-03-21 19:45:00,,4.93550120522386e-07,,9.981231098378379e-07,,8.262661814049379e-07
2023-03-21 20:00:00,,4.904497521439653e-07,,9.933278369136966e-07,,8.284735658520298e-07
2023-03-21 20:15:00,,4.871435152570003e-07,,9.891685385633523e-07,,8.310070171198629e-07
2023-03-21 20:30:00,,4.836352987718405e-07,,9.856273404357042e-07,,8.338712697949956e-07
2023-03-21 20:45:00,,4.799318665403235e-07,,9.82684452424528e-07,,8.370415375206687e-07
2023-03-21 21:00:00,,4.76062266252379e-07,,9.803000797809637e-07,,8.404673115876625e-07
2023-03-21 21:15:00,,4.7209780550657687e-07,,9.78418882564715e-07,,8.440848225552136e-07
2023-03-21 21:30:00,,4.681257487700587e-07,,9.76982517693263e-07,,8.478210056413678e-07
2023-03-21 21:45:00,,4.6421771343802665e-07,,9.759173375474473e-07,,8.515972554898879e-07
2023-03-21 22:00:00,,4.604443556313521e-07,,9.751507803098764e-07,,8.553451408673678e-07
2023-03-21 22:15:00,,4.5685229543629537e-07,,9.746125685261474e-07,,8.590054987227852e-07
2023-03-21 22:30:00,,4.5344161757969495e-07,,9.742179153906817e-07,,8.625184785426379e-07
2023-03-21 22:45:00,,4.5019972945712776e-07,,9.738991327475607e-07,,8.658281502257919e-07
2023-03-21 23:00:00,,4.4708473438987886e-07,,9.735742026015525e-07,,8.68866529253278e-07
2023-03-21 23:15:00,,4.44085263753196e-07,,9.731864930428112e-07,,8.715694359984728e-07
2023-03-21 23:30:00,,4.41198538933881e-07,,9.726667705479765e-07,,8.738603561390715e-07
2023-03-21 23:45:00,,4.384772902142776e-07,,9.719631519344622e-07,,8.756721141582237e-07
