Time,30L,30I,45L,45I,60L,60I
2023-03-21 13:00:00,5.94475986327789e-07,3.092939690112027e-07,6.4609763395574505e-06,8.886482968915313e-07,3.399766139865923e-05,6.057910567580935e-06
2023-03-21 13:15:00,,3.1371215892765324e-07,,9.032936415577956e-07,,6.023138423391205e-06
2023-03-21 13:30:00,,3.1862240190547166e-07,,9.184190045946757e-07,,5.980844766553637e-06
2023-03-21 13:45:00,,3.239336366938086e-07,,9.337391822954101e-07,,5.929258074262966e-06
2023-03-21 14:00:00,,3.2952122580444725e-07,,9.489245464729914e-07,,5.870419137467306e-06
2023-03-21 14:15:00,,3.3524701453970526e-07,,9.636428399903529e-07,,5.808602898914424e-06
2023-03-21 14:30:00,,3.4094507333388494e-07,,9.77525758602662e-07,,5.750467649179057e-06
2023-03-21 14:45:00,,3.464756743840804e-07,,9.902704828442229e-07,,5.699160618261969e-06
2023-03-21 15:00:00,,3.5172818389839323e-07,,1.0016348024784314e-06,,5.65473534051329e-06
2023-03-21 15:15:00,,3.5657123788256197e-07,,1.0113519204564926e-06,,5.616561347341535e-06
2023-03-21 15:30:00,,3.6090542656366633e-07,,1.0192150791534994e-06,,5.580634493660143e-06
2023-03-21 15:45:00,,3.646181163248363e-07,,1.025003805947605e-06,,5.540369086380607e-06
2023-03-21 16:00:00,,3.676737529640807e-07,,1.028613846014876e-06,,5.490068116603105e-06
2023-03-21 16:15:00,,3.7007274929476243e-07,,1.0300004779341181e-06,,5.427452993824488e-06
2023-03-21 16:30:00,,3.718377914988183e-07,,1.029169897675054e-06,,5.353706412207789e-06
2023-03-21 16:45:00,,3.7303624716653917e-07,,1.026211201184399e-06,,5.27460538441895e-06
2023-03-21 17:00:00,,3.7372889706964063e-07,,1.0212441877950676e-06,,5.1952847974054025e-06
2023-03-21 17:15:00,,3.739946338626972e-07,,1.0144404956659545e-06,,5.12124964080368e-06
2023-03-21 17:30:00,,3.7390140290006074e-07,,1.006000375577126e-06,,5.055763820521671e-06
2023-03-21 17:45:00,,3.735248981946828e-07,,9.961536910684751e-07,,5.001083259422137e-06
2023-03-21 18:00:00,,3.729255848514979e-07,,9.851588494189376e-07,,4.9574829762298505e-06
2023-03-21 18:15:00,,3.7216711524874414e-07,,9.732945178754272e-07,,4.924567133846207e-06
2023-03-21 18:30:00,,3.7131263895306394e-07,,9.608466084472826e-07,,4.901396922732923e-06
2023-03-21 18:45:00,,3.7041340036316256e-07,,9.481388402508878e-07,,4.8869095963692965e-06
2023-03-21 19:00:00,,3.69517367621297e-07,,9.355036658776431e-07,,4.880148871530681e-06
2023-03-21 19:15:00,,3.6866885204341123e-07,,9.232708273126785e-07,,4.880274104321512e-06
2023-03-21 19:30:00,,3.679062437284923e-07,,9.117856653283275e-07,,4.887041620946866e-06
2023-03-21 19:45:00,,3.672626348671117e-07,,9.013923888563196e-07,,4.90073889446393e-06
2023-03-21 20:00:00,,3.667657265431765e-07,,8.924220711496556e-07,,4.922206420730138e-06
2023-03-21 20:15:00,,3.664386449154307e-07,,8.851786924043522e-07,,4.952451330341752e-06
2023-03-21 20:30:00,,3.6629636297339383e-07,,8.799315681143055e-07,,4.993029271687428e-06
2023-03-21 20:45:00,,3.6635019875724594e-07,,8.768948072674052e-07,,5.044447479976785e-06
2023-03-21 21:00:00,,3.666008529936388e-07,,8.76216178024514e-07,,5.106540844306893e-06
2023-03-21 21:15:00,,3.670463123206254e-07,,8.779818709564672e-07,,5.177530812857378e-06
2023-03-21 21:30:00,,3.6766841923940597e-07,,8.82190679899852e-07,,5.254653131399406e-06
2023-03-21 21:45:00,,3.6844773093603426e-07,,8.887888415831092e-07,,5.334412199540562e-06
2023-03-21 22:00:00,,3.6934341156591995e-07,,8.976344116592243e-07,,5.4133116357765025e-06
2023-03-21 22:15:00,,3.703160560201062e-07,,9.085532793754714e-07,,5.488559238063826e-06
2023-03-21 22:30:00,,3.713061791310252e-07,,9.213027359771634e-07,,5.5580183063831665e-06
2023-03-21 22:45:00,,3.722682113926679e-07,,9.356411094642044e-07,,5.620803273499868e-06
2023-03-21 23:00:00,,3.7313586488546315e-07,,9.512715955896876e-07,,5.676353648206834e-06
2023-03-21 23:15:00,,3.738654605333596e-07,,9.67913166715151e-07,,5.7252038988546785e-06
2023-03-21 23:30:00,,3.7439395621743596e-07,,9.85240599190701e-07,,5.7678287046060606e-06
2023-03-21 23:45:00,,3.746881298385575e-07,,1.0029482642942225e-06,,5.805620296293332e-06
2023-03-22 00:00:00,,3.746981585821649e-07,,1.0207037844642158e-06,,5.839697309622126e-06
2023-03-22 00:15:00,,3.743842451648129e-07,,1.0381838546803144e-06,,5.871382417159174e-06
2023-03-22 00:30:00,,3.7371453319558526e-07,,1.0550764968402539e-06,,5.901983644085922e-06
2023-03-22 00:45:00,,3.726991335372307e-07,,1.0710950393045995e-06,,5.9332247487155995e-06
2023-03-22 01:00:00,,3.71359711630179e-07,,1.0859568931721729e-06,,5.966654467630397e-06
2023-03-22 01:15:00,,3.697052770857422e-07,,1.0993877375199561e-06,,6.003385855110275e-06
2023-03-22 01:30:00,,3.677787161512477e-07,,1.1111418055270529e-06,,6.044853166135458e-06
2023-03-22 01:45:00,,3.6563077986790134e-07,,1.1210282002609257e-06,,6.0926242259297466e-06
2023-03-22 02:00:00,,3.6329664053849317e-07,,1.1289485392925918e-06,,6.148261890299948e-06
2023-03-22 02:15:00,,3.608559056736416e-07,,1.134882018615334e-06,,6.2135657905441804e-06
2023-03-22 02:30:00,,3.583879244448676e-07,,1.138899581647221e-06,,6.28987699806723e-06
2023-03-22 02:45:00,,3.559385709662401e-07,,1.1411861628924544e-06,,6.377639694219405e-06
2023-03-22 03:00:00,,3.5357633034424387e-07,,1.1419472397113611e-06,,6.4764616775611826e-06
2023-03-22 03:15:00,,3.5136115114294256e-07,,1.1414258536168406e-06,,6.585306147349328e-06
2023-03-22 03:30:00,,3.4933568195349274e-07,,1.1399119802266983e-06,,6.702718072260448e-06
2023-03-22 03:45:00,,3.475350383430028e-07,,1.1377051882809224e-06,,6.827139011946422e-06
2023-03-22 04:00:00,,3.459859871106472e-07,,1.1351050891588495e-06,,6.957167186948433e-06
2023-03-22 04:15:00,,3.4470641428503446e-07,,1.1324041244259499e-06,,7.091706482824466e-06
2023-03-22 04:30:00,,3.4371054125438655e-07,,1.1298675659152845e-06,,7.2301576966739186e-06
2023-03-22 04:45:00,,3.429999686956085e-07,,1.1277718257592331e-06,,7.372066051030862e-06
2023-03-22 05:00:00,,3.425784579943464e-07,,1.1263644733743211e-06,,7.517211204084701e-06
2023-03-22 05:15:00,,3.4243819915609676e-07,,1.1258975452071887e-06,,7.665074755745036e-06
2023-03-22 05:30:00,,3.4257399753780464e-07,,1.126598351486638e-06,,7.814650610260628e-06
2023-03-22 05:45:00,,3.4298822944098834e-07,,1.128686694197946e-06,,7.963946237990242e-06
2023-03-22 06:00:00,,3.436817241713e-07,,1.1323601393055772e-06,,8.109882571911809e-06
2023-03-22 06:15:00,,3.4466066858805395e-07,,1.1377906137085006e-06,,8.2484350385296e-06
2023-03-22 06:30:00,,3.459345437186354e-07,,1.14511496615878e-06,,8.375453815517817e-06
2023-03-22 06:45:00,,3.4750419509784107e-07,,1.1544077000841238e-06,,8.487910927000975e-06
2023-03-22 07:00:00,,3.4936636015085894e-07,,1.16568457554042e-06,,8.584720691022395e-06
2023-03-22 07:15:00,,3.515171127247638e-07,,1.1789071354948195e-06,,8.666925240606393e-06
2023-03-22 07:30:00,,3.5393418148423134e-07,,1.1939519434469898e-06,,8.736554097534e-06
2023-03-22 07:45:00,,3.565889019415514e-07,,1.2106273648148455e-06,,8.795506599126297e-06
2023-03-22 08:00:00,,3.594450395136619e-07,,1.228669691925358e-06,,8.844742138635533e-06
2023-03-22 08:15:00,,3.6249631221520374e-07,,1.247792970444225e-06,,8.88621160514427e-06
2023-03-22 08:30:00,,3.657174474972166e-07,,1.2676305998901695e-06,,8.92105738019789e-06
2023-03-22 08:45:00,,3.6907912691737355e-07,,1.2877544526099695e-06,,8.95087916341454e-06
2023-03-22 09:00:00,,3.7253862575152486e-07,,1.3076775568067064e-06,,8.977449710093343e-06
2023-03-22 09:15:00,,3.7606623333630485e-07,,1.3268472392726246e-06,,9.00510799483119e-06
2023-03-22 09:30:00,,3.796205615574502e-07,,1.3446545187830695e-06,,9.038067044116571e-06
2023-03-22 09:45:00,,3.831486834411158e-07,,1.3604458152210718e-06,,9.079018897088032e-06
2023-03-22 10:00:00,,3.865942339718738e-07,,1.373592530022505e-06,,9.127715745652045e-06
2023-03-22 10:15:00,,3.898842118381514e-07,,1.383393077424902e-06,,9.17983658926185e-06
2023-03-22 10:30:00,,3.9297737149041133e-07,,1.3893488767091464e-06,,9.228933757736565e-06
2023-03-22 10:45:00,,3.958877053870927e-07,,1.3912298557123785e-06,,9.268956867471634e-06
2023-03-22 11:00:00,,3.986082580053771e-07,,1.388736825573203e-06,,9.294703778327927e-06
2023-03-22 11:15:00,,4.011016513429168e-07,,1.3815444363002474e-06,,9.304352454122312e-06
2023-03-22 11:30:00,,4.0334453725742523e-07,,1.3695355232159714e-06,,9.30070606338394e-06
2023-03-22 11:45:00,,4.052256176200103e-07,,1.3524734066993365e-06,,9.2880961625471e-06
2023-03-22 12:00:00,,4.066791601524466e-07,,1.330474683901261e-06,,9.27174717543958e-06
2023-03-22 12:15:00,,4.0768977412364367e-07,,1.303964710661548e-06,,9.25615887716916e-06
2023-03-22 12:30:00,,4.0820381193519433e-07,,1.2733577481958152e-06,,9.243560571762804e-06
2023-03-22 12:45:00,,4.082166339443074e-07,,1.2392903855735841e-06,,9.234849455772516e-06
2023-03-22 13:00:00,,4.075944611859686e-07,,1.202081851074183e-06,,9.228293521476236e-06
2023-03-22 13:15:00,,4.0621383232629955e-07,,1.1621317640841185e-06,,9.221259503853732e-06
2023-03-22 13:30:00,,4.040313772824128e-07,,1.1200686097528575e-06,,9.210904503082505e-06
2023-03-22 13:45:00,,4.010634456258518e-07,,1.0766444061634921e-06,,9.193886601041505e-06
2023-03-22 14:00:00,,3.973493344380879e-07,,1.0326083377784484e-06,,9.165936171435572e-06
2023-03-22 14:15:00,,3.929416593516981e-07,,9.88667371111938e-07,,9.121712447656439e-06
2023-03-22 14:30:00,,3.88067432211171e-07,,9.457918585819091e-07,,9.057018786158774e-06
2023-03-22 14:45:00,,3.828987891585674e-07,,9.04719073099563e-07,,8.967075197237137e-06
2023-03-22 15:00:00,,3.7740561398473574e-07,,8.657421952650135e-07,,8.843896280651734e-06
2023-03-22 15:15:00,,3.7161895472373434e-07,,8.292366086292018e-07,,8.68064338242669e-06
2023-03-22 15:30:00,,3.656271012384353e-07,,7.956367250637191e-07,,8.473125767131513e-06
2023-03-22 15:45:00,,3.5949356547604513e-07,,7.653170672188944e-07,,8.218698393372729e-06
2023-03-22 16:00:00,,3.533241376690553e-07,,7.386842594994459e-07,,7.919216943990699e-06
2023-03-22 16:15:00,,3.472813653549935e-07,,7.161475286462015e-07,,7.583406689722025e-06
2023-03-22 16:30:00,,3.4149638447321713e-07,,6.9801205728696e-07,,7.222773207892472e-06
2023-03-22 16:45:00,,3.361060567252504e-07,,6.844899824867353e-07,,6.8527378408250225e-06
2023-03-22 17:00:00,,3.312012546667211e-07,,6.756953991710171e-07,,6.486261543316513e-06
2023-03-22 17:15:00,,3.2685686396026246e-07,,6.71666384519168e-07,,6.133747304904522e-06
2023-03-22 17:30:00,,3.2315446127208325e-07,,6.723282531715464e-07,,5.806605957208406e-06
2023-03-22 17:45:00,,3.2015145330541424e-07,,6.775293094826904e-07,,5.511356618913835e-06
2023-03-22 18:00:00,,3.178881576590927e-07,,6.870287934666831e-07,,5.25214666926722e-06
2023-03-22 18:15:00,,3.163833636948002e-07,,7.005053125074354e-07,,5.0309085364629256e-06
2023-03-22 18:30:00,,3.1563856567828553e-07,,7.175814829877285e-07,,4.848583360138651e-06
2023-03-22 18:45:00,,3.156372080680297e-07,,7.37837406413155e-07,,4.704219415568924e-06
2023-03-22 19:00:00,,3.1634803592983943e-07,,7.608263134387534e-07,,4.5955824454254725e-06
2023-03-22 19:15:00,,3.1769803064859806e-07,,7.859884755237962e-07,,4.5177842927294e-06
2023-03-22 19:30:00,,3.195849775461061e-07,,8.126996884437544e-07,,4.465557763648163e-06
2023-03-22 19:45:00,,3.218819299100671e-07,,8.402720306252666e-07,,4.433422610409271e-06
2023-03-22 20:00:00,,3.2448734056006073e-07,,8.68122491323566e-07,,4.417277390696511e-06
2023-03-22 20:15:00,,3.2731176359910775e-07,,8.95707911890642e-07,,4.4133094166131706e-06
2023-03-22 20:30:00,,3.302740024953651e-07,,9.225152658887307e-07,,4.417883689766902e-06
2023-03-22 20:45:00,,3.333421367583313e-07,,9.482692059114204e-07,,4.428466157935036e-06
2023-03-22 21:00:00,,3.3645557840911774e-07,,9.725842359925122e-07,,4.442001456617656e-06
2023-03-22 21:15:00,,3.395470478921287e-07,,9.9505966802056e-07,,4.455534015051019e-06
2023-03-22 21:30:00,,3.4256638747300453e-07,,1.015423555319208e-06,,4.466639700910524e-06
2023-03-22 21:45:00,,3.454733294729205e-07,,1.0335102697730268e-06,,4.473340905775517e-06
2023-03-22 22:00:00,,3.482174307137895e-07,,1.0490320789927977e-06,,4.473200795851452e-06
2023-03-22 22:15:00,,3.5077457361188276e-07,,1.0619670613398756e-06,,4.464700518134509e-06
2023-03-22 22:30:00,,3.531250383523165e-07,,1.0722862906865248e-06,,4.44618925575122e-06
2023-03-22 22:45:00,,3.5525476127736466e-07,,1.0801889662641507e-06,,4.4173842939191925e-06
2023-03-22 23:00:00,,3.571568742131968e-07,,1.0857700845230142e-06,,4.3773655041803875e-06
2023-03-22 23:15:00,,3.5882389463425305e-07,,1.089244503390677e-06,,4.326154765322196e-06
2023-03-22 23:30:00,,3.6024677628618937e-07,,1.090861806946215e-06,,4.264289292103619e-06
2023-03-22 23:45:00,,3.614303582423179e-07,,1.0908287137337369e-06,,4.191963800382372e-06
2023-03-23 00:00:00,,3.623668017969469e-07,,1.0894070471989184e-06,,4.110342113937786e-06
2023-03-23 00:15:00,,3.630433656829368e-07,,1.0868498313748595e-06,,4.020886875028367e-06
2023-03-23 00:30:00,,3.634478404576051e-07,,1.0833809524220848e-06,,3.924991507465279e-06
2023-03-23 00:45:00,,3.6358495476593346e-07,,1.079183602495807e-06,,3.823794129870533e-06
2023-03-23 01:00:00,,3.63421678951802e-07,,1.074447026627404e-06,,3.718432906568793e-06
2023-03-23 01:15:00,,3.629446477739111e-07,,1.0693223072776381e-06,,3.609692932542458e-06
2023-03-23 01:30:00,,3.621432490463506e-07,,1.0639466109517425e-06,,3.4986011230955697e-06
2023-03-23 01:45:00,,3.6102956443391603e-07,,1.0584526978060223e-06,,3.387545273339563e-06
2023-03-23 02:00:00,,3.5962067143666347e-07,,1.0529685177844471e-06,,3.280254094524895e-06
2023-03-23 02:15:00,,3.579402940204747e-07,,1.0476105862521975e-06,,3.1816140026739904e-06
2023-03-23 02:30:00,,3.5600856048033495e-07,,1.0424692699248151e-06,,3.096906922234634e-06
2023-03-23 02:45:00,,3.538595604061631e-07,,1.0376146453400413e-06,,3.0318120034156212e-06
2023-03-23 03:00:00,,3.515578320514325e-07,,1.033110083187151e-06,,2.9914579367658228e-06
2023-03-23 03:15:00,,3.491585477623739e-07,,1.0289853362216859e-06,,2.9788693320229543e-06
2023-03-23 03:30:00,,3.4673726893580987e-07,,1.0252696404138685e-06,,2.9920596721450382e-06
