Date_Time,Pressure,Temperature,Barom,WaterDepth
2022-03-02 00:15:00,758.75,1.273,751.5753333333333,0.19172873915664912
2022-03-02 00:30:00,758.575,1.213,751.692,0.18881290203573145
2022-03-02 00:45:00,758.575,1.163,751.6336666666667,0.18939617513526066
2022-03-02 01:00:00,758.575,1.11,751.5753333333333,0.18997945478110073
2022-03-02 01:15:00,758.4,1.063,751.692,0.18706358222635516
2022-03-02 01:30:00,758.575,1.013,751.6336666666667,0.18939642915015076
2022-03-02 01:45:00,758.575,0.973,751.5753333333333,0.18997975222348795
2022-03-02 02:00:00,758.75,0.927,751.5753333333333,0.19172952073574645
2022-03-02 02:15:00,758.575,0.887,751.4586666666667,0.19114649188348895
2022-03-02 02:30:00,758.75,0.837,751.692,0.19056350125690513
2022-03-02 02:45:00,758.575,0.797,751.6336666666667,0.1893972683286266
2022-03-02 03:00:00,758.575,0.75,751.517,0.19056385736049947
2022-03-02 03:15:00,758.4,0.713,751.517,0.1888144053025062
2022-03-02 03:30:00,758.283,0.673,751.4586666666667,0.18822802986314952
2022-03-02 03:45:00,758.283,0.64,751.303,0.18978448103269766
2022-03-02 04:00:00,758.108,0.613,751.1666666666666,0.1893980090257119
2022-03-02 04:15:00,757.933,0.583,751.05,0.1888149242266861
2022-03-02 04:30:00,757.933,0.563,751.05,0.18881500406186952
2022-03-02 04:45:00,757.933,0.563,751.05,0.18881500406186952
2022-03-02 05:00:00,757.933,0.557,751.1083333333333,0.18823182156652082
2022-03-02 05:15:00,757.933,0.55,751.1666666666666,0.18764864258933878
2022-03-02 05:30:00,757.933,0.55,751.05,0.18881505595483805
2022-03-02 05:45:00,757.933,0.543,751.1083333333333,0.18823187697767557
2022-03-02 06:00:00,757.933,0.543,751.1083333333333,0.18823187697767557
2022-03-02 06:15:00,757.933,0.543,750.9333333333333,0.18998149773636036
2022-03-02 06:30:00,757.933,0.543,751.1083333333333,0.18823187697767557
2022-03-02 06:45:00,758.108,0.543,751.225,0.18881508389723517
2022-03-02 07:00:00,757.933,0.543,751.225,0.18706546313855335
2022-03-02 07:15:00,758.108,0.543,751.225,0.18881508389723517
2022-03-02 07:30:00,758.108,0.543,751.3223333333334,0.18784196149431026
2022-03-02 07:45:00,758.283,0.543,751.517,0.1876453374471452
2022-03-02 08:00:00,758.4,0.55,751.517,0.1888150559548351
2022-03-02 08:15:00,758.75,0.55,751.517,0.19231429605133293
2022-03-02 08:30:00,758.75,0.557,751.5753333333333,0.19173106024215097
2022-03-02 08:45:00,758.925,0.557,751.7306666666667,0.1919276841296375
2022-03-02 09:00:00,759.1,0.563,751.8663333333333,0.19232090673381844
2022-03-02 09:15:00,759.392,0.563,752.0413333333333,0.19349065182683473
2022-03-02 09:30:00,759.392,0.563,752.2553333333334,0.19135111806695654
2022-03-02 09:45:00,759.392,0.593,752.5083333333333,0.18882154951176938
2022-03-02 10:00:00,759.217,0.687,752.625,0.18590516401273155
2022-03-02 10:15:00,759.217,0.777,752.625,0.18590481994950386
2022-03-02 10:30:00,759.1,0.843,752.625,0.18473484154443803
2022-03-02 10:45:00,759.1,0.92,752.625,0.18473455240887204
2022-03-02 11:00:00,759.1,1.13,752.625,0.1847340466544372
2022-03-02 11:15:00,759.1,1.54,752.625,0.18473339899990354
2022-03-02 11:30:00,759.217,2.01,752.7223333333334,0.18492927057170455
2022-03-02 11:45:00,759.217,2.503,752.917,0.1829823676403048
2022-03-02 12:00:00,759.217,2.973,752.8586666666666,0.18356480870489736
2022-03-02 12:15:00,759.217,3.45,752.742,0.1847303820483636
2022-03-02 12:30:00,759.1,3.817,752.703,0.18395004569079393
2022-03-02 12:45:00,759.217,4.07,752.625,0.18589935451677314
2022-03-02 13:00:00,759.217,4.31,752.5666666666667,0.18648323622631385
2022-03-02 13:15:00,759.1,4.57,752.3916666666667,0.1870638598705155
2022-03-02 13:30:00,758.925,4.82,752.236,0.1868713486542637
2022-03-02 13:45:00,758.75,5.093,752.0413333333333,0.18706879942893198
2022-03-02 14:00:00,758.575,5.34,751.808,0.1876527430671863
2022-03-02 14:15:00,758.458,5.613,751.7693333333333,0.18687044598093422
2022-03-02 14:30:00,758.458,5.837,751.6336666666667,0.1882274839258104
2022-03-02 14:45:00,758.575,6.07,751.517,0.19056436128216359
2022-03-02 15:00:00,758.458,6.207,751.4586666666667,0.18997826390387312
2022-03-02 15:15:00,758.458,6.247,751.303,0.19153472653907166
2022-03-02 15:30:00,758.458,6.26,751.225,0.19231460311323134
2022-03-02 15:45:00,758.283,6.26,751.225,0.19056497563572466
2022-03-02 16:00:00,758.458,6.227,751.225,0.19231449376326512
2022-03-02 16:15:00,758.458,6.13,751.1666666666666,0.19289737802760543
2022-03-02 16:30:00,758.575,6.05,751.1083333333333,0.19465005403576996
