Time,T1,Pressure Temp 1,T2,T3,T4,Pressure Temp 2
2021-07-11 00:00:00,,,,,,
2021-07-11 00:15:00,,,,,,
2021-07-11 00:30:00,,,,,,
2021-07-11 00:45:00,,,,,,
2021-07-11 01:00:00,,,,,,
2021-07-11 01:15:00,,,,,,
2021-07-11 01:30:00,,,,,,
2021-07-11 01:45:00,,,,,,
2021-07-11 02:00:00,,,,,,
2021-07-11 02:15:00,,,,,,
2021-07-11 02:30:00,,,,,,
2021-07-11 02:45:00,,,,,,
2021-07-11 03:00:00,,,,,,
2021-07-11 03:15:00,,,,,,
2021-07-11 03:30:00,,,,,,
2021-07-11 03:45:00,,,,,,
2021-07-11 04:00:00,,,,,,
2021-07-11 04:15:00,,,,,,
2021-07-11 04:30:00,,,,,,
2021-07-11 04:45:00,,,,,,
2021-07-11 05:00:00,,,,,,
2021-07-11 05:15:00,,,,,,
2021-07-11 05:30:00,,,,,,
2021-07-11 05:45:00,,,,,,
2021-07-11 06:00:00,,,,,,
2021-07-11 06:15:00,,,,,,
2021-07-11 06:30:00,,,,,,
2021-07-11 06:45:00,,,,,,
2021-07-11 07:00:00,,,,,,
2021-07-11 07:15:00,,,,,,
2021-07-11 07:30:00,,,,,,
2021-07-11 07:45:00,,,,,,
2021-07-11 08:00:00,,,,,,
2021-07-11 08:15:00,,,,,,
2021-07-11 08:30:00,,,,,,
2021-07-11 08:45:00,,,,,,
2021-07-11 09:00:00,,,,,,
2021-07-11 09:15:00,,,,,,
2021-07-11 09:30:00,,,,,,
2021-07-11 09:45:00,,,,,,
2021-07-11 10:00:00,,,,,,
2021-07-11 10:15:00,,,,,,
2021-07-11 10:30:00,,,,,,
2021-07-11 10:45:00,,,,,,
2021-07-11 11:00:00,,,,,,
2021-07-11 11:15:00,,,,,,
2021-07-11 11:30:00,,,,,,
2021-07-11 11:45:00,,,,,,
2021-07-11 12:00:00,,,,,,
2021-07-11 12:15:00,,,,,,
2021-07-11 12:30:00,,,,,,
2021-07-11 12:45:00,,,,,,
2021-07-11 13:00:00,,,,,,
2021-07-11 13:15:00,,,,,,
2021-07-11 13:30:00,,,,,,
2021-07-11 13:45:00,,,,,,
2021-07-11 14:00:00,,,,,,
2021-07-11 14:15:00,,,,,,
2021-07-11 14:30:00,,,,,,
2021-07-11 14:45:00,,,,,,
2021-07-11 15:00:00,,,,,,
2021-07-11 15:15:00,,,,,,
2021-07-11 15:30:00,,,,,,
2021-07-11 15:45:00,,,,,,
2021-07-11 16:00:00,,,,,,
2021-07-11 16:15:00,,,,,,
2021-07-11 16:30:00,,,,,,
2021-07-11 16:45:00,,,,,,
2021-07-11 17:00:00,,,,,,
2021-07-11 17:15:00,,,,,,
2021-07-11 17:30:00,,,,,,
2021-07-11 17:45:00,,,,,,
2021-07-11 18:00:00,,,,,,
