,08/03/22 00:01:00,08/03/22 00:16:00,08/03/22 00:31:00,08/03/22 00:46:00,08/03/22 01:01:00,08/03/22 01:16:00,08/03/22 01:31:00,08/03/22 01:46:00,08/03/22 02:01:00,08/03/22 02:16:00,08/03/22 02:31:00,08/03/22 02:46:00,08/03/22 03:01:00,08/03/22 03:16:00,08/03/22 03:31:00,08/03/22 03:46:00,08/03/22 04:01:00,08/03/22 04:16:00,08/03/22 04:31:00,08/03/22 04:46:00,08/03/22 05:01:00,08/03/22 05:16:00,08/03/22 05:31:00,08/03/22 05:46:00,08/03/22 06:01:00,08/03/22 06:16:00,08/03/22 06:31:00,08/03/22 06:46:00,08/03/22 07:01:00,08/03/22 07:16:00,08/03/22 07:31:00,08/03/22 07:46:00,08/03/22 08:01:00,08/03/22 08:16:00,08/03/22 08:31:00,08/03/22 08:46:00,08/03/22 09:01:00,08/03/22 09:16:00,08/03/22 09:31:00,08/03/22 09:46:00,08/03/22 10:01:00,08/03/22 10:16:00,08/03/22 10:31:00,08/03/22 10:46:00,08/03/22 11:01:00,08/03/22 11:16:00,08/03/22 11:31:00,08/03/22 11:46:00,08/03/22 12:01:00,08/03/22 12:16:00,08/03/22 12:31:00,08/03/22 12:46:00,08/03/22 13:01:00,08/03/22 13:16:00,08/03/22 13:31:00,08/03/22 13:46:00,08/03/22 14:01:00,08/03/22 14:16:00,08/03/22 14:31:00,08/03/22 14:46:00,08/03/22 15:01:00,08/03/22 15:16:00,08/03/22 15:31:00,08/03/22 15:46:00,08/03/22 16:01:00,08/03/22 16:16:00,08/03/22 16:31:00,08/03/22 16:46:00,08/03/22 17:01:00,08/03/22 17:16:00,08/03/22 17:31:00,08/03/22 17:46:00,08/03/22 18:01:00,08/03/22 18:16:00,08/03/22 18:31:00,08/03/22 18:46:00,08/03/22 19:01:00,08/03/22 19:16:00,08/03/22 19:31:00,08/03/22 19:46:00,08/03/22 20:01:00,08/03/22 20:16:00,08/03/22 20:31:00,08/03/22 20:46:00,08/03/22 21:01:00,08/03/22 22:01:00,08/03/22 22:46:00,08/03/22 23:01:00,08/03/22 23:16:00,08/03/22 23:31:00,08/03/22 23:46:00,08/04/22 00:01:00
max_amp,0.001031841760198695,0.001260730263084682,0.0013000794199325028,0.0011603258566695394,0.0012746080025069395,0.0010715720699267992,0.0011456808466023278,0.0012663837206411453,0.0011756293497488263,0.0012295744594138886,0.0012651029499842765,0.001171231793686154,0.0015303980198391799,0.0011589150423534761,0.0012055528889601337,0.0010994536352224927,0.0011155456401836076,0.0012300957030923103,0.0010404685278089132,0.0011279253867958992,0.0011402037548026815,0.0012312597779710569,0.0011633429547239765,0.0010652408421299837,0.00107077460072488,0.0012824546475318182,0.0011071884542671832,0.0010762708185987082,0.0011629057282991483,0.0011806982080039311,0.0010823421864703507,0.001225687055662055,0.0014414712303769796,0.0012408555294968573,0.0010662877975471216,0.001101985250407884,0.0011092606491365856,0.0013990511182304813,0.0013047095205797228,0.0011708098729858597,0.0013003677458781932,0.0011088212302578716,0.0011192197396403085,0.0013153575769433567,0.0010206066903925605,0.0012198626250828188,0.001394628571122822,0.0010687575813131786,0.0010214228290638696,0.0011345326097785908,0.001054709791706665,0.0012695495897791932,0.0012519701032192288,0.0010566758358608842,0.0010974535769069022,0.0014499993355922144,0.001139487218539165,0.0011539781063409104,0.0015860625588763435,0.0031952624013878873,0.006387422241011445,0.002586026105647259,0.002153123964433985,0.001923823589766349,0.0019311873933149759,0.0018754741156207452,0.0021319747526938777,0.0018562001621764627,0.002217881322717701,0.0018462379417988994,0.0016330357635729778,0.0018434810050923054,0.0016470117016182985,0.0018134362875656092,0.0017890393021499662,0.001398829887186496,0.0014724848081365024,0.0015642220517793437,0.0019000867022648,0.0018359520311407842,0.0020208666773974255,0.00206256725081247,0.0020189339397436953,0.0021335640515463194,0.0019851851330642627,0.002561174577297534,0.0028024046480528354,0.0029121721067175642,0.002596181182629448,0.002658738564635399,0.0032418419474592054,0.002536133878218237
mean_amp,0.0007890892574189886,0.0008158928953920925,0.0008505484554506617,0.0008975848889490455,0.0008723449930021176,0.0007961817793197707,0.0007976867729382611,0.0008490773740160935,0.0008705544202972127,0.0008783380937843518,0.0008415167614879357,0.0008305715301303357,0.0008223390787861498,0.0008066332488462307,0.0007623922478572887,0.0007485130448254748,0.0007519206050449645,0.0007671962568514353,0.0007614001131777239,0.0007399255369281201,0.0007774191224949021,0.00075747955990588,0.0007957798802371264,0.0007723089358834902,0.0007427555668862559,0.000787617174753089,0.0007818870192408923,0.0007598696082549538,0.0007472032179562824,0.0007831232340620373,0.0007298871524294608,0.0007579734504822743,0.0007973293199040254,0.0007874541028793839,0.0007395950682861261,0.0007621493990146246,0.0007772593188658894,0.0007809485383907537,0.0008686037023030358,0.0008076041379726289,0.0008198182662858005,0.0007705083548481316,0.0007618517832134361,0.0007657196093870109,0.0007567825664555921,0.000761991282049614,0.0008036834089600738,0.0007421102041158501,0.0007542701312427401,0.0007539039324463131,0.0007688241788351876,0.0007636865117841565,0.0007613091409694944,0.0007579345104795956,0.0007441490922377928,0.0007442990329153553,0.0007421277248463391,0.0008099901680059403,0.0008738057533257609,0.0017668036632703965,0.004087275386621076,0.0018201870035631296,0.0015610765222719924,0.001360427150670737,0.001427671661340771,0.0015037016335280955,0.0014630230293188906,0.0014185733118644,0.0014634208392753447,0.0014035290249966774,0.0012645905080584997,0.0012289065793919213,0.0011680784813530177,0.001045898314739311,0.0010244037237305936,0.0010378125582671985,0.0011246343475832389,0.0011013827109334704,0.0010997513711078104,0.0012044389688733127,0.0013351278142077992,0.0014392929613574012,0.0014610040056797246,0.0015615068758382967,0.0014850413998895296,0.0017871081065972407,0.0017134888227601367,0.0018241090905020965,0.001862282167992544,0.0017494205971166463,0.001883040904565598,0.001793759155020512
median_amp,0.0007890353328198525,0.0008100696818753966,0.0008025059576707519,0.0009003179675314506,0.0008660979878032475,0.0007712609867684101,0.0007765533281181065,0.0008211240427839002,0.0008726407319153748,0.000886383374630736,0.0008375921482471251,0.0008211742897365889,0.0008186035970944708,0.0007736492509447817,0.0007369393733426331,0.0007407183807566309,0.0007252415403032019,0.0007522413087445375,0.0007520807866241537,0.0007317850353261711,0.0007454548557979354,0.0007321073483824685,0.0007733324387174087,0.0007663462246091979,0.0007257125111961077,0.0007564188118872177,0.0007620485973558262,0.0007400330824651087,0.0007343600554687197,0.000774651028214835,0.0007197375534128458,0.0007402239872151638,0.0007627268897036203,0.0007680921756219513,0.0007152837694536506,0.0007550300899411681,0.0007890509382236813,0.0007649046334894067,0.0008323404297638117,0.00078358779955132,0.0008045833847394864,0.0007505398809269958,0.0007331053592107656,0.00073686733024738,0.0007624720589669195,0.0007337554335596768,0.0007793542992005144,0.0007203909832469279,0.0007550719876707031,0.0007250063114901113,0.0007690760328036697,0.0007595951664598853,0.000755249283418336,0.0007426074134527127,0.0007137692675708223,0.0007230005790241588,0.0007140692535319601,0.0007839118189680421,0.0008493914033198531,0.0017506357466492788,0.00413249796368466,0.0017810391877013687,0.001537890931579322,0.001333049542460264,0.0014006206364269216,0.0014755684242824846,0.001449122271674966,0.0013983972181697106,0.001421847615766729,0.0013731789791735258,0.0012252815736427504,0.0012332572735519018,0.0011747153127450688,0.0010319977664040238,0.0009861514160570514,0.0010207365590290513,0.0011124556839639437,0.001089063025204284,0.00109942651636975,0.001179245661924196,0.0012905964732934266,0.0013977052673402664,0.0014479472238572452,0.0015445598812844831,0.0015224431085889701,0.0016957468602931008,0.0016586610986845105,0.0018017174828930515,0.0018487734908352676,0.0017607753280049908,0.0017833865791186494,0.001736394660740248
impulses_ch6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
impulses_ch5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
impulses_ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
impulses_ch3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28,32.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
impulses_ch2,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.0,0.0,0.0,4.64,4.64,9.28,0.0,0.0,0.0,0.0,4.64,0.0,0.0,0.0,0.0,4.64,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,9.28,9.28,0.0,0.0,0.0,0.0,9.28,18.56,88.16,580.0,0.0,0.0,0.0,9.28,4.64,9.28,0.0,4.64,4.64,0.0,9.28,9.28,18.56,0.0,0.0,0.0,4.64,4.64,9.28,27.839999999999996,13.919999999999998,23.2,32.48,9.28,46.4,18.56,27.839999999999996,18.56,32.48,32.48,27.839999999999996
impulses_ch1,167.04,180.95999999999998,190.23999999999998,125.27999999999999,250.55999999999997,139.2,176.32,157.76,218.07999999999998,125.27999999999999,102.08,134.56,171.67999999999998,185.6,139.2,143.84,139.2,148.48,148.48,102.08,111.35999999999999,83.52,143.84,120.63999999999999,120.63999999999999,143.84,162.39999999999998,148.48,153.11999999999998,111.35999999999999,125.27999999999999,157.76,194.88,176.32,125.27999999999999,241.27999999999997,185.6,115.99999999999999,218.07999999999998,153.11999999999998,129.92,139.2,134.56,129.92,111.35999999999999,125.27999999999999,199.51999999999998,83.52,143.84,148.48,134.56,153.11999999999998,180.95999999999998,153.11999999999998,204.16,97.44,148.48,329.44,417.59999999999997,1874.56,8760.32,835.1999999999999,723.8399999999999,426.88,580.0,584.64,463.99999999999994,501.11999999999995,631.04,477.91999999999996,329.44,338.71999999999997,403.67999999999995,180.95999999999998,264.47999999999996,375.84,422.23999999999995,352.64,334.08,603.1999999999999,719.1999999999999,798.0799999999999,941.92,1327.04,1020.8,1572.9599999999998,1197.12,1661.12,1920.9599999999998,1257.4399999999998,1735.36,1456.9599999999998
max_env_ch6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
