,07/29/23 00:00:00,07/29/23 00:15:00,07/29/23 00:30:00,07/29/23 00:45:00,07/29/23 01:00:00,07/29/23 01:15:00,07/29/23 01:30:00,07/29/23 01:45:00,07/29/23 02:00:00,07/29/23 02:15:00,07/29/23 02:30:00,07/29/23 02:45:00,07/29/23 03:00:00,07/29/23 03:15:00,07/29/23 03:30:00,07/29/23 03:45:00,07/29/23 04:00:00,07/29/23 04:15:00,07/29/23 04:30:00,07/29/23 04:45:00,07/29/23 05:00:00,07/29/23 05:15:00,07/29/23 05:30:00,07/29/23 05:45:00,07/29/23 06:00:00,07/29/23 06:15:00,07/29/23 06:30:00,07/29/23 06:45:00,07/29/23 07:00:00,07/29/23 07:15:00,07/29/23 07:30:00,07/29/23 07:45:00,07/29/23 08:00:00,07/29/23 08:15:00,07/29/23 08:30:00,07/29/23 08:45:00,07/29/23 09:00:00,07/29/23 09:15:00,07/29/23 09:30:00,07/29/23 09:45:00,07/29/23 10:00:00,07/29/23 10:15:00,07/29/23 10:30:00,07/29/23 10:45:00,07/29/23 11:00:00,07/29/23 11:15:00,07/29/23 11:30:00,07/29/23 11:45:00,07/29/23 12:00:00,07/29/23 12:15:00,07/29/23 12:30:00,07/29/23 12:45:00,07/29/23 13:00:00,07/29/23 13:15:00,07/29/23 13:30:00,07/29/23 13:45:00,07/29/23 14:00:00,07/29/23 14:15:00,07/29/23 14:30:00,07/29/23 14:45:00,07/29/23 15:00:00,07/29/23 15:15:00,07/29/23 15:30:00,07/29/23 15:45:00,07/29/23 16:00:00,07/29/23 16:15:00,07/29/23 16:30:00,07/29/23 16:32:00,07/29/23 16:45:00,07/29/23 17:00:00,07/29/23 17:15:00,07/29/23 17:30:00,07/29/23 17:45:00,07/29/23 18:00:00,07/29/23 18:15:00,07/29/23 18:30:00,07/29/23 18:45:00,07/29/23 19:00:00,07/29/23 19:15:00,07/29/23 19:30:00,07/29/23 19:45:00,07/29/23 20:00:00,07/29/23 20:15:00,07/29/23 20:30:00,07/29/23 20:45:00,07/29/23 21:00:00,07/29/23 21:15:00,07/29/23 21:30:00,07/29/23 21:45:00,07/29/23 22:00:00,07/29/23 22:15:00,07/29/23 22:30:00,07/29/23 22:45:00,07/29/23 23:00:00,07/29/23 23:15:00,07/29/23 23:30:00,07/29/23 23:45:00,07/30/23 00:00:00
max_amp,0.002815731766668189,0.003154419431228779,0.003639951994529682,0.0030285734714667408,0.0033262673638758847,0.0041746386546835604,0.0036702704881326717,0.0035584261373234442,0.0030257365904247146,0.003260372247108892,0.0029881328190113246,0.0035185648970258573,0.002629268009841808,0.0029460002105565026,0.003382555844801312,0.002943537984526993,0.003620019878248759,0.0038310208601882944,0.0032422558593216996,0.0030228814410418843,0.003183023424814002,0.003569963010325759,0.0027785425245555138,0.0033960098191504694,0.0040609840623250775,0.00355051419823487,0.003138678869060572,0.0029616552780317063,0.003457224550352331,0.004162824534290004,0.0040484752882441,0.00419205709437341,0.003362134242740068,0.0034261894392607147,0.003283743772980483,0.0036955690154245376,0.003411949470846562,0.004666672943755634,0.0036000758089928973,0.0034748800612949293,0.0036393550362659012,0.005087116333969386,0.003821009383082046,0.003631700435386408,0.0034075960064021815,0.003793470425786904,0.0037512538449886073,0.004485903997141542,0.004786502861124125,0.003409771931186928,0.003236407330123303,0.0035561901044655554,0.0040881211822909325,0.004282281674662921,0.0041349495086753455,0.0037551666913342675,0.0041870169700168785,0.0031360464515104566,0.00389788982352319,0.0031900826554020737,0.003367143756485977,0.003990106275098167,0.0048352420194075684,0.0055419773366674665,0.005439910873450251,0.00443665161904739,0.0050660827556831605,0.005799103436081816,0.005508610408611387,0.005248751534660902,0.004977583286820035,0.004615583442590127,0.004145549514913918,0.004438877011550767,0.004246007904923054,0.0043907379074153005,0.0039610568602291615,0.004070713850340557,0.0035062316312960942,0.0033253609797619394,0.00364943048468536,0.003952470962817417,0.00483420907787025,0.005221399329558352,0.0038739086838705072,0.0037954049474394434,0.003649624515873277,0.004225420180633448,0.0029859744206340894,0.0031848203132889045,0.003025224687929465,0.003374678751265024,0.002787659765964271,0.0029032677575986884,0.0028242695220928767,0.002653431431035877,0.0028680811270650475,0.0027617030612438454
mean_amp,0.002309052753073767,0.0024289682365744992,0.002390045189275389,0.0023977112204608287,0.002348097750542333,0.0024592343300406613,0.0024176928889157764,0.002407209512044681,0.0023351950011772002,0.002354130627676348,0.0022552001851351097,0.002401266459618927,0.002210762324372091,0.0022723866288073347,0.002278615736655687,0.0022442030057215037,0.002283788097954003,0.0022465402102846872,0.0022710838696675664,0.0022904425217401066,0.0023852203917368573,0.002413295297000056,0.0021072190191392874,0.0021798997503581054,0.002212200337626984,0.0021966189583168144,0.0021181161786776605,0.0021734632367333717,0.0024236616183134106,0.0026305585895776964,0.002639605260776772,0.0026186864731177805,0.0025770455118434435,0.002499466831117271,0.002611529704953567,0.002469174627176007,0.002436986543794053,0.0024957863798422473,0.0026026079368237547,0.0025791424086881267,0.0024979464306038395,0.0027853113734322703,0.002629325618808504,0.0027603167034952287,0.0026693730820464565,0.0026173779525795297,0.0028979483945643877,0.002675873709692336,0.0027474779660421568,0.0025973830262393132,0.0025324117622384577,0.0027449790182085317,0.0025283273868880155,0.0026323414088184143,0.0030459512868814963,0.0026699721369638145,0.002703910506657304,0.002495668925060473,0.0026003455520087196,0.002369760844661228,0.0027080410364847428,0.0030236094073332886,0.0034091176123949977,0.004013609237889387,0.0037840622250939937,0.003646113700078639,0.004062511848249933,0.004210419346602471,0.004228059102422874,0.003402119176684953,0.0034868097931692326,0.0034268203512126012,0.0032076599981320803,0.0031172107374591975,0.003047554710516692,0.0028238997803858956,0.0027545999847390546,0.002704598222070305,0.0024577421187977387,0.002539122684832027,0.0024502021542106805,0.002764738850960583,0.0028775296831327793,0.002751979499545954,0.0025467873929582857,0.0025294316344420943,0.0025992509973661393,0.0022786337231290605,0.002219313881623871,0.0021743074825391357,0.0021432470715284486,0.0021380220592119095,0.002086469376630048,0.0021054197809966366,0.002117994570495435,0.002071794363933005,0.0019895364229698697,0.00207756480854162
median_amp,0.002340402595450703,0.002419267500411048,0.002344662498752253,0.002407388858203212,0.0023278121282693364,0.0023716889063160117,0.002373155716164151,0.0023689993929900755,0.002325217037935714,0.0022879018174228835,0.0021950529928994366,0.0023584303644266663,0.002194697398186342,0.0022331329194002388,0.002207899453414878,0.002226048535189658,0.00224070608436629,0.0021799155266704435,0.0022028764372357683,0.0022215185651548825,0.0023237733586592567,0.0023186152277109534,0.0021274100378117946,0.0021528151244631813,0.0021274825257911003,0.0021150470962679937,0.00206701061606286,0.0021544430103705246,0.0024661031941561502,0.002575148570385602,0.002569248314864436,0.002583367217585434,0.002559538990450522,0.00247532054487062,0.0025908908594822126,0.0024448217646391773,0.0023301603121944283,0.0024362317579629095,0.002536796742498408,0.002554577090558186,0.0024934246144934346,0.0027615880070943834,0.0025557318926197037,0.0027381283533718633,0.0026751659153694176,0.00257524732415776,0.002942172430905179,0.0026035941167607763,0.0026608722439628724,0.002600776653642158,0.0025564531102896405,0.0027796496161865505,0.0024728183814862682,0.002564007761118989,0.002994187466690414,0.0025875405973966696,0.0026019618929572766,0.002465180547671495,0.002540632368744388,0.0023400314133031914,0.0027071473236346755,0.00300515692040046,0.0034464537464367704,0.004007897217240074,0.0036683762778184133,0.003576259996179285,0.004005517139830625,0.004203765263385761,0.004132018350497357,0.003360903121064896,0.0034178013407016716,0.003385035966474567,0.0031484754137637086,0.0030762370284464044,0.0030218783995066604,0.0027208889719251544,0.0026934674234232597,0.0026881964522172414,0.0024497355882594175,0.0025458890002242507,0.0023592614102124774,0.002752923530421221,0.002936757155394553,0.0026334080424369913,0.0024710227707794435,0.002426477151311172,0.0025967916276883776,0.002224274632181476,0.002176475910758903,0.0021322184426969394,0.00208645605717425,0.002117085716761357,0.002030092584200276,0.0020931678515515506,0.0020862309957790886,0.0020730670763408955,0.001955957577541202,0.002050736624496658
impulses_ch6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
impulses_ch5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
impulses_ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
impulses_ch3,0.0,1.92,0.0,0.0,0.0,0.0,1.92,3.84,0.0,3.84,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,3.84,0.0,0.0,0.0,0.0,5.76,5.76,1.92,0.0,3.84,3.84,1.92,0.0,7.68,0.0,0.0,1.92,0.0,1.92,1.92,1.92,0.0,3.84,1.92,0.0,3.84,0.0,3.84,0.0,0.0,1.92,0.0,0.0,1.92,1.92,7.68,15.36,0.0,7.68,0.0,1.92,0.0,0.0,0.0,0.0,0.0,5.76,0.0,5.76,5.76,3.84,0.0,9.6,5.76,5.76,7.68,7.68,5.76,1.92,0.0,0.0,1.92,1.92,0.0,1.92,0.0,1.92,0.0,3.84,0.0,0.0,1.92,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0
impulses_ch2,120.96,165.12,147.84,122.88,130.56,192.0,142.07999999999998,168.95999999999998,130.56,124.8,107.52,247.67999999999998,132.48,124.8,144.0,113.28,142.07999999999998,111.36,157.44,136.32,184.32,165.12,130.56,130.56,163.2,147.84,180.48,165.12,151.68,180.48,215.04,197.76,151.68,153.6,188.16,163.2,167.04,136.32,243.84,159.35999999999999,165.12,293.76,211.2,216.95999999999998,197.76,236.16,493.44,245.76,241.92,215.04,216.95999999999998,261.12,192.0,228.48,412.8,201.6,222.72,142.07999999999998,182.4,117.11999999999999,138.24,209.28,362.88,574.0799999999999,512.64,512.64,704.64,785.28,796.8,487.68,556.8,574.0799999999999,443.52,435.84,456.96,334.08,272.64,288.0,184.32,236.16,178.56,382.08,432.0,345.59999999999997,192.0,266.88,241.92,176.64,151.68,126.72,136.32,117.11999999999999,99.84,119.03999999999999,119.03999999999999,140.16,84.47999999999999,101.75999999999999
impulses_ch1,7090.5599999999995,7749.12,7697.28,7466.88,7493.759999999999,7622.4,7714.5599999999995,7541.759999999999,7175.04,7061.759999999999,6643.2,7036.8,6474.24,6925.44,6931.2,6817.92,6862.08,6543.36,6633.599999999999,6904.32,7461.12,7701.12,5779.2,5758.08,5857.92,5886.719999999999,5385.599999999999,5832.96,7758.719999999999,8883.84,9064.32,8327.039999999999,8699.52,8244.48,8903.039999999999,8014.08,8115.84,8574.72,8269.44,8666.88,8163.84,9584.64,8958.72,9857.279999999999,9020.16,8908.8,9882.24,8760.96,8789.76,8211.84,8075.5199999999995,10275.84,7562.88,8280.96,10744.32,9235.199999999999,9110.4,8695.68,9344.64,8131.2,10300.8,11153.279999999999,12933.119999999999,14158.08,13196.16,12458.88,13098.24,13079.039999999999,13397.76,9782.4,9678.72,9513.6,9129.6,8112.0,7641.599999999999,7176.96,7244.16,6956.16,6752.639999999999,6526.08,6339.84,6668.16,7159.679999999999,6577.92,6472.32,6428.16,6902.4,5310.72,5197.44,5268.48,5003.5199999999995,5032.32,4945.92,4986.24,5074.5599999999995,4849.92,4608.0,4819.2
max_env_ch6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
