Date_Time,Pressure,Temperature,Barom,WaterDepth
2023-03-02 00:00:00,751.342,2.023,734.6,0.16737510312183163
2023-03-02 00:15:00,751.342,2.023,734.425,0.1691246338258304
2023-03-02 00:30:00,751.167,2.023,734.133,0.1702943200679318
2023-03-02 00:45:00,751.167,2.023,734.308,0.1685447893639345
2023-03-02 01:00:00,750.992,2.023,733.958,0.1702943200679303
2023-03-02 01:15:00,750.817,2.023,733.842,0.16970447828772633
2023-03-02 01:30:00,750.642,2.023,733.667,0.16970447828772633
2023-03-02 01:45:00,750.467,2.03,733.375,0.1708741353423848
2023-03-02 02:00:00,750.292,2.03,733.375,0.16912460493722922
2023-03-02 02:15:00,750.117,2.03,733.025,0.1708741353423848
2023-03-02 02:30:00,750.0,2.03,732.733,0.1726236657475404
2023-03-02 02:45:00,749.65,2.03,732.558,0.17087413534238333
2023-03-02 03:00:00,749.65,2.03,732.442,0.1720338240680858
2023-03-02 03:15:00,749.65,2.03,732.442,0.1720338240680858
2023-03-02 03:30:00,749.65,2.03,732.442,0.1720338240680858
2023-03-02 03:45:00,749.3,2.037,732.267,0.17028426457624962
2023-03-02 04:00:00,749.475,2.037,732.267,0.17203379468256508
2023-03-02 04:15:00,749.3,2.037,732.092,0.1720337946825636
2023-03-02 04:30:00,748.95,2.037,731.975,0.1697044203124445
2023-03-02 04:45:00,749.125,2.037,731.975,0.1714539504187585
2023-03-02 05:00:00,749.125,2.037,731.975,0.1714539504187585
2023-03-02 05:15:00,748.95,2.043,731.975,0.1697043954659073
2023-03-02 05:30:00,748.775,2.043,731.8,0.1697043954659073
2023-03-02 05:45:00,748.775,2.043,731.8,0.1697043954659073
2023-03-02 06:00:00,748.6,2.043,731.8,0.16795486561574316
2023-03-02 06:15:00,748.775,2.043,731.975,0.16795486561574316
2023-03-02 06:30:00,748.775,2.043,731.8,0.1697043954659073
2023-03-02 06:45:00,748.775,2.043,731.975,0.16795486561574316
2023-03-02 07:00:00,748.6,2.043,731.975,0.16620533576557905
2023-03-02 07:15:00,748.775,2.05,731.975,0.167954836926967
2023-03-02 07:30:00,748.775,2.05,731.8,0.1697043664782897
2023-03-02 07:45:00,748.775,2.05,731.975,0.167954836926967
2023-03-02 08:00:00,748.775,2.05,731.8,0.1697043664782897
2023-03-02 08:15:00,748.95,2.05,732.092,0.1685346810068336
2023-03-02 08:30:00,749.125,2.05,732.092,0.17028421055815632
2023-03-02 08:45:00,749.3,2.05,732.442,0.16853468100683214
2023-03-02 09:00:00,749.475,2.057,732.558,0.16912449350985997
2023-03-02 09:15:00,749.3,2.057,732.558,0.1673749642573771
2023-03-02 09:30:00,749.475,2.057,732.558,0.16912449350985997
2023-03-02 09:45:00,749.475,2.057,732.733,0.16737496425738008
2023-03-02 10:00:00,749.475,2.057,732.908,0.1656254350048972
2023-03-02 10:15:00,749.3,2.057,733.2,0.16095669122827366
2023-03-02 10:30:00,749.3,2.057,733.317,0.15978700595661582
2023-03-02 10:45:00,749.3,2.057,733.492,0.15803747670413446
2023-03-02 11:00:00,749.65,2.063,733.317,0.16328604055476878
2023-03-02 11:15:00,749.65,2.063,733.317,0.16328604055476878
2023-03-02 11:30:00,749.825,2.063,733.317,0.16503556955110205
2023-03-02 11:45:00,749.825,2.063,733.608,0.16212635276291673
2023-03-02 12:00:00,749.825,2.063,733.783,0.16037682376658496
2023-03-02 12:15:00,750.0,2.063,733.667,0.16328604055476878
2023-03-02 12:30:00,750.0,2.07,733.492,0.1650355413609902
2023-03-02 12:45:00,749.825,2.063,733.492,0.16328604055477028
2023-03-02 13:00:00,750.0,2.07,733.783,0.16212632506973498
2023-03-02 13:15:00,750.0,2.07,733.608,0.16387585376722563
2023-03-02 13:30:00,750.0,2.07,733.667,0.16328601266349954
2023-03-02 13:45:00,750.0,2.07,733.492,0.1650355413609902
2023-03-02 14:00:00,749.825,2.07,733.783,0.16037679637224583
2023-03-02 14:15:00,749.825,2.077,733.783,0.16037676897791603
2023-03-02 14:30:00,749.825,2.077,733.608,0.16212629737656564
2023-03-02 14:45:00,750.117,2.077,733.783,0.16329598207737595
2023-03-02 15:00:00,750.117,2.077,733.783,0.16329598207737595
2023-03-02 15:15:00,750.292,2.077,733.958,0.16329598207737595
2023-03-02 15:30:00,750.292,2.077,733.783,0.16504551047602556
2023-03-02 15:45:00,750.642,2.077,733.958,0.16679503887467517
2023-03-02 16:00:00,750.467,2.077,733.958,0.16504551047602556
2023-03-02 16:15:00,750.642,2.077,734.425,0.16212629737656564
2023-03-02 16:30:00,750.642,2.083,734.425,0.16212627363956963
2023-03-02 16:45:00,750.817,2.083,734.542,0.16270611725251075
2023-03-02 17:00:00,750.992,2.083,734.833,0.16154643002662405
2023-03-02 17:15:00,751.342,2.083,735.125,0.16212627363956816
2023-03-02 17:30:00,751.692,2.083,735.358,0.1632959581691258
2023-03-02 17:45:00,751.692,2.083,735.242,0.164455645395011
2023-03-02 18:00:00,751.692,2.083,735.242,0.164455645395011
2023-03-02 18:15:00,752.042,2.083,735.358,0.16679501445412628
2023-03-02 18:30:00,752.042,2.09,735.358,0.1667949859634949
2023-03-02 18:45:00,752.392,2.09,735.358,0.17029404165081372
2023-03-02 19:00:00,752.392,2.09,735.533,0.16854451380715282
2023-03-02 19:15:00,752.392,2.09,735.708,0.1667949859634949
2023-03-02 19:30:00,752.392,2.09,735.533,0.16854451380715282
2023-03-02 19:45:00,752.567,2.09,735.533,0.17029404165081222
2023-03-02 20:00:00,752.567,2.097,735.708,0.16854448501769193
2023-03-02 20:15:00,752.917,2.097,735.708,0.17204354010732928
2023-03-02 20:30:00,752.917,2.097,736.0,0.1691243284325458
2023-03-02 20:45:00,753.033,2.097,736.175,0.16853448771743482
2023-03-02 21:00:00,753.033,2.097,736.0,0.1702840152622535
2023-03-02 21:15:00,753.033,2.097,736.175,0.16853448771743482
2023-03-02 21:30:00,753.208,2.097,736.175,0.1702840152622535
2023-03-02 21:45:00,753.208,2.097,736.0,0.17203354280707217
2023-03-02 22:00:00,753.208,2.103,736.0,0.17203351761956345
2023-03-02 22:15:00,753.208,2.103,735.825,0.17378304490823301
2023-03-02 22:30:00,753.208,2.103,736.175,0.1702839903308939
2023-03-02 22:45:00,753.208,2.103,736.175,0.1702839903308939
2023-03-02 23:00:00,753.383,2.103,736.0,0.17378304490823301
2023-03-02 23:15:00,753.033,2.103,736.292,0.1673647790835135
2023-03-02 23:30:00,753.383,2.11,736.292,0.1708638044752314
2023-03-02 23:45:00,753.383,2.11,736.0,0.173783015223975
2023-03-03 00:00:00,753.558,2.11,736.175,0.173783015223975
2023-03-03 00:15:00,753.733,2.11,736.0,0.17728206920363154
2023-03-03 00:30:00,753.908,2.117,736.175,0.1772820389217042
2023-03-03 00:45:00,753.908,2.11,736.175,0.177282069203633
