distance,elevation
0,2736.87
20,2736.82
40,2736.565
60,2736.525
90,2736.295
100,2736.305
110,2736.29
120,2736.288
130,2736.26
140,2736.235
155,2736.265
155,2736.7
170,2736.265
180,2736.276
190,2736.3
200,2736.31
210,2736.265
220,2736.25
230,2736.25
240,2736.27
250,2736.215
260,2736.238
270,2736.235
280,2736.225
290,2736.255
300,2736.341
320,2736.425
340,2736.48
360,2736.57
370,2736.61
390,2736.69
410,2736.765
430,2736.965
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
