Date_Time,Pressure,Temperature,Barom,WC,WSE
2022-02-28 00:15:00,756.65,1.11,752.0413333333333,4.607092861026133,2736.0430709286106
2022-02-28 00:30:00,756.825,1.11,751.7693333333333,5.0539402157663105,2736.047539402158
2022-02-28 00:45:00,756.358,1.103,751.692,4.664406615698207,2736.0436440661574
2022-02-28 01:00:00,756.067,1.103,751.6336666666667,4.431819401970725,2736.04131819402
2022-02-28 01:15:00,756.183,1.097,751.517,4.664406615698207,2736.0436440661574
2022-02-28 01:30:00,756.358,1.097,751.614,4.742379979612554,2736.0444237997963
2022-02-28 01:45:00,756.475,1.09,751.808,4.66540627421002,2736.0436540627425
2022-02-28 02:00:00,756.475,1.08,751.7693333333333,4.704059736663331,2736.044040597367
2022-02-28 02:15:00,756.358,1.073,751.6336666666667,4.72272002888198,2736.0442272002892
2022-02-28 02:30:00,756.183,1.067,751.4586666666667,4.722720028882094,2736.0442272002892
2022-02-28 02:45:00,756.183,1.06,751.342,4.839346855249753,2736.045393468553
2022-02-28 03:00:00,756.358,1.053,751.342,5.014287094801186,2736.0471428709484
2022-02-28 03:15:00,756.183,1.047,751.303,4.8783335372069265,2736.0457833353726
2022-02-28 03:30:00,756.183,1.04,751.225,4.956306901121275,2736.0465630690114
2022-02-28 03:45:00,755.892,1.033,751.1666666666666,4.723719687393906,2736.0442371968743
2022-02-28 04:00:00,755.717,1.033,750.9526666666667,4.762706369350966,2736.044627063694
2022-02-28 04:15:00,755.717,1.027,750.6413333333334,5.0739333860006335,2736.04773933386
2022-02-28 04:30:00,755.6,1.017,750.4663333333333,5.131913579680659,2736.048319135797
2022-02-28 04:45:00,755.6,1.01,750.583,5.015286753312999,2736.0471528675334
2022-02-28 05:00:00,755.717,1.003,750.6413333333334,5.0739333860006335,2736.04773933386
2022-02-28 05:15:00,755.6,0.997,750.6996666666666,4.8986599269453395,2736.04598659927
2022-02-28 05:30:00,755.892,0.99,750.583,5.307187038736066,2736.0500718703875
2022-02-28 05:45:00,755.892,0.983,750.583,5.307187038736066,2736.0500718703875
2022-02-28 06:00:00,755.717,0.977,750.6803333333334,5.03494670404346,2736.047349467041
2022-02-28 06:15:00,755.717,0.977,750.836,4.879333195718626,2736.0457933319576
2022-02-28 06:30:00,755.892,0.97,750.758,5.13224679918452,2736.048322467992
2022-02-28 06:45:00,755.892,0.963,750.758,5.13224679918452,2736.048322467992
2022-02-28 07:00:00,756.067,0.953,750.797,5.268200356778779,2736.0496820035683
