Date_Time,Pressure,Temperature,Barom,WC,WSE
2022-02-28 00:15:00,758.75,0.55,752.0413333333333,6.706375735643893,2724.1750637573564
2022-02-28 00:30:00,758.75,0.543,751.7693333333333,6.978282850832524,2724.177782828508
2022-02-28 00:45:00,758.75,0.543,751.692,7.055589775739035,2724.178555897757
2022-02-28 01:00:00,758.4,0.543,751.6336666666667,6.7640227098198284,2724.175640227098
2022-02-28 01:15:00,758.4,0.543,751.517,6.880649536187488,2724.1768064953617
2022-02-28 01:30:00,758.575,0.543,751.614,6.9586229001019495,2724.1775862290006
2022-02-28 01:45:00,758.75,0.543,751.808,6.939629388379212,2724.1773962938837
2022-02-28 02:00:00,758.75,0.543,751.7693333333333,6.978282850832524,2724.177782828508
2022-02-28 02:15:00,758.575,0.543,751.6336666666667,6.938962949371375,2724.1773896294935
2022-02-28 02:30:00,758.4,0.543,751.4586666666667,6.938962949371375,2724.1773896294935
2022-02-28 02:45:00,758.4,0.543,751.342,7.055589775739035,2724.178555897757
2022-02-28 03:00:00,758.283,0.543,751.342,6.938629729867513,2724.177386297298
2022-02-28 03:15:00,758.283,0.543,751.303,6.977616411824687,2724.177776164118
2022-02-28 03:30:00,758.283,0.543,751.225,7.055589775739035,2724.178555897757
2022-02-28 03:45:00,758.108,0.543,751.1666666666666,6.938962949371375,2724.1773896294935
2022-02-28 04:00:00,757.933,0.543,750.9526666666667,6.977949631328548,2724.177779496313
2022-02-28 04:15:00,757.758,0.543,750.6413333333334,7.114236408426783,2724.179142364084
2022-02-28 04:30:00,757.583,0.543,750.4663333333333,7.114236408426783,2724.179142364084
2022-02-28 04:45:00,757.583,0.543,750.583,6.997609582059123,2724.17797609582
2022-02-28 05:00:00,757.758,0.543,750.6413333333334,7.114236408426783,2724.179142364084
2022-02-28 05:15:00,757.758,0.543,750.6996666666666,7.05592299524301,2724.178559229952
2022-02-28 05:30:00,757.933,0.543,750.583,7.347490061162102,2724.181474900611
2022-02-28 05:45:00,757.933,0.543,750.583,7.347490061162102,2724.181474900611
2022-02-28 06:00:00,757.758,0.543,750.6803333333334,7.075249726469609,2724.178752497264
2022-02-28 06:15:00,757.933,0.543,750.836,7.094576457696208,2724.178945764577
2022-02-28 06:30:00,757.933,0.543,750.758,7.172549821610556,2724.1797254982157
2022-02-28 06:45:00,758.108,0.543,750.758,7.347490061161988,2724.181474900611
2022-02-28 07:00:00,758.108,0.537,750.797,7.308503379204815,2724.181085033792
2022-02-28 07:15:00,758.283,0.543,750.836,7.444456936799186,2724.182444569368
2022-02-28 07:30:00,758.283,0.543,750.797,7.483443618756361,2724.1828344361875
2022-02-28 07:45:00,758.283,0.543,750.875,7.405470254842013,2724.182054702548
2022-02-28 08:00:00,758.4,0.543,750.875,7.522430300713535,2724.1832243030067
2022-02-28 08:15:00,758.575,0.543,750.9916666666667,7.580743713897421,2724.1838074371385
2022-02-28 08:30:00,758.575,0.543,751.264,7.308503379204929,2724.181085033792
2022-02-28 08:45:00,758.575,0.543,751.342,7.23053001529058,2724.1803053001527
2022-02-28 09:00:00,758.925,0.55,751.4586666666667,7.463783668025786,2724.18263783668
2022-02-28 09:15:00,758.925,0.55,751.692,7.230530015290467,2724.1803053001527
2022-02-28 09:30:00,759.1,0.55,751.692,7.405470254842013,2724.182054702548
2022-02-28 09:45:00,759.042,0.557,751.7306666666667,7.3088365987087895,2724.181088365987
2022-02-28 10:00:00,758.925,0.563,751.7693333333333,7.153223090383956,2724.1795322309035
2022-02-28 10:15:00,758.75,0.577,751.692,7.055589775739035,2724.178555897757
2022-02-28 10:30:00,758.575,0.583,751.6336666666667,6.938962949371375,2724.1773896294935
2022-02-28 10:45:00,758.575,0.583,751.5753333333333,6.997276362555262,2724.1779727636253
2022-02-28 11:00:00,758.575,0.593,751.692,6.880649536187602,2724.1768064953617
2022-02-28 11:15:00,758.4,0.593,751.789,6.60874242099897,2724.1740874242096
2022-02-28 11:30:00,758.4,0.6,751.983,6.414808669724801,2724.172148086697
2022-02-28 11:45:00,758.4,0.613,751.983,6.414808669724801,2724.172148086697
2022-02-28 12:00:00,758.283,0.633,751.886,6.394815499490364,2724.1719481549944
2022-02-28 12:15:00,758.108,0.667,751.692,6.4138090112129875,2724.1721380901117
2022-02-28 12:30:00,757.933,0.7,751.692,6.238868771661554,2724.1703886877162
2022-02-28 12:45:00,757.758,0.79,751.6336666666667,6.122241945293896,2724.1692224194526
2022-02-28 13:00:00,757.933,1.0,751.4586666666667,6.472122424396874,2724.1727212242436
2022-02-28 13:15:00,757.642,1.337,751.303,6.336835305810453,2724.171368353058
2022-02-28 13:30:00,757.583,1.69,751.1083333333333,6.472455643900736,2724.172724556439
2022-02-28 13:45:00,757.467,2.03,750.836,6.628735591233407,2724.174287355912
2022-02-28 14:00:00,757.117,2.297,750.758,6.356828476044776,2724.1715682847603
2022-02-28 14:15:00,757.117,2.51,750.6996666666666,6.415141889228662,2724.172151418892
2022-02-28 14:30:00,757.292,2.747,750.583,6.706708955147868,2724.1750670895512
2022-02-28 14:45:00,756.942,2.953,750.583,6.356828476044889,2724.1715682847603
2022-02-28 15:00:00,757.117,3.11,750.583,6.531768715596321,2724.1733176871558
2022-02-28 15:15:00,757.292,3.28,750.5246666666667,6.765022368331641,2724.175650223683
2022-02-28 15:30:00,757.117,3.41,750.4663333333333,6.648395541963981,2724.1744839554194
2022-02-28 15:45:00,757.117,3.443,750.6413333333334,6.473455302412436,2724.172734553024
2022-02-28 16:00:00,757.292,3.503,750.6996666666666,6.5900821287802085,2724.1739008212876
2022-02-28 16:15:00,757.292,3.553,750.583,6.706708955147868,2724.1750670895512
2022-02-28 16:30:00,757.292,3.56,750.583,6.706708955147868,2724.1750670895512
2022-02-28 16:45:00,757.117,3.51,750.5246666666667,6.590082128780095,2724.1739008212876
2022-02-28 17:00:00,757.117,3.457,750.4276666666667,6.6870490044171795,2724.1748704900438
2022-02-28 17:15:00,757.117,3.437,750.467,6.647729102956144,2724.1744772910292
2022-02-28 17:30:00,756.942,3.403,750.4473333333333,6.492448814135287,2724.1729244881412
2022-02-28 17:45:00,757.117,3.347,750.4663333333333,6.648395541963981,2724.1744839554194
2022-02-28 18:00:00,757.117,3.26,750.486,6.628735591233407,2724.174287355912
2022-02-28 18:15:00,757.117,3.163,750.292,6.822669342507576,2724.1762266934247
2022-02-28 18:30:00,757.117,3.053,750.3306666666667,6.784015880054265,2724.1758401588004
2022-02-28 18:45:00,757.292,2.98,750.408,6.881649194699301,2724.1768164919467
2022-02-28 19:00:00,757.117,2.883,750.408,6.706708955147754,2724.1750670895512
2022-02-28 19:15:00,757.467,2.78,750.5246666666667,6.939962607883073,2724.1773996260786
2022-02-28 19:30:00,757.642,2.68,750.758,6.881649194699301,2724.1768164919467
