Date_Time,Pressure,Temperature,Barom,WC,WSE
2022-02-28 00:15:00,753.033,0.59,752.0413333333333,0.99132802412505,2736.194613280241
2022-02-28 00:30:00,752.858,0.56,751.7693333333333,1.088294899762135,2736.1955829489975
2022-02-28 00:45:00,752.683,0.54,751.692,0.9906615851172127,2736.194606615851
2022-02-28 01:00:00,752.508,0.527,751.6336666666667,0.8740347587495532,2736.1934403475875
2022-02-28 01:15:00,752.392,0.51,751.517,0.8747011977573904,2736.1934470119772
2022-02-28 01:30:00,752.392,0.497,751.614,0.7777343221203054,2736.192477343221
2022-02-28 01:45:00,752.508,0.483,751.808,0.6997609582059579,2736.1916976095818
2022-02-28 02:00:00,752.508,0.47,751.7693333333333,0.7384144206592698,2736.1920841442065
2022-02-28 02:15:00,752.508,0.463,751.6336666666667,0.8740347587495532,2736.1934403475875
2022-02-28 02:30:00,752.392,0.457,751.4586666666667,0.933014610941277,2736.194030146109
2022-02-28 02:45:00,752.217,0.447,751.342,0.8747011977573904,2736.1934470119772
2022-02-28 03:00:00,752.217,0.44,751.342,0.8747011977573904,2736.1934470119772
2022-02-28 03:15:00,752.217,0.433,751.303,0.9136878797145641,2736.193836878797
2022-02-28 03:30:00,751.867,0.42,751.225,0.6417807645259329,2736.1911178076452
2022-02-28 03:45:00,752.042,0.42,751.1666666666666,0.8750344172613659,2736.1934503441726
2022-02-28 04:00:00,751.575,0.413,750.9526666666667,0.6221208137954719,2736.1909212081378
2022-02-28 04:15:00,751.75,0.407,750.6413333333334,1.1082880699965716,2736.1957828807
2022-02-28 04:30:00,751.575,0.407,750.4663333333333,1.108288069996685,2736.1957828807
2022-02-28 04:45:00,751.575,0.4,750.583,0.9916612436290254,2736.194616612436
2022-02-28 05:00:00,751.225,0.393,750.6413333333334,0.5834673513421599,2736.1905346735134
2022-02-28 05:15:00,751.4,0.393,750.6996666666666,0.7000941777098195,2736.191700941777
2022-02-28 05:30:00,751.575,0.383,750.583,0.9916612436290254,2736.194616612436
2022-02-28 05:45:00,751.575,0.377,750.583,0.9916612436290254,2736.194616612436
2022-02-28 06:00:00,751.575,0.377,750.6803333333334,0.8943611484879651,2736.1936436114847
2022-02-28 06:15:00,751.75,0.377,750.836,0.9136878797145641,2736.193836878797
2022-02-28 06:30:00,751.575,0.37,750.758,0.8167210040774793,2736.1928672100407
2022-02-28 06:45:00,751.4,0.37,750.758,0.6417807645259329,2736.1911178076452
2022-02-28 07:00:00,751.867,0.363,750.797,1.0696346075432595,2736.195396346075
2022-02-28 07:15:00,751.867,0.363,750.836,1.0306479255860856,2736.195006479256
2022-02-28 07:30:00,751.867,0.357,750.797,1.0696346075432595,2736.195396346075
2022-02-28 07:45:00,751.75,0.357,750.875,0.8747011977573904,2736.1934470119772
2022-02-28 08:00:00,751.867,0.35,750.875,0.9916612436289118,2736.194616612436
2022-02-28 08:15:00,752.042,0.35,750.9916666666667,1.0499746568127983,2736.195199746568
2022-02-28 08:30:00,752.042,0.35,751.264,0.7777343221203054,2736.192477343221
2022-02-28 08:45:00,752.042,0.35,751.342,0.6997609582059579,2736.1916976095818
2022-02-28 09:00:00,751.867,0.35,751.4586666666667,0.4081938922867519,2736.1887819389226
2022-02-28 09:15:00,752.217,0.35,751.692,0.5248207186544115,2736.1899482071863
2022-02-28 09:30:00,752.042,0.343,751.692,0.3498804791029789,2736.1881988047908
2022-02-28 09:45:00,752.217,0.35,751.7306666666667,0.48616725620109946,2736.189561672562
2022-02-28 10:00:00,752.042,0.35,751.7693333333333,0.27257355419646856,2736.1874257355416
2022-02-28 10:15:00,751.867,0.35,751.692,0.17494023955143262,2736.1864494023953
2022-02-28 10:30:00,751.75,0.357,751.6336666666667,0.11629360686368417,2736.1858629360686
2022-02-28 10:45:00,751.75,0.363,751.5753333333333,0.1746070200475708,2736.1864460702004
2022-02-28 11:00:00,751.867,0.363,751.692,0.17494023955143262,2736.1864494023953
2022-02-28 11:15:00,751.867,0.377,751.789,0.07797336391434762,2736.185479733639
2022-02-28 11:30:00,751.867,0.383,751.983,-0.11596038735982235,2736.1835403961263
2022-02-28 11:45:00,751.867,0.4,751.983,-0.11596038735982235,2736.1835403961263
2022-02-28 12:00:00,751.75,0.42,751.886,-0.1359535575942588,2736.183340464424
2022-02-28 12:15:00,751.575,0.477,751.692,-0.11696004587152144,2736.1835303995413
2022-02-28 12:30:00,751.575,0.59,751.692,-0.11696004587152144,2736.1835303995413
2022-02-28 12:45:00,751.4,0.743,751.6336666666667,-0.23358687223929472,2736.1823641312776
2022-02-28 13:00:00,751.225,0.92,751.4586666666667,-0.23358687223918106,2736.1823641312776
2022-02-28 13:15:00,751.4,1.117,751.303,0.09696687563708499,2736.185669668756
