Date_Time,P1A,Date_Time_P1B,P1B,P1C,P2A,P2B,P2C,P3A,P3B,P3C,P4A,P4B,P4C,P5A,P5B,P5C,P6A,P6B,P6C
2/28/2022 0:15,2721.48966,2/28/2022 0:10,2721.811802,,2722.900999,2723.028804,,2724.160412,2724.131692,2724.135064,2732.823847,2732.922911,2733.035832,2736.043071,2736.194613,2733.79087,2737.109841,2737.275226,2737.262279
2/28/2022 0:30,2721.492379,2/28/2022 0:15,2721.813355,,2722.903719,2723.029773,,2724.163131,2724.131492,2724.137783,2732.824817,2732.923881,2733.038551,2736.047539,2736.195583,2733.798247,2737.11256,2737.276196,2737.264998
2/28/2022 0:45,2721.489654,2/28/2022 0:20,2721.815104,,2722.902742,2723.030546,,2724.162155,2724.132265,2724.138556,2732.82559,2732.922904,2733.037575,2736.043644,2736.194607,2733.785025,2737.111583,2737.275799,2737.260523
2/28/2022 1:00,2721.487908,2/28/2022 0:25,2721.816854,,2722.901576,2723.027631,,2724.161569,2724.132268,2724.13564,2732.822674,2732.920578,2733.036409,2736.041318,2736.19344,2733.767534,2737.110417,2737.274633,2737.259356
2/28/2022 1:15,2721.491403,2/28/2022 0:30,2721.817823,,2722.900993,2723.028797,,2724.160985,2724.134014,2724.136806,2732.82384,2732.923494,2733.037575,2736.043644,2736.193447,2733.747708,2737.111583,2737.275799,2737.258773
2/28/2022 1:30,2721.490433,2/28/2022 0:35,2721.81821,,2722.901773,2723.027827,,2724.161765,2724.131295,2724.137586,2732.82462,2732.920775,2733.038355,2736.044424,2736.192477,2733.738571,2737.112363,2737.27483,2737.256634
2/28/2022 1:45,2721.488494,2/28/2022 0:40,2721.818596,,2722.899833,2723.027637,,2724.160995,2724.132275,2724.137396,2732.82443,2732.923494,2733.036415,2736.043654,2736.191698,2733.746548,2737.110424,2737.271141,2737.257614
2/28/2022 2:00,2721.49063,2/28/2022 0:45,2721.818596,,2722.90022,2723.028024,,2724.159633,2724.129742,2724.137783,2732.823067,2732.920972,2733.036802,2736.044041,2736.192084,2733.765008,2737.11081,2737.273277,2737.256251
2/28/2022 2:15,2721.490237,2/28/2022 0:50,2721.819179,,2722.901576,2723.02938,,2724.159819,2724.131098,2724.13739,2732.824424,2732.922328,2733.036409,2736.044227,2736.19344,2733.794945,2737.110417,2737.272884,2737.254688
2/28/2022 2:30,2721.487908,2/28/2022 0:55,2721.819763,,2722.901576,2723.02938,,2724.15807,2724.131098,2724.13739,2732.824424,2732.924077,2733.038158,2736.044227,2736.19403,2733.824095,2737.112167,2737.274633,2737.256437
2/28/2022 2:45,2721.489074,2/28/2022 1:00,2721.820929,,2722.900993,2723.030546,,2724.159236,2724.130515,2724.138556,2732.82559,2732.923494,2733.037575,2736.045393,2736.193447,2733.851502,2737.113333,2737.27288,2737.255854
2/28/2022 3:00,2721.489074,2/28/2022 1:05,2721.822095,,2722.902742,2723.030546,,2724.160985,2724.132265,2724.137386,2732.82384,2732.923494,2733.039324,2736.047143,2736.193447,2733.873085,2737.113333,2737.27288,2737.255854
2/28/2022 3:15,2721.487714,2/28/2022 1:10,2721.823261,,2722.901383,2723.029187,,2724.159626,2724.132655,2724.137776,2732.822481,2732.920965,2733.039714,2736.045783,2736.193837,2733.896217,2737.110224,2737.271521,2737.252745
2/28/2022 3:30,2721.486745,2/28/2022 1:15,2721.823844,,2722.900993,2723.029967,,2724.160406,2724.133434,2724.138556,2732.823261,2732.922914,2733.036995,2736.046563,2736.191118,2733.912741,2737.111004,2737.271141,2737.251776
2/28/2022 3:45,2721.489077,2/28/2022 1:20,2721.824234,,2722.899827,2723.0288,,2724.159239,2724.132268,2724.13739,2732.823844,2732.922328,2733.037578,2736.044237,2736.19345,2733.927899,2737.109837,2737.269975,2737.250609
2/28/2022 4:00,2721.489467,2/28/2022 1:25,2721.824624,,2722.901966,2723.02861,,2724.161379,2724.132658,2724.137779,2732.824823,2732.922718,2733.039718,2736.044627,2736.190921,2733.943454,2737.111977,2737.272114,2737.2475
2/28/2022 4:15,2721.49083,2/28/2022 1:30,2721.824044,,2722.901579,2723.029973,,2724.161572,2724.13577,2724.139142,2732.826186,2732.92408,2733.04166,2736.047739,2736.195783,2733.962311,2737.11276,2737.273477,2737.248863
2/28/2022 4:30,2721.49083,2/28/2022 1:35,2721.823658,,2722.903329,2723.031723,,2724.160992,2724.13577,2724.139142,2732.826186,2732.922911,2733.04166,2736.048319,2736.195783,2733.973387,2737.11276,2737.272307,2737.245944
2/28/2022 4:45,2721.489664,2/28/2022 1:40,2721.823271,,2722.900413,2723.028807,,2724.158656,2724.133434,2724.137976,2732.823271,2732.921745,2733.038745,2736.047153,2736.194617,2733.983887,2737.109844,2737.27289,2737.244778
2/28/2022 5:00,2721.48908,2/28/2022 1:45,2721.823854,,2722.89983,2723.029973,,2724.159822,2724.134021,2724.139142,2732.824437,2732.922911,2733.038161,2736.047739,2736.190535,2733.998459,2737.11101,2737.272307,2737.244195
2/28/2022 5:15,2721.490247,2/28/2022 1:50,2721.823854,,2722.899247,2723.02939,,2724.159239,2724.135187,2724.138559,2732.823854,2732.922328,2733.039328,2736.045987,2736.191701,2734.017119,2737.110427,2737.272894,2737.241862
2/28/2022 5:30,2721.491413,2/28/2022 1:55,2721.823854,,2722.902162,2723.030556,,2724.161575,2724.135184,2724.141475,2732.826769,2732.923494,2733.088897,2736.050072,2736.194617,2734.028202,2737.111593,2737.275809,2737.243029
2/28/2022 5:45,2721.491413,2/28/2022 2:00,2721.824241,,2722.902162,2723.030556,,2724.159826,2724.133434,2724.141475,2732.82502,2732.923494,2733.08248,2736.050072,2736.194617,2734.035779,2737.111593,2737.27406,2737.243029
2/28/2022 6:00,2721.488691,2/28/2022 2:05,2721.824628,,2722.902939,2723.029583,,2724.160602,2724.134211,2724.138752,2732.824047,2732.922521,2733.081507,2736.047349,2736.193644,2734.036556,2737.11062,2737.274836,2737.242056
2/28/2022 6:15,2721.487134,2/28/2022 2:10,2721.825014,,2722.899633,2723.028027,,2724.159626,2724.132655,2724.138946,2732.822491,2732.920965,2733.08287,2736.045793,2736.193837,2734.040248,2737.110814,2737.27328,2737.2405
2/28/2022 6:30,2721.489664,2/28/2022 2:15,2721.825597,,2722.902162,2723.031136,,2724.158656,2724.134604,2724.139725,2732.823271,2732.919995,2733.087148,2736.048322,2736.192867,2734.043367,2737.111593,2737.275809,2737.243029
2/28/2022 6:45,2721.489664,2/28/2022 2:20,2721.825597,,2722.902162,2723.031136,,2724.161575,2724.134604,2724.141475,2732.823271,2732.921745,2733.087148,2736.048322,2736.191118,2734.045696,2737.111593,2737.275809,2737.241279
2/28/2022 7:00,2721.489274,2/28/2022 2:25,2721.825597,,2722.903522,2723.032496,,2724.161185,2724.135963,2724.141085,2732.82463,2732.921355,2733.085009,2736.049682,2736.195396,2734.049385,2737.111204,2737.278328,2737.240889
2/28/2022 7:15,2721.490633,2/28/2022 2:30,2721.825597,,2722.903132,2723.031526,,2724.159626,2724.135574,2724.142445,2732.82424,2732.922134,2733.086368,2736.049292,2736.195006,2734.048415,2737.113143,2737.277939,2737.237001
2/28/2022 7:30,2721.491023,2/28/2022 2:35,2721.82618,,2722.903522,2723.031916,,2724.160016,2724.135963,2724.142834,2732.822881,2732.922524,2733.086758,2736.049682,2736.195396,2734.052883,2737.113533,2737.276579,2737.235641
2/28/2022 7:45,2721.488494,2/28/2022 2:40,2721.826763,,2722.902742,2723.031716,,2724.159236,2724.135184,2724.142055,2732.822101,2732.923494,2733.085978,2736.048902,2736.193447,2734.052104,2737.112753,2737.275799,2737.233112
2/28/2022 8:00,2721.490243,2/28/2022 2:45,2721.826763,,2722.902742,2723.031716,,2724.160406,2724.133434,2724.143224,2732.82385,2732.923494,2733.087728,2736.048902,2736.194617,2734.054443,2737.112753,2737.277549,2737.234861
2/28/2022 8:15,2721.490827,2/28/2022 2:50,2721.827347,,2722.901576,2723.03055,,2724.159239,2724.134017,2724.143807,2732.822684,2732.922328,2733.088311,2736.048896,2736.1952,2734.053277,2737.113336,2737.276382,2737.231946
2/28/2022 8:30,2721.486355,2/28/2022 2:55,2721.82793,,2722.900603,2723.027827,,2724.158266,2724.131295,2724.141085,2732.821711,2732.919605,2733.085589,2736.047923,2736.192477,2734.054053,2737.108864,2737.27366,2737.230973
2/28/2022 8:45,2721.487324,2/28/2022 3:00,2721.828513,,2722.898074,2723.027048,,2724.157487,2724.134014,2724.140305,2732.820931,2732.920575,2733.084809,2736.047143,2736.191698,2734.053853,2737.109834,2737.27463,2737.235441
2/28/2022 9:00,2721.486158,2/28/2022 3:05,2721.82793,,2722.896908,2723.027631,,2724.15807,2724.134597,2724.142638,2732.819765,2732.919409,2733.081893,2736.044227,2736.188782,2734.054436,2737.108668,2737.273463,2737.234275
2/28/2022 9:15,2721.485575,2/28/2022 3:10,2721.827347,,2722.896324,2723.025298,,2724.155737,2724.133434,2724.140305,2732.817433,2732.915327,2733.077811,2736.043644,2736.189948,2734.052104,2737.108085,2737.271131,2737.233692
2/28/2022 9:30,2721.485575,2/28/2022 3:15,2721.827153,,2722.897494,2723.025298,,2724.157487,2724.133434,2724.142055,2732.820342,2732.917076,2733.076062,2736.041895,2736.188199,2734.052684,2737.106335,2737.269382,2737.241859
2/28/2022 9:45,2721.483439,2/28/2022 3:20,2721.827543,,2722.895938,2723.024912,,2724.155351,2724.131298,2724.141088,2732.818206,2732.91669,2733.071007,2736.041508,2736.189562,2734.051717,2737.105949,2737.267246,2737.25022
2/28/2022 10:00,2721.481303,2/28/2022 3:25,2721.827933,,2722.895551,2723.022776,,2724.154964,2724.130912,2724.139532,2732.817819,2732.914554,2733.068871,2736.041122,2736.187426,2734.05191,2737.105562,2737.265699,2737.258
2/28/2022 10:15,2721.483826,2/28/2022 3:30,2721.827933,,2722.892826,2723.021799,,2724.152238,2724.128766,2724.138556,2732.816843,2732.915327,2733.064396,2736.037236,2736.186449,2734.053853,2737.104586,2737.264723,2737.304838
2/28/2022 10:30,2721.482659,2/28/2022 3:35,2721.827543,,2722.895158,2723.020633,,2724.151652,2724.129349,2724.13739,2732.816266,2732.91591,2733.059731,2736.03665,2736.185863,2734.053856,2737.105169,2737.263557,2737.305421
2/28/2022 10:45,2721.481493,2/28/2022 3:40,2721.827153,,2722.895741,2723.022966,,2724.153405,2724.129932,2724.137973,2732.81685,2732.916493,2733.055656,2736.038403,2736.186446,2734.057938,2737.105752,2737.26297,2737.304254
2/28/2022 11:00,2721.482076,2/28/2022 3:45,2721.827347,2721.86074,2722.892826,2723.025298,2723.16658,2724.152238,2724.128766,2724.136806,2732.815683,2732.917076,2733.05274,2736.037236,2736.186449,2734.056182,2737.104586,2737.261804,2737.304838
2/28/2022 11:15,2721.482856,2/28/2022 3:50,2721.827347,2721.86093,2722.893605,2723.022579,2723.168529,2724.153018,2724.126047,2724.134087,2732.816463,2732.914357,2733.043603,2736.035097,2736.18548,2734.054053,2737.101287,2737.259085,2737.302118
2/28/2022 11:30,2721.479167,2/28/2022 3:55,2721.827347,2721.856081,2722.891666,2723.02064,2723.16659,2724.149329,2724.124107,2724.132148,2732.814524,2732.910668,2733.038165,2736.031408,2736.18354,2734.051524,2737.103426,2737.257146,2737.300179
2/28/2022 11:45,2721.479167,2/28/2022 4:00,2721.827736,2721.856081,2722.888167,2723.01889,2723.16659,2724.14816,2724.124107,2724.132148,2732.812774,2732.912418,2733.032917,2736.030239,2736.18354,2734.048615,2737.099348,2737.254227,2737.294931
2/28/2022 12:00,2721.478387,2/28/2022 4:05,2721.828126,2721.853552,2722.889137,2723.01986,2723.169309,2724.149129,2724.125077,2724.131948,2732.813744,2732.913387,2733.032137,2736.031208,2736.18334,2734.044336,2737.100317,2737.255196,2737.295901
2/28/2022 12:15,2721.480327,2/28/2022 4:10,2721.828516,2721.855492,2722.889327,2723.02005,2723.167749,2724.149319,2724.125267,2724.132138,2732.815683,2732.912408,2733.031157,2736.031398,2736.18353,2734.041607,2737.102257,2737.258305,2737.299589
2/28/2022 12:30,2721.478577,2/28/2022 4:15,2721.829099,2721.854322,2722.889327,2723.018301,2723.167749,2724.149319,2724.123518,2724.130389,2732.813934,2732.912408,2733.031157,2736.032568,2736.18353,2734.03228,2737.102257,2737.255386,2737.296091
2/28/2022 12:45,2721.479161,2/28/2022 4:20,2721.830266,2721.854905,2722.888161,2723.016554,2723.167163,2724.148153,2724.124101,2724.129222,2732.812768,2732.911242,2733.028242,2736.031981,2736.182364,2734.025276,2737.10284,2737.25422,2737.293175
2/28/2022 13:00,2721.479161,2/28/2022 4:25,2721.831432,2721.854905,2722.88991,2723.020633,2723.170082,2724.149902,2724.12585,2724.132721,2732.812768,2732.91474,2733.03174,2736.031981,2736.182364,2734.012451,2737.10284,2737.25306,2737.291425
2/28/2022 13:15,2721.478967,2/28/2022 4:30,2721.830849,2721.854712,2722.891466,2723.01986,2723.168719,2724.149709,2724.124487,2724.131368,2732.816073,2732.914547,2733.033296,2736.032378,2736.18567,2733.992434,2737.102646,2737.253447,2737.292982
2/28/2022 13:30,2721.480913,2/28/2022 4:35,2721.829682,2721.854908,2722.890493,2723.018307,2723.170665,2724.149906,2724.124684,2724.132725,2732.81452,2732.913584,2733.031744,2736.032575,2736.184697,2733.958802,2737.102843,2737.253644,2737.293758
2/28/2022 13:45,2721.480137,2/28/2022 4:40,2721.828516,2721.854712,2722.893215,2723.01928,2723.168719,2724.149719,2724.123908,2724.134287,2732.814324,2732.911638,2733.030967,2736.032378,2736.18392,2733.956276,2737.103816,2737.249948,2737.29648
2/28/2022 14:00,2721.480917,2/28/2022 4:45,2721.827933,2721.853742,2722.892246,2723.02006,2723.167749,2724.150499,2724.123528,2724.131568,2732.813354,2732.912418,2733.029998,2736.030239,2736.1847,2733.955897,2737.104596,2737.255396,2737.29726
2/28/2022 14:15,2721.478001,2/28/2022 4:50,2721.828516,2721.854325,2722.88933,2723.018894,2723.170082,2724.150492,2724.12527,2724.132151,2732.812188,2732.911252,2733.029421,2736.027913,2736.180625,2733.95531,2737.10343,2737.25481,2737.294344
2/28/2022 14:30,2721.480917,2/28/2022 4:55,2721.829099,2721.853742,2722.890496,2723.018311,2723.167749,2724.14875,2724.125277,2724.135067,2732.815103,2732.912418,2733.031747,2736.030239,2736.181791,2733.954727,2737.102846,2737.255976,2737.295511
2/28/2022 14:45,2721.477418,2/28/2022 5:00,2721.829099,2721.855492,2722.890496,2723.02006,2723.167749,2724.147,2724.123528,2724.131568,2732.813354,2732.910668,2733.028838,2736.030239,2736.181791,2733.953557,2737.104596,2737.257146,2737.295511
2/28/2022 15:00,2721.477418,2/28/2022 5:05,2721.828516,2721.853742,2722.890496,2723.016561,2723.166,2724.14875,2724.123528,2724.133318,2732.811605,2732.910668,2733.030587,2736.029079,2736.181791,2733.952978,2737.100507,2737.257146,2737.293761
2/28/2022 15:15,2721.478001,2/28/2022 5:10,2721.827933,2721.854325,2722.89108,2723.020643,2723.168333,2724.150492,2724.12586,2724.13565,2732.813937,2732.911252,2733.029421,2736.029662,2736.182374,2733.953561,2737.10343,2737.257729,2737.296094
2/28/2022 15:30,2721.482083,2/28/2022 5:15,2721.828516,2721.856658,2722.891663,2723.021226,2723.168916,2724.149916,2724.124694,2724.134484,2732.812771,2732.913584,2733.031754,2736.030245,2736.182957,2733.954144,2737.104013,2737.258312,2737.296677
2/28/2022 15:45,2721.480333,2/28/2022 5:20,2721.829099,2721.853159,2722.889913,2723.017727,2723.167166,2724.148166,2724.124694,2724.132735,2732.812771,2732.911835,2733.030004,2736.029656,2736.181208,2733.952394,2737.102263,2737.256563,2737.294928
2/28/2022 16:00,2721.47975,2/28/2022 5:25,2721.829682,2721.854325,2722.89108,2723.018894,2723.168333,2724.148743,2724.122361,2724.133901,2732.813937,2732.911252,2733.030581,2736.030822,2736.182374,2733.952981,2737.10343,2737.255979,2737.294344
2/28/2022 16:15,2721.480917,2/28/2022 5:30,2721.829682,2721.855492,2722.892246,2723.018311,2723.167749,2724.150499,2724.127026,2724.135067,2732.815103,2732.912418,2733.030587,2736.031988,2736.18354,2733.952978,2737.104596,2737.257146,2737.29726
2/28/2022 16:30,2721.480917,2/28/2022 5:35,2721.829682,2721.853742,2722.890496,2723.018311,2723.166,2724.14875,2724.123528,2724.135067,2732.813354,2732.912418,2733.028838,2736.031988,2736.181791,2733.952978,2737.104596,2737.255976,2737.29726
2/28/2022 16:45,2721.47975,2/28/2022 5:40,2721.829682,2721.854325,2722.89108,2723.020643,2723.168333,2724.150492,2724.12586,2724.133901,2732.813937,2732.913001,2733.03233,2736.032571,2736.182374,2733.953561,2737.10343,2737.257729,2737.299593
2/28/2022 17:00,2721.482469,2/28/2022 5:45,2721.829682,2721.855295,2722.892049,2723.019863,2723.167553,2724.151462,2724.12683,2724.13487,2732.816656,2732.913971,2733.03214,2736.031791,2736.181594,2733.952781,2737.106149,2737.257529,2737.297064
2/28/2022 17:15,2721.480327,2/28/2022 5:50,2721.830266,2721.854902,2722.891656,2723.017721,2723.16716,2724.14816,2724.124687,2724.134477,2732.814514,2732.911828,2733.031747,2736.033148,2736.180032,2733.954137,2737.104006,2737.255386,2737.29842
2/28/2022 17:30,2721.480523,2/28/2022 5:55,2721.830849,2721.853939,2722.890103,2723.019667,2723.164447,2724.150106,2724.123134,2724.132924,2732.81471,2732.912025,2733.030194,2736.031595,2736.181398,2733.950835,2737.101863,2737.257332,2737.295118
2/28/2022 17:45,2721.480333,2/28/2022 6:00,2721.830459,2721.854908,2722.891663,2723.019477,2723.167166,2724.151665,2724.122945,2724.134484,2732.81627,2732.911835,2733.028255,2736.030245,2736.182957,2733.952394,2737.104013,2737.261811,2737.298426
2/28/2022 18:00,2721.481886,2/28/2022 6:05,2721.829486,2721.854712,2722.891466,2723.02103,2723.16697,2724.151469,2724.126247,2724.134287,2732.816073,2732.913387,2733.031557,2736.031208,2736.182761,2733.952198,2737.103816,2737.276779,2737.29823
