Time,T1,TopTemperature,T2,T3,T4,T5,T6,BottomTemperature
1636329600.0,,,,,,,,
1636330500.0,,,,,,,,
1636331400.0,,,,,,,,
1636332300.0,,,,,,,,
1636333200.0,,,,,,,,
1636334100.0,,,,,,,,
1636335000.0,,,,,,,,
1636335900.0,,,,,,,,
1636336800.0,,,,,,,,
1636337700.0,,,,,,,,
1636338600.0,,,,,,,,
1636339500.0,,,,,,,,
1636340400.0,,,,,,,,
1636341300.0,,,,,,,,
1636342200.0,,,,,,,,
1636343100.0,,,,,,,,
1636344000.0,,,,,,,,
1636344900.0,,,,,,,,
1636345800.0,,,,,,,,
1636346700.0,,,,,,,,
1636347600.0,,,,,,,,
1636348500.0,,,,,,,,
1636349400.0,,,,,,,,
1636350300.0,,,,,,,,
1636351200.0,,,,,,,,
1636352100.0,,,,,,,,
1636353000.0,,,,,,,,
1636353900.0,,,,,,,,
1636354800.0,,,,,,,,
1636355700.0,,,,,,,,
1636356600.0,,,,,,,,
1636357500.0,,,,,,,,
1636358400.0,,,,,,,,
1636359300.0,,,,,,,,
1636360200.0,,,,,,,,
1636361100.0,,,,,,,,
1636362000.0,,,,,,,,
1636362900.0,,,,,,,,
1636363800.0,,,,,,,,
1636364700.0,,,,,,,,
1636365600.0,,,,,,,,
1636366500.0,,,,,,,,
1636367400.0,,,,,,,,
1636368300.0,,,,,,,,
1636369200.0,,,,,,,,
1636370100.0,,,,,,,,
1636371000.0,,,,,,,,
1636371900.0,,,,,,,,
1636372800.0,,,,,,,,
1636373700.0,,,,,,,,
1636374600.0,,,,,,,,
1636375500.0,,,,,,,,
1636376400.0,,,,,,,,
1636377300.0,,,,,,,,
1636378200.0,,,,,,,,
1636379100.0,,,,,,,,
1636380000.0,,,,,,,,
1636380900.0,,,,,,,,
1636381800.0,,,,,,,,
1636382700.0,,,,,,,,
1636383600.0,,,,,,,,
1636384500.0,,,,,,,,
1636385400.0,,,,,,,,
1636386300.0,,,,,,,,
1636387200.0,,,,,,,,
1636388100.0,,,,,,,,
1636389000.0,,,,,,,,
1636389900.0,,,,,,,,
1636390800.0,,,,,,,,
1636391700.0,,,,,,,,
1636392600.0,,,,,,,,
1636393500.0,,,,,,,,
1636394400.0,,,,,,,,
1636395300.0,,,,,,,,
1636396200.0,,,,,,,,
1636397100.0,,,,,,,,
1636398000.0,,,,,,,,
1636398900.0,,,,,,,,
1636399800.0,,,,,,,,
1636400700.0,,,,,,,,
1636401600.0,,,,,,,,
1636402500.0,,,,,,,,
1636403400.0,,,,,,,,
1636404300.0,,,,,,,,
1636405200.0,,,,,,,,
1636406100.0,,,,,,,,
1636407000.0,,,,,,,,
1636407900.0,,,,,,,,
1636408800.0,,,,,,,,
1636409700.0,,,,,,,,
1636410600.0,,,,,,,,
1636411500.0,,,,,,,,
1636412400.0,,,,,,,,
1636413300.0,,,,,,,,
1636414200.0,,,,,,,,
1636415100.0,,,,,,,,
1636416000.0,,,,,,,,
1636416900.0,,,,,,,,
1636417800.0,,,,,,,,
1636418700.0,,,,,,,,
1636419600.0,,,,,,,,
1636420500.0,,,,,,,,
1636421400.0,,,,,,,,
1636422300.0,,,,,,,,
1636423200.0,,,,,,,,
1636424100.0,,,,,,,,
1636425000.0,,,,,,,,
1636425900.0,,,,,,,,
1636426800.0,,,,,,,,
1636427700.0,,,,,,,,
1636428600.0,,,,,,,,
1636429500.0,,,,,,,,
1636430400.0,,,,,,,,
1636431300.0,,,,,,,,
1636432200.0,,,,,,,,
1636433100.0,,,,,,,,
1636434000.0,,,,,,,,
1636434900.0,,,,,,,,
1636435800.0,,,,,,,,
1636436700.0,,,,,,,,
1636437600.0,,,,,,,,
1636438500.0,,,,,,,,
1636439400.0,,,,,,,,
1636440300.0,,,,,,,,
1636441200.0,,,,,,,,
1636442100.0,,,,,,,,
1636443000.0,,,,,,,,
1636443900.0,,,,,,,,
1636444800.0,,,,,,,,
1636445700.0,,,,,,,,
1636446600.0,,,,,,,,
1636447500.0,,,,,,,,
1636448400.0,,,,,,,,
1636449300.0,,,,,,,,
1636450200.0,,,,,,,,
1636451100.0,,,,,,,,
1636452000.0,,,,,,,,
1636452900.0,,,,,,,,
1636453800.0,,,,,,,,
1636454700.0,,,,,,,,
1636455600.0,,,,,,,,
1636456500.0,,,,,,,,
1636457400.0,,,,,,,,
1636458300.0,,,,,,,,
1636459200.0,,,,,,,,
1636460100.0,,,,,,,,
1636461000.0,,,,,,,,
1636461900.0,,,,,,,,
1636462800.0,,,,,,,,
1636463700.0,,,,,,,,
1636464600.0,,,,,,,,
1636465500.0,,,,,,,,
1636466400.0,,,,,,,,
1636467300.0,,,,,,,,
1636468200.0,,,,,,,,
1636469100.0,,,,,,,,
1636470000.0,,,,,,,,
1636470900.0,,,,,,,,
1636471800.0,,,,,,,,
1636472700.0,,,,,,,,
1636473600.0,,,,,,,,
1636474500.0,,,,,,,,
1636475400.0,,,,,,,,
1636476300.0,,,,,,,,
1636477200.0,,,,,,,,
1636478100.0,,,,,,,,
1636479000.0,,,,,,,,
1636479900.0,,,,,,,,
1636480800.0,,,,,,,,
1636481700.0,,,,,,,,
1636482600.0,,,,,,,,
1636483500.0,,,,,,,,
1636484400.0,,,,,,,,
1636485300.0,,,,,,,,
1636486200.0,,,,,,,,
1636487100.0,,,,,,,,
1636488000.0,,,,,,,,
1636488900.0,,,,,,,,
1636489800.0,,,,,,,,
1636490700.0,,,,,,,,
1636491600.0,,,,,,,,
1636492500.0,,,,,,,,
1636493400.0,,,,,,,,
1636494300.0,,,,,,,,
1636495200.0,,,,,,,,
1636496100.0,,,,,,,,
1636497000.0,,,,,,,,
1636497900.0,,,,,,,,
1636498800.0,,,,,,,,
1636499700.0,,,,,,,,
1636500600.0,,,,,,,,
1636501500.0,,,,,,,,
1636502400.0,,,,,,,,
1636503300.0,,,,,,,,
1636504200.0,,,,,,,,
1636505100.0,,,,,,,,
1636506000.0,,,,,,,,
1636506900.0,,,,,,,,
1636507800.0,,,,,,,,
1636508700.0,,,,,,,,
1636509600.0,,,,,,,,
1636510500.0,,,,,,,,
1636511400.0,,,,,,,,
1636512300.0,,,,,,,,
1636513200.0,,,,,,,,
1636514100.0,,,,,,,,
1636515000.0,,,,,,,,
1636515900.0,,,,,,,,
1636516800.0,,,,,,,,
1636517700.0,,,,,,,,
1636518600.0,,,,,,,,
1636519500.0,,,,,,,,
1636520400.0,,,,,,,,
1636521300.0,,,,,,,,
1636522200.0,,,,,,,,
1636523100.0,,,,,,,,
1636524000.0,,,,,,,,
1636524900.0,,,,,,,,
1636525800.0,,,,,,,,
1636526700.0,,,,,,,,
1636527600.0,,,,,,,,
1636528500.0,,,,,,,,
1636529400.0,,,,,,,,
1636530300.0,,,,,,,,
1636531200.0,,,,,,,,
1636532100.0,,,,,,,,
1636533000.0,,,,,,,,
1636533900.0,,,,,,,,
1636534800.0,,,,,,,,
1636535700.0,,,,,,,,
1636536600.0,,,,,,,,
1636537500.0,,,,,,,,
1636538400.0,,,,,,,,
1636539300.0,,,,,,,,
1636540200.0,,,,,,,,
1636541100.0,,,,,,,,
1636542000.0,,,,,,,,
1636542900.0,,,,,,,,
1636543800.0,,,,,,,,
1636544700.0,,,,,,,,
1636545600.0,,,,,,,,
1636546500.0,,,,,,,,
1636547400.0,,,,,,,,
1636548300.0,,,,,,,,
1636549200.0,,,,,,,,
1636550100.0,,,,,,,,
1636551000.0,,,,,,,,
1636551900.0,,,,,,,,
1636552800.0,,,,,,,,
1636553700.0,,,,,,,,
1636554600.0,,,,,,,,
1636555500.0,,,,,,,,
1636556400.0,,,,,,,,
1636557300.0,,,,,,,,
1636558200.0,,,,,,,,
1636559100.0,,,,,,,,
1636560000.0,,,,,,,,
1636560900.0,,,,,,,,
1636561800.0,,,,,,,,
1636562700.0,,,,,,,,
1636563600.0,,,,,,,,
1636564500.0,,,,,,,,
1636565400.0,,,,,,,,
1636566300.0,,,,,,,,
1636567200.0,,,,,,,,
1636568100.0,,,,,,,,
1636569000.0,,,,,,,,
1636569900.0,,,,,,,,
1636570800.0,,,,,,,,
1636571700.0,,,,,,,,
1636572600.0,,,,,,,,
1636573500.0,,,,,,,,
1636574400.0,,,,,,,,
1636575300.0,,,,,,,,
1636576200.0,,,,,,,,
1636577100.0,,,,,,,,
1636578000.0,,,,,,,,
1636578900.0,,,,,,,,
1636579800.0,,,,,,,,
1636580700.0,,,,,,,,
1636581600.0,,,,,,,,
1636582500.0,,,,,,,,
1636583400.0,,,,,,,,
1636584300.0,,,,,,,,
1636585200.0,,,,,,,,
1636586100.0,,,,,,,,
1636587000.0,,,,,,,,
1636587900.0,,,,,,,,
1636588800.0,,,,,,,,
1636589700.0,,,,,,,,
1636590600.0,,,,,,,,
1636591500.0,,,,,,,,
1636592400.0,,,,,,,,
1636593300.0,,,,,,,,
1636594200.0,,,,,,,,
1636595100.0,,,,,,,,
1636596000.0,,,,,,,,
1636596900.0,,,,,,,,
1636597800.0,,,,,,,,
1636598700.0,,,,,,,,
1636599600.0,,,,,,,,
1636600500.0,,,,,,,,
1636601400.0,,,,,,,,
1636602300.0,,,,,,,,
1636603200.0,,,,,,,,
1636604100.0,,,,,,,,
1636605000.0,,,,,,,,
1636605900.0,,,,,,,,
1636606800.0,,,,,,,,
1636607700.0,,,,,,,,
1636608600.0,,,,,,,,
1636609500.0,,,,,,,,
1636610400.0,,,,,,,,
1636611300.0,,,,,,,,
1636612200.0,,,,,,,,
1636613100.0,,,,,,,,
1636614000.0,,,,,,,,
1636614900.0,,,,,,,,
1636615800.0,,,,,,,,
1636616700.0,,,,,,,,
1636617600.0,,,,,,,,
1636618500.0,,,,,,,,
1636619400.0,,,,,,,,
1636620300.0,,,,,,,,
1636621200.0,,,,,,,,
1636622100.0,,,,,,,,
1636623000.0,,,,,,,,
1636623900.0,,,,,,,,
1636624800.0,,,,,,,,
1636625700.0,,,,,,,,
1636626600.0,,,,,,,,
1636627500.0,,,,,,,,
1636628400.0,,,,,,,,
1636629300.0,,,,,,,,
1636630200.0,,,,,,,,
1636631100.0,,,,,,,,
1636632000.0,,,,,,,,
1636632900.0,,,,,,,,
1636633800.0,,,,,,,,
1636634700.0,,,,,,,,
1636635600.0,,,,,,,,
1636636500.0,,,,,,,,
1636637400.0,,,,,,,,
1636638300.0,,,,,,,,
1636639200.0,,,,,,,,
1636640100.0,,,,,,,,
1636641000.0,,,,,,,,
1636641900.0,,,,,,,,
1636642800.0,,,,,,,,
1636643700.0,,,,,,,,
1636644600.0,,,,,,,,
1636645500.0,,,,,,,,
1636646400.0,,,,,,,,
1636647300.0,,,,,,,,
1636648200.0,,,,,,,,
