Time,T1,TopTemperature,T2,T3,T4,T5,T6,BottomTemperature
1637193600.0,9.87,10.06,10.37,10.0,9.68,9.62,10.0,10.37
1637194500.0,9.81,10.02,10.43,10.0,9.68,9.68,10.0,10.37
1637195400.0,9.75,9.97,10.37,10.0,9.68,9.68,10.0,10.38
1637196300.0,9.68,9.95,10.37,10.0,9.68,9.68,10.0,10.38
1637197200.0,9.62,9.91,10.37,10.06,9.68,9.68,10.0,10.38
1637198100.0,9.56,9.87,10.31,10.0,9.75,9.68,10.0,10.39
1637199000.0,9.5,9.84,10.31,10.06,9.75,9.68,10.06,10.4
1637199900.0,9.43,9.79,10.31,10.06,9.81,9.75,10.0,10.4
1637200800.0,9.37,9.76,10.31,10.06,9.81,9.75,10.06,10.4
1637201700.0,9.37,9.72,10.31,10.06,9.81,9.75,10.06,10.4
1637202600.0,9.31,9.68,10.25,10.06,9.81,9.75,10.06,10.41
1637203500.0,9.18,9.63,10.25,10.06,9.81,9.75,10.06,10.41
1637204400.0,9.18,9.59,10.25,10.06,9.81,9.75,10.06,10.42
1637205300.0,9.06,9.55,10.18,10.06,9.81,9.75,10.06,10.42
1637206200.0,8.93,9.5,10.18,10.06,9.87,9.75,10.12,10.42
1637207100.0,8.87,9.46,10.12,10.06,9.81,9.75,10.12,10.43
1637208000.0,8.81,9.41,10.12,10.06,9.87,9.75,10.12,10.44
1637208900.0,8.75,9.35,10.12,10.06,9.87,9.75,10.12,10.45
1637209800.0,8.68,9.28,10.06,10.06,9.87,9.81,10.12,10.44
1637210700.0,8.62,9.22,10.06,10.06,9.87,9.81,10.12,10.44
1637211600.0,8.56,9.18,10.06,10.06,9.93,9.81,10.12,10.45
1637212500.0,8.5,9.13,10.0,10.0,9.93,9.81,10.12,10.46
1637213400.0,8.43,9.08,10.0,10.06,9.87,9.81,10.12,10.46
1637214300.0,8.31,9.03,9.93,10.0,9.93,9.81,10.12,10.46
1637215200.0,8.25,8.96,9.93,10.0,9.93,9.87,10.12,10.46
1637216100.0,8.12,8.91,9.87,10.0,9.93,9.87,10.12,10.47
1637217000.0,8.06,8.84,9.87,10.0,9.93,9.87,10.12,10.47
1637217900.0,8.0,8.79,9.81,10.0,9.93,9.87,10.12,10.47
1637218800.0,7.87,8.74,9.81,9.93,9.93,9.87,10.12,10.48
1637219700.0,7.81,8.67,9.75,9.93,9.93,9.87,10.18,10.48
1637220600.0,7.68,8.62,9.75,9.93,9.93,9.87,10.12,10.48
1637221500.0,7.62,8.56,9.68,9.93,9.93,9.87,10.18,10.49
1637222400.0,7.56,8.51,9.68,9.87,10.0,9.93,10.12,10.49
1637223300.0,7.56,8.46,9.62,9.87,10.0,9.93,10.12,10.5
1637224200.0,7.5,8.41,9.62,9.87,10.0,9.93,10.18,10.5
1637225100.0,7.43,8.35,9.56,9.81,10.0,9.93,10.18,10.5
1637226000.0,7.37,8.31,9.56,9.81,10.0,9.93,10.18,10.51
1637226900.0,7.37,8.27,9.5,9.81,9.93,9.93,10.18,10.51
1637227800.0,7.31,8.22,9.5,9.81,10.0,9.93,10.18,10.51
1637228700.0,7.31,8.18,9.43,9.75,9.93,9.93,10.18,10.52
1637229600.0,7.25,8.14,9.43,9.75,9.93,9.93,10.25,10.53
1637230500.0,7.25,8.12,9.37,9.75,9.93,9.93,10.25,10.53
1637231400.0,7.25,8.09,9.31,9.75,9.93,9.93,10.25,10.55
1637232300.0,7.18,8.06,9.31,9.68,9.93,9.93,10.18,10.54
1637233200.0,7.18,8.04,9.25,9.68,9.93,9.93,10.25,10.55
1637234100.0,7.18,8.02,9.31,9.68,9.93,10.0,10.25,10.56
1637235000.0,7.18,7.99,9.25,9.68,9.93,9.93,10.25,10.56
1637235900.0,7.12,7.97,9.18,9.62,9.93,10.0,10.25,10.56
1637236800.0,7.18,7.94,9.18,9.62,9.93,10.0,10.25,10.57
1637237700.0,7.18,7.92,9.18,9.56,9.87,10.0,10.25,10.58
1637238600.0,7.18,7.91,9.12,9.56,9.87,10.0,10.25,10.58
1637239500.0,7.25,7.9,9.12,9.56,9.87,10.0,10.25,10.58
1637240400.0,7.25,7.88,9.12,9.56,9.87,10.0,10.25,10.59
1637241300.0,7.25,7.87,9.06,9.5,9.87,10.0,10.25,10.59
1637242200.0,7.25,7.87,9.06,9.5,9.87,10.0,10.25,10.59
1637243100.0,7.25,7.85,9.0,9.5,9.87,10.0,10.31,10.6
1637244000.0,7.25,7.84,9.0,9.5,9.87,10.0,10.31,10.6
1637244900.0,7.25,7.83,9.0,9.5,9.81,10.0,10.25,10.61
1637245800.0,7.25,7.8,8.93,9.43,9.87,10.0,10.31,10.61
1637246700.0,7.18,7.79,8.93,9.43,9.81,10.0,10.25,10.61
1637247600.0,7.12,7.77,8.93,9.43,9.81,10.0,10.31,10.62
1637248500.0,7.12,7.76,8.93,9.43,9.81,10.0,10.31,10.62
1637249400.0,7.06,7.73,8.87,9.43,9.81,10.0,10.31,10.63
1637250300.0,7.06,7.72,8.87,9.37,9.81,10.0,10.31,10.63
1637251200.0,7.06,7.7,8.81,9.37,9.81,10.0,10.31,10.64
1637252100.0,7.0,7.68,8.81,9.37,9.81,9.93,10.31,10.63
1637253000.0,6.93,7.64,8.81,9.37,9.81,9.93,10.31,10.64
1637253900.0,6.93,7.62,8.75,9.37,9.75,9.93,10.25,10.64
1637254800.0,6.87,7.6,8.75,9.31,9.75,9.93,10.31,10.65
1637255700.0,6.81,7.57,8.75,9.31,9.81,9.93,10.31,10.65
1637256600.0,6.81,7.55,8.75,9.31,9.75,9.93,10.31,10.65
1637257500.0,6.75,7.51,8.75,9.31,9.75,9.93,10.25,10.66
1637258400.0,6.75,7.49,8.68,9.25,9.75,9.93,10.31,10.66
1637259300.0,6.68,7.47,8.68,9.25,9.75,9.93,10.31,10.66
1637260200.0,6.68,7.45,8.62,9.25,9.68,9.93,10.31,10.66
1637261100.0,6.62,7.42,8.62,9.25,9.68,9.93,10.31,10.66
1637262000.0,6.56,7.4,8.62,9.25,9.68,9.93,10.31,10.66
1637262900.0,6.5,7.36,8.62,9.18,9.68,9.93,10.31,10.67
1637263800.0,6.43,7.33,8.56,9.18,9.68,9.93,10.25,10.67
1637264700.0,6.37,7.31,8.56,9.18,9.68,9.93,10.25,10.68
1637265600.0,6.37,7.27,8.56,9.18,9.62,9.87,10.31,10.67
1637266500.0,6.31,7.23,8.56,9.12,9.68,9.87,10.25,10.67
1637267400.0,6.18,7.19,8.5,9.12,9.62,9.87,10.25,10.68
1637268300.0,6.12,7.16,8.5,9.12,9.62,9.87,10.25,10.68
1637269200.0,6.06,7.12,8.43,9.12,9.62,9.87,10.25,10.68
1637270100.0,6.0,7.07,8.43,9.12,9.62,9.87,10.25,10.68
1637271000.0,6.0,7.04,8.43,9.06,9.56,9.87,10.25,10.69
1637271900.0,5.93,7.0,8.37,9.06,9.56,9.87,10.25,10.69
1637272800.0,5.87,6.96,8.37,9.06,9.56,9.87,10.25,10.69
1637273700.0,5.81,6.93,8.37,9.06,9.62,9.87,10.25,10.69
1637274600.0,5.75,6.89,8.31,9.0,9.56,9.87,10.25,10.69
1637275500.0,5.68,6.85,8.31,9.0,9.56,9.81,10.18,10.7
1637276400.0,5.62,6.81,8.25,9.0,9.56,9.81,10.25,10.69
1637277300.0,5.56,6.77,8.25,8.93,9.5,9.81,10.25,10.69
1637278200.0,5.5,6.74,8.25,8.93,9.5,9.81,10.25,10.7
1637279100.0,5.43,6.69,8.18,8.93,9.5,9.81,10.18,10.7
1637280000.0,5.31,6.65,8.18,8.93,9.5,9.75,10.25,10.7
1637280900.0,5.25,6.6,8.18,8.87,9.43,9.75,10.18,10.7
1637281800.0,5.25,6.56,8.12,8.87,9.43,9.81,10.18,10.7
1637282700.0,5.12,6.52,8.06,8.87,9.43,9.75,10.18,10.7
1637283600.0,5.06,6.48,8.06,8.87,9.5,9.75,10.18,10.7
1637284500.0,5.0,6.43,8.06,8.81,9.43,9.75,10.18,10.7
1637285400.0,4.93,6.4,8.0,8.81,9.37,9.75,10.18,10.7
1637286300.0,4.87,6.36,8.0,8.81,9.43,9.75,10.18,10.7
1637287200.0,4.75,6.32,8.0,8.75,9.37,9.68,10.18,10.7
1637288100.0,4.68,6.27,7.93,8.75,9.37,9.68,10.12,10.7
1637289000.0,4.62,6.23,7.93,8.75,9.37,9.68,10.18,10.7
1637289900.0,4.56,6.19,7.87,8.68,9.37,9.68,10.12,10.7
1637290800.0,4.56,6.16,7.87,8.68,9.37,9.68,10.12,10.7
1637291700.0,4.5,6.15,7.81,8.68,9.31,9.68,10.12,10.7
1637292600.0,4.37,6.08,7.81,8.68,9.31,9.68,10.12,10.71
1637293500.0,4.37,6.03,7.75,8.62,9.31,9.62,10.12,10.7
1637294400.0,4.31,6.0,7.75,8.62,9.25,9.62,10.12,10.7
1637295300.0,4.18,5.98,7.75,8.62,9.31,9.62,10.12,10.7
1637296200.0,4.18,5.9,7.68,8.62,9.25,9.62,10.12,10.7
1637297100.0,4.12,5.86,7.68,8.56,9.25,9.56,10.06,10.7
1637298000.0,4.06,5.85,7.62,8.56,9.25,9.56,10.06,10.7
1637298900.0,4.0,5.81,7.62,8.56,9.18,9.56,10.06,10.7
1637299800.0,3.93,5.75,7.56,8.5,9.18,9.56,10.06,10.7
1637300700.0,3.87,5.72,7.56,8.5,9.18,9.56,10.06,10.7
1637301600.0,3.81,5.71,7.5,8.43,9.18,9.56,10.06,10.7
1637302500.0,3.81,5.63,7.5,8.43,9.12,9.5,10.06,10.7
1637303400.0,3.75,5.6,7.43,8.43,9.12,9.5,10.06,10.7
1637304300.0,3.68,5.58,7.43,8.37,9.12,9.5,10.0,10.69
1637305200.0,3.62,5.54,7.37,8.37,9.12,9.5,10.0,10.69
1637306100.0,3.56,5.48,7.37,8.37,9.12,9.43,10.0,10.69
1637307000.0,3.5,5.46,7.31,8.31,9.06,9.43,10.0,10.69
1637307900.0,3.5,5.4,7.31,8.31,9.06,9.43,10.0,10.69
1637308800.0,3.43,5.36,7.25,8.31,9.06,9.43,10.0,10.69
1637309700.0,3.5,5.32,7.25,8.31,9.0,9.43,10.0,10.68
1637310600.0,3.5,5.29,7.25,8.31,9.0,9.43,9.93,10.69
1637311500.0,3.5,5.26,7.18,8.25,9.0,9.37,9.93,10.68
1637312400.0,3.56,5.23,7.12,8.25,9.0,9.37,9.93,10.68
1637313300.0,3.56,5.2,7.12,8.18,8.93,9.37,9.93,10.68
1637314200.0,3.62,5.16,7.12,8.18,8.93,9.37,9.93,10.68
1637315100.0,3.68,5.14,7.06,8.12,8.93,9.37,9.93,10.68
1637316000.0,3.75,5.12,7.06,8.12,8.93,9.37,9.93,10.68
1637316900.0,3.81,5.1,7.0,8.12,8.87,9.31,9.87,10.68
1637317800.0,3.87,5.09,7.0,8.06,8.87,9.31,9.87,10.67
1637318700.0,3.93,5.08,6.93,8.06,8.87,9.25,9.87,10.67
1637319600.0,4.0,5.05,6.93,8.06,8.87,9.31,9.87,10.67
1637320500.0,4.06,5.05,6.93,8.06,8.87,9.31,9.81,10.67
1637321400.0,4.18,5.04,6.87,8.0,8.81,9.25,9.81,10.67
1637322300.0,4.25,5.05,6.87,8.0,8.81,9.25,9.87,10.67
1637323200.0,4.37,5.04,6.87,8.0,8.81,9.25,9.81,10.66
1637324100.0,4.5,5.05,6.81,7.93,8.81,9.25,9.81,10.66
1637325000.0,4.56,5.06,6.81,7.93,8.75,9.18,9.81,10.66
1637325900.0,4.68,5.08,6.75,7.93,8.75,9.18,9.81,10.66
1637326800.0,4.81,5.09,6.75,7.93,8.75,9.18,9.81,10.66
1637327700.0,4.87,5.11,6.75,7.87,8.75,9.18,9.81,10.65
1637328600.0,4.93,5.12,6.75,7.87,8.75,9.18,9.75,10.65
1637329500.0,5.0,5.14,6.68,7.87,8.68,9.12,9.81,10.65
1637330400.0,5.06,5.16,6.75,7.81,8.68,9.12,9.75,10.65
1637331300.0,5.06,5.19,6.68,7.87,8.68,9.12,9.75,10.65
1637332200.0,5.12,5.21,6.62,7.81,8.68,9.12,9.75,10.65
1637333100.0,5.18,5.23,6.68,7.81,8.68,9.12,9.75,10.65
1637334000.0,5.18,5.25,6.68,7.81,8.62,9.12,9.75,10.64
1637334900.0,5.18,5.27,6.68,7.75,8.68,9.12,9.75,10.64
1637335800.0,5.25,5.29,6.62,7.75,8.62,9.06,9.68,10.64
1637336700.0,5.25,5.31,6.62,7.75,8.62,9.06,9.75,10.63
1637337600.0,5.25,5.33,6.62,7.75,8.56,9.06,9.68,10.64
1637338500.0,5.31,5.35,6.62,7.75,8.62,9.06,9.68,10.63
1637339400.0,5.31,5.36,6.62,7.75,8.56,9.06,9.68,10.63
