Time,T1,T2,T3,T4,Pressure Temp 1,Pressure Temp 2
1/1/2023 0:00,1.81,2.06,2.25,2.18,4.1,4.45
1/1/2023 0:15,1.87,2.06,2.25,2.18,4.09,4.45
1/1/2023 0:30,1.81,2.06,2.25,2.25,4.09,4.45
1/1/2023 0:45,1.81,2.06,2.25,2.18,4.08,4.45
1/1/2023 1:00,1.81,2.06,2.25,2.18,4.08,4.45
1/1/2023 1:15,1.81,2.06,2.25,2.18,4.08,4.45
1/1/2023 1:30,1.81,2.06,2.25,2.18,4.07,4.45
1/1/2023 1:45,1.81,2.06,2.25,2.25,4.07,4.46
1/1/2023 2:00,1.81,2.06,2.25,2.25,4.07,4.46
1/1/2023 2:15,1.75,2.06,2.25,2.25,4.06,4.46
1/1/2023 2:30,1.75,2,2.25,2.18,4.06,4.46
1/1/2023 2:45,1.75,2.06,2.25,2.18,4.05,4.46
1/1/2023 3:00,1.75,2.06,2.25,2.18,4.05,4.46
1/1/2023 3:15,1.75,2,2.25,2.18,4.04,4.46
1/1/2023 3:30,1.75,2,2.25,2.18,4.04,4.46
1/1/2023 3:45,1.75,2,2.25,2.18,4.03,4.46
1/1/2023 4:00,1.75,2,2.25,2.18,4.03,4.46
1/1/2023 4:15,1.68,2,2.25,2.25,4.02,4.46
1/1/2023 4:30,1.68,2,2.25,2.18,4.02,4.46
1/1/2023 4:45,1.68,2,2.25,2.18,4,4.46
1/1/2023 5:00,1.68,2,2.25,2.18,3.99,4.46
1/1/2023 5:15,1.62,2,2.25,2.18,3.99,4.46
1/1/2023 5:30,1.68,2,2.25,2.18,3.98,4.46
1/1/2023 5:45,1.62,2,2.18,2.18,3.97,4.47
1/1/2023 6:00,1.62,1.93,2.18,2.18,3.97,4.47
1/1/2023 6:15,1.62,1.93,2.25,2.18,3.96,4.47
1/1/2023 6:30,1.56,1.93,2.25,2.18,3.95,4.47
1/1/2023 6:45,1.56,1.93,2.25,2.25,3.95,4.47
1/1/2023 7:00,1.56,1.93,2.18,2.18,3.94,4.47
1/1/2023 7:15,1.56,1.93,2.18,2.18,3.93,4.47
1/1/2023 7:30,1.56,1.93,2.18,2.18,3.93,4.47
1/1/2023 7:45,1.56,1.93,2.18,2.18,3.92,4.47
1/1/2023 8:00,1.56,1.93,2.18,2.18,3.92,4.47
1/1/2023 8:15,1.62,1.93,2.18,2.18,3.91,4.47
1/1/2023 8:30,1.56,1.93,2.18,2.18,3.9,4.47
1/1/2023 8:45,1.56,1.93,2.18,2.18,3.89,4.47
1/1/2023 9:00,1.62,1.93,2.18,2.18,3.89,4.47
1/1/2023 9:15,1.62,1.93,2.18,2.18,3.89,4.47
1/1/2023 9:30,1.62,1.93,2.18,2.18,3.89,4.47
1/1/2023 9:45,1.68,1.93,2.18,2.18,3.89,4.48
1/1/2023 10:00,1.75,1.93,2.18,2.18,3.89,4.48
1/1/2023 10:15,1.75,1.93,2.18,2.18,3.89,4.47
1/1/2023 10:30,1.81,1.93,2.18,2.18,3.91,4.47
1/1/2023 10:45,1.87,1.93,2.18,2.18,3.91,4.48
1/1/2023 11:00,1.87,1.93,2.18,2.18,3.93,4.48
1/1/2023 11:15,1.93,1.93,2.18,2.18,3.94,4.47
1/1/2023 11:30,2.06,1.93,2.18,2.18,3.95,4.48
1/1/2023 11:45,2.12,1.93,2.18,2.18,3.97,4.47
1/1/2023 12:00,2.18,1.93,2.18,2.18,3.99,4.48
1/1/2023 12:15,2.25,1.93,2.18,2.18,4.03,4.48
1/1/2023 12:30,2.31,2,2.18,2.18,4.06,4.48
1/1/2023 12:45,2.37,2,2.18,2.18,4.09,4.48
1/1/2023 13:00,2.43,2.06,2.18,2.18,4.11,4.48
1/1/2023 13:15,2.5,2.06,2.18,2.18,4.15,4.48
1/1/2023 13:30,2.62,2.06,2.18,2.18,4.18,4.49
1/1/2023 13:45,2.68,2.12,2.18,2.25,4.24,4.48
1/1/2023 14:00,2.75,2.12,2.25,2.25,4.29,4.48
1/1/2023 14:15,2.81,2.12,2.25,2.25,4.32,4.49
1/1/2023 14:30,2.81,2.12,2.25,2.25,4.36,4.49
1/1/2023 14:45,2.87,2.12,2.25,2.25,4.4,4.49
1/1/2023 15:00,2.87,2.18,2.25,2.25,4.43,4.49
1/1/2023 15:15,2.87,2.18,2.31,2.25,4.47,4.49
1/1/2023 15:30,2.87,2.25,2.25,2.25,4.49,4.49
1/1/2023 15:45,2.87,2.25,2.31,2.25,4.51,4.49
1/1/2023 16:00,2.81,2.25,2.31,2.25,4.53,4.5
1/1/2023 16:15,2.81,2.25,2.31,2.25,4.55,4.49
1/1/2023 16:30,2.81,2.31,2.31,2.25,4.58,4.49
1/1/2023 16:45,2.75,2.31,2.31,2.25,4.59,4.5
1/1/2023 17:00,2.75,2.37,2.31,2.25,4.6,4.5
1/1/2023 17:15,2.68,2.37,2.31,2.25,4.59,4.5
1/1/2023 17:30,2.68,2.37,2.37,2.25,4.59,4.52
1/1/2023 17:45,2.62,2.37,2.37,2.31,4.59,4.52
1/1/2023 18:00,2.62,2.37,2.37,2.31,4.59,4.52
1/1/2023 18:15,2.62,2.37,2.37,2.31,4.59,4.52
1/1/2023 18:30,2.56,2.37,2.37,2.31,4.59,4.52
1/1/2023 18:45,2.56,2.37,2.37,2.31,4.58,4.52
1/1/2023 19:00,2.56,2.37,2.37,2.31,4.58,4.52
1/1/2023 19:15,2.5,2.37,2.43,2.31,4.58,4.52
1/1/2023 19:30,2.5,2.37,2.37,2.31,4.57,4.53
1/1/2023 19:45,2.43,2.37,2.43,2.31,4.57,4.53
1/1/2023 20:00,2.43,2.37,2.43,2.31,4.55,4.53
1/1/2023 20:15,2.37,2.37,2.43,2.31,4.54,4.53
1/1/2023 20:30,2.31,2.37,2.43,2.31,4.53,4.53
1/1/2023 20:45,2.18,2.37,2.43,2.31,4.51,4.53
1/1/2023 21:00,2.06,2.37,2.43,2.31,4.49,4.53
1/1/2023 21:15,1.87,2.37,2.43,2.31,4.46,4.54
1/1/2023 21:30,1.68,2.37,2.43,2.31,4.41,4.53
1/1/2023 21:45,1.43,2.31,2.43,2.37,4.36,4.54
1/1/2023 22:00,1.12,2.31,2.43,2.31,4.28,4.54
1/1/2023 22:15,0.87,2.25,2.43,2.37,4.19,4.54
1/1/2023 22:30,0.68,2.25,2.43,2.31,4.1,4.54
1/1/2023 22:45,0.62,2.18,2.37,2.37,4.02,4.54
1/1/2023 23:00,0.56,2.12,2.37,2.37,3.93,4.54
1/1/2023 23:15,0.5,2.12,2.37,2.37,3.86,4.54
1/1/2023 23:30,0.5,2.06,2.37,2.37,3.78,4.55
1/1/2023 23:45,0.43,2.06,2.37,2.37,3.72,4.54
1/2/2023 0:00,0.5,2,2.37,2.31,3.66,4.54
1/2/2023 0:15,0.62,2,2.37,2.31,3.62,4.54
