,07/29/23 00:00:00,07/29/23 00:15:00,07/29/23 00:30:00,07/29/23 00:45:00,07/29/23 01:00:00,07/29/23 01:15:00,07/29/23 01:30:00,07/29/23 01:45:00,07/29/23 02:00:00,07/29/23 02:15:00,07/29/23 02:30:00,07/29/23 02:45:00,07/29/23 03:00:00,07/29/23 03:15:00,07/29/23 03:30:00,07/29/23 03:45:00,07/29/23 04:00:00,07/29/23 04:15:00,07/29/23 04:30:00,07/29/23 04:45:00,07/29/23 05:00:00,07/29/23 05:15:00,07/29/23 05:30:00,07/29/23 05:45:00,07/29/23 06:00:00,07/29/23 06:15:00,07/29/23 06:30:00,07/29/23 06:45:00,07/29/23 07:00:00,07/29/23 07:15:00,07/29/23 07:30:00,07/29/23 07:45:00,07/29/23 08:00:00,07/29/23 08:15:00,07/29/23 08:30:00,07/29/23 08:45:00,07/29/23 09:00:00,07/29/23 09:15:00,07/29/23 09:30:00,07/29/23 09:45:00,07/29/23 10:00:00,07/29/23 10:15:00,07/29/23 10:30:00,07/29/23 10:45:00,07/29/23 11:00:00,07/29/23 11:15:00,07/29/23 11:30:00,07/29/23 11:45:00,07/29/23 12:00:00,07/29/23 12:15:00,07/29/23 12:30:00,07/29/23 12:45:00,07/29/23 13:00:00,07/29/23 13:15:00,07/29/23 13:30:00,07/29/23 13:45:00,07/29/23 14:00:00,07/29/23 14:15:00,07/29/23 14:30:00,07/29/23 14:45:00,07/29/23 15:00:00,07/29/23 15:15:00,07/29/23 15:30:00,07/29/23 15:45:00,07/29/23 16:00:00,07/29/23 16:15:00,07/29/23 16:30:00,07/29/23 16:32:00,07/29/23 16:45:00,07/29/23 17:00:00,07/29/23 17:15:00,07/29/23 17:30:00,07/29/23 17:45:00,07/29/23 18:00:00,07/29/23 18:15:00,07/29/23 18:30:00,07/29/23 18:45:00,07/29/23 19:00:00,07/29/23 19:15:00,07/29/23 19:30:00,07/29/23 19:45:00,07/29/23 20:00:00,07/29/23 20:15:00,07/29/23 20:30:00,07/29/23 20:45:00,07/29/23 21:00:00,07/29/23 21:15:00,07/29/23 21:30:00,07/29/23 21:45:00,07/29/23 22:00:00,07/29/23 22:15:00,07/29/23 22:30:00,07/29/23 22:45:00,07/29/23 23:00:00,07/29/23 23:15:00,07/29/23 23:30:00,07/29/23 23:45:00,07/30/23 00:00:00
max_amp,0.0014665269618063487,0.0016429267870983226,0.0018958083304842094,0.0015773820163889275,0.0017324309186853566,0.002174290965981021,0.0019115992125690998,0.0018533469465226273,0.0015759044741795389,0.0016981105453692147,0.0015563191765683984,0.001832585883867634,0.0013694104217926084,0.001534375109664845,0.0017617478358340167,0.0015330927002744756,0.0018854270199212286,0.0019953233646814034,0.0016886749267300519,0.0015744174172093147,0.0016578247004239593,0.0018593557345446662,0.0014471575648726635,0.0017687551141408696,0.0021150958657943112,0.001849226144913995,0.0016347285776357147,0.0015425287906415137,0.0018006377866418392,0.0021681377782760435,0.002108580879293802,0.0021833630699861512,0.0017511115847604522,0.0017844736662816223,0.0017102832150940016,0.0019247755288669466,0.0017770570160659178,0.002430558824872726,0.0018750394838504675,0.0018098333652577757,0.0018954974147218236,0.002649539757275722,0.0019901090536885656,0.001891510643430421,0.0017747895866678028,0.0019757658467640126,0.0019537780442648997,0.0023364083318445535,0.002492970240168815,0.001775922880826525,0.0016856288177725537,0.0018521823460758101,0.002129229782443194,0.0022303550388869378,0.002153619535768409,0.001955815985069931,0.0021807380052171242,0.0016333575268283628,0.0020301509497516615,0.0016615013830219134,0.0017537207065031132,0.0020781803516136286,0.002518355218441442,0.0028864465295143056,0.0028332869132553394,0.0023107560515871826,0.0026385847685849793,0.0030203663729592794,0.002869067921151764,0.0027337247576358866,0.002592491295218768,0.002403949709682358,0.002159140372350999,0.0023119151101826914,0.0022114624504807573,0.002286842660112136,0.0020630504480360218,0.00212016346371904,0.0018261623079667158,0.0017319588436260102,0.0019007450441069584,0.002058578626467405,0.002517817228057422,0.002719478817478308,0.0020176607728492227,0.00197677341012471,0.001900846102017332,0.002200739677413254,0.0015551950107469217,0.001658760579837971,0.0015756378582965965,0.0017576451829505334,0.0014519061281063912,0.001512118623749317,0.0014709737094233733,0.0013819955369978527,0.0014937922536797123,0.0014383870110645028
mean_amp,0.0012026316422259205,0.0012650876232158852,0.0012448152027475985,0.0012488079273233483,0.0012229675784074653,0.0012808512135628444,0.0012592150463103004,0.0012537549541899382,0.0012162473964464585,0.0012261097019147646,0.0011745834297578696,0.001250659614384858,0.0011514387106104642,0.0011835347025038203,0.0011867790295081702,0.0011688557321466167,0.0011894729676843767,0.0011700730261899413,0.0011828561821185242,0.0011929388134063056,0.0012423022873629466,0.0012569246338541959,0.0010975099058017123,0.0011353644533115134,0.0011521876758473876,0.001144072374123341,0.0011031855097279482,0.0011320121024652977,0.0012623237595382347,0.0013700825987383836,0.0013747944066545687,0.001363899204748844,0.0013422112040851269,0.001301805641206912,0.0013601717213299828,0.0012860284516541705,0.001269263824892736,0.0012998887395011705,0.0013555249670957057,0.0013433033378583994,0.0013010137659394997,0.0014506830069959742,0.0013694404264627627,0.0014376649497370984,0.0013902984802325294,0.0013632176836351718,0.001509348122168952,0.0013936842237980919,0.0014309781073136233,0.0013528036594996423,0.0013189644594991967,0.0014296765719836104,0.0013168371806708415,0.0013710111504262575,0.0015864329619174461,0.0013906104880019867,0.001408286722217346,0.001299827565135663,0.0013543466416712081,0.001234250439927723,0.0014104380398358037,0.0015747965663194213,0.0017755820897890613,0.002090421478067389,0.001970865742236455,0.0018990175521242912,0.0021158915876301736,0.0021929267430221204,0.0022021141158452473,0.0017719370711900798,0.001816046767275642,0.0017848022662565633,0.0016706562490271253,0.001623547259093332,0.0015872680783941104,0.001470781135617654,0.001434687492051591,0.001408644907328284,0.0012800740202071556,0.0013224597316833474,0.0012761469553180629,0.0014399681515419704,0.001498713376631656,0.0014333226560135177,0.0013264517671657738,0.0013174123096052575,0.0013537765611281976,0.0011867883974630523,0.0011558926466790993,0.0011324518138224665,0.001116274516421067,0.0011135531558395364,0.00108670280032815,0.001096572802602415,0.0011031221721330392,0.0010790595645484402,0.0010362168869634738,0.0010820650044487605
median_amp,0.0012189596851305746,0.0012600351564640874,0.0012211783847667986,0.0012538483636475063,0.0012124021501402793,0.0012352546387062562,0.0012360186021688287,0.0012338538505156644,0.0012110505405915177,0.0011916155299077518,0.0011432567671351233,0.0012283491481388886,0.0011430715615553867,0.0011630900621876245,0.0011499476319869156,0.0011594002787446134,0.0011670344189407761,0.001135372670140856,0.0011473314777269627,0.0011570409193515014,0.0012102986243016963,0.0012076120977661216,0.0011080260613603099,0.0011212578773245737,0.001108063815516198,0.0011015870293062467,0.0010765680291994063,0.0011221057345679815,0.0012844287469563284,0.001341223213742501,0.0013381501639918936,0.0013455037591590803,0.0013330932241929802,0.001289229450453448,0.0013494223226469858,0.0012733446690829048,0.0012136251626012648,0.0012688707072723488,0.0013212483033845875,0.0013305089013323887,0.0012986586533819972,0.0014383270870283247,0.0013311103607394291,0.0014261085173811788,0.0013933155809215717,0.0013412746479988333,0.0015323814744297808,0.001356038602479571,0.0013858709603973294,0.0013545711737719575,0.001331485994942521,0.0014477341750971618,0.0012879262403574314,0.0013354207089161401,0.0015594726389012573,0.001347677394477432,0.0013551884859152484,0.001283948201912237,0.001323246025387702,0.0012187663610954123,0.0014099725643930603,0.0015651858960419062,0.001795027992935818,0.0020874464673125387,0.0019106126446970903,0.001862635414676711,0.002086206843661784,0.002189461074680084,0.00215209289088404,0.0017504703755546335,0.0017801048649487873,0.0017630395658721702,0.0016398309446685982,0.001602206785649169,0.0015738949997430524,0.0014171296728776846,0.0014028476163662812,0.0014001023188631467,0.0012759039522184466,0.001325983854283464,0.0012287819844856653,0.0014338143387610525,0.0015295610184346631,0.0013715666887692663,0.001286991026447627,0.001263790182974569,0.00135249563942103,0.001158476370927852,0.001133581203520262,0.0011105304389046559,0.0010866958631115886,0.0011026488108132068,0.0010573398876043106,0.001090191589349766,0.001086578643634942,0.0010797224355942165,0.001018727904969376,0.0010680919919253428
impulses_ch6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
impulses_ch5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
impulses_ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
impulses_ch3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,8.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
impulses_ch2,63.0,86.0,77.0,64.0,68.0,100.0,74.0,88.0,68.0,65.0,56.0,129.0,69.0,65.0,75.0,59.0,74.0,58.0,82.0,71.0,96.0,86.0,68.0,68.0,85.0,77.0,94.0,86.0,79.0,94.0,112.0,103.0,79.0,80.0,98.0,85.0,87.0,71.0,127.0,83.0,86.0,153.0,110.0,113.0,103.0,123.0,257.0,128.0,126.0,112.0,113.0,136.0,100.0,119.0,215.0,105.0,116.0,74.0,95.0,61.0,72.0,109.0,189.0,299.0,267.0,267.0,367.0,409.0,415.0,254.0,290.0,299.0,231.0,227.0,238.0,174.0,142.0,150.0,96.0,123.0,93.0,199.0,225.0,180.0,100.0,139.0,126.0,92.0,79.0,66.0,71.0,61.0,52.0,62.0,62.0,73.0,44.0,53.0
impulses_ch1,3693.0,4036.0,4009.0,3889.0,3903.0,3970.0,4018.0,3928.0,3737.0,3678.0,3460.0,3665.0,3372.0,3607.0,3610.0,3551.0,3574.0,3408.0,3455.0,3596.0,3886.0,4011.0,3010.0,2999.0,3051.0,3066.0,2805.0,3038.0,4041.0,4627.0,4721.0,4337.0,4531.0,4294.0,4637.0,4174.0,4227.0,4466.0,4307.0,4514.0,4252.0,4992.0,4666.0,5134.0,4698.0,4640.0,5147.0,4563.0,4578.0,4277.0,4206.0,5352.0,3939.0,4313.0,5596.0,4810.0,4745.0,4529.0,4867.0,4235.0,5365.0,5809.0,6736.0,7374.0,6873.0,6489.0,6822.0,6812.0,6978.0,5095.0,5041.0,4955.0,4755.0,4225.0,3980.0,3738.0,3773.0,3623.0,3517.0,3399.0,3302.0,3473.0,3729.0,3426.0,3371.0,3348.0,3595.0,2766.0,2707.0,2744.0,2606.0,2621.0,2576.0,2597.0,2643.0,2526.0,2400.0,2510.0
max_env_ch6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
