Date (MM/DD/YYYY),Time (HH:mm:ss),Cond uS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond uS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond uS/cm,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp C,Vertical Position m,Battery V,Cable Pwr V
7/6/2022,15:00:00,0,-0.522,-0.68,-0.35,0,74.4,96.5,6.17,-0.739,0,0,0,6.42,0,1.211,13.76,-434,24.787,-0.524,6.27,0
7/6/2022,15:15:00,38.2,-0.524,-0.47,-0.24,50,70.9,92,7.42,-0.743,0.02,49.2,32,6.58,0,1.213,7.07,-28.2,13.323,-0.525,6.27,0
7/6/2022,15:30:00,40.7,-0.523,44.43,23.05,53.6,71.4,92.6,7.52,-0.741,0.02,52.7,34,6.5,0,1.208,6.5,5.2,13.028,-0.522,6.27,0
7/6/2022,15:45:00,40.7,-0.526,42.78,22.19,53.6,71.4,92.6,7.51,-0.745,0.02,52.7,34,11.24,0,1.209,6.62,-1.7,13.05,-0.526,6.27,0
7/6/2022,15:50:00,40.7,-0.525,42.28,21.93,53.6,71.3,92.6,7.51,-0.745,0.02,52.7,34,12.85,0,1.206,6.66,-4.2,13.068,-0.527,6.27,0
7/6/2022,15:55:00,40.7,-0.525,44.3,22.98,53.6,71.4,92.6,7.51,-0.744,0.02,52.8,34,6.58,0,1.216,6.71,-7,13.072,-0.524,6.26,0
7/6/2022,16:00:00,40.7,-0.527,44.14,22.9,53.6,71.3,92.5,7.5,-0.747,0.02,52.7,34,6.86,0,1.214,6.76,-9.9,13.068,-0.529,6.26,0
7/6/2022,16:05:00,40.7,-0.529,44.05,22.85,53.6,71.3,92.5,7.5,-0.75,0.02,52.8,34,7.03,0,1.217,6.82,-13.3,13.059,-0.531,6.26,0
7/6/2022,16:10:00,40.7,-0.528,44.34,23,53.7,71.1,92.2,7.49,-0.749,0.02,52.8,34,6.36,0,1.211,6.87,-16.6,13.007,-0.531,6.25,0
7/6/2022,16:15:00,40.6,-0.528,44.63,23.15,53.7,71.1,92.2,7.5,-0.748,0.02,52.8,34,5.78,0,1.212,6.83,-14,12.914,-0.527,6.26,0
7/6/2022,16:30:00,40.4,-0.527,44.62,23.14,54,71,92.1,7.56,-0.747,0.02,53,34,6.54,0,1.211,6.68,-5.3,12.508,-0.526,6.25,0
7/6/2022,16:45:00,40.1,-0.527,44.73,23.21,54,71.2,92.4,7.64,-0.747,0.02,53.1,34,6.44,0,1.206,6.71,-7.2,12.216,-0.525,6.25,0
7/6/2022,17:00:00,40,-0.528,43.99,22.82,54,71.3,92.5,7.67,-0.749,0.02,53.1,35,8.49,0,1.203,6.85,-15.2,12.051,-0.529,6.26,0
7/6/2022,17:15:00,39.9,-0.528,45.14,23.41,54,71.4,92.6,7.7,-0.748,0.02,53.1,35,5.76,0,1.207,6.98,-22.9,11.938,-0.529,6.25,0
7/6/2022,17:30:00,39.7,-0.528,45.13,23.41,54,71.3,92.5,7.72,-0.749,0.02,53.1,35,6.07,0,1.207,7.04,-26.1,11.81,-0.528,6.25,0
7/6/2022,17:45:00,39.6,-0.529,45,23.34,54,71.3,92.4,7.73,-0.751,0.02,53.1,34,6.39,0,1.208,7.09,-29,11.701,-0.53,6.25,0
7/6/2022,18:00:00,39.5,-0.529,45.08,23.38,54,71.4,92.6,7.76,-0.75,0.02,53.1,35,6.05,0,1.209,7.11,-30.3,11.588,-0.531,6.25,0
7/6/2022,18:15:00,39.4,-0.528,45.1,23.4,54,71.4,92.6,7.78,-0.749,0.02,53.1,35,6.02,0,1.208,7.13,-31.3,11.49,-0.53,6.25,0
7/6/2022,18:30:00,39.4,-0.529,45.03,23.36,54.1,71.3,92.5,7.79,-0.75,0.02,53.2,35,6.14,0,1.206,7.15,-32.8,11.416,-0.528,6.25,0
7/6/2022,18:45:00,39.3,-0.528,45.1,23.4,54.1,71.4,92.7,7.82,-0.749,0.02,53.2,35,6.07,0,1.209,7.15,-32.7,11.301,-0.529,6.25,0
7/6/2022,19:00:00,39.2,-0.526,45.19,23.44,54.1,71.4,92.7,7.84,-0.746,0.02,53.2,35,5.86,0,1.207,7.2,-35.3,11.208,-0.524,6.24,0
7/6/2022,19:15:00,39.1,-0.526,45.27,23.48,54.2,71.4,92.6,7.85,-0.746,0.02,53.2,35,5.78,0,1.207,7.19,-35,11.111,-0.527,6.24,0
7/6/2022,19:30:00,39.1,-0.526,45.3,23.5,54.3,71.4,92.6,7.87,-0.746,0.02,53.3,35,5.66,0,1.207,7.19,-35.2,11.025,-0.526,6.25,0
7/6/2022,19:45:00,39.1,-0.525,45.28,23.49,54.3,71.3,92.6,7.88,-0.744,0.02,53.4,35,5.61,0,1.21,7.18,-34.4,10.957,-0.526,6.24,0
7/6/2022,20:00:00,39.1,-0.525,45.3,23.5,54.5,71.3,92.5,7.89,-0.744,0.02,53.5,35,5.62,0,1.209,7.17,-33.7,10.866,-0.526,6.25,0
7/6/2022,20:15:00,39.1,-0.524,45.26,23.48,54.6,71.3,92.5,7.9,-0.743,0.02,53.7,35,5.47,0,1.208,7.16,-33.1,10.77,-0.523,6.24,0
