Date (MM/DD/YYYY),Time (HH:mm:ss),Cond uS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond uS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond uS/cm,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp C,Vertical Position m,Battery V,Cable Pwr V
7/12/2022,14:30:00,22.4,-0.478,10.49,5.49,30.9,73.6,95.5,7.91,-0.68,0.01,30.4,20,8.47,0,1.197,7.32,-45.3,12.128,-0.458,6.17,0
7/12/2022,14:35:00,37.3,-0.452,19.7,10.28,51.7,73.7,95.6,8.08,-0.643,0.02,50.8,33,4.49,0,1.197,7.37,-47.9,11.233,-0.449,6.15,0
7/12/2022,14:40:00,39.3,-0.449,20.88,10.9,54.5,73.8,95.7,8.11,-0.639,0.02,53.5,35,4.48,0,1.197,7.35,-47,11.11,-0.449,6.14,0
7/12/2022,14:45:00,39.5,-0.449,21.2,11.07,54.8,73.8,95.7,8.12,-0.639,0.02,53.8,35,3.66,0,1.197,7.35,-47.1,11.096,-0.449,6.13,0
7/12/2022,14:50:00,39.5,-0.45,21.26,11.1,54.8,73.8,95.8,8.12,-0.64,0.02,53.8,35,3.43,0,1.197,7.35,-47.2,11.097,-0.45,6.12,0
7/12/2022,14:55:00,39.5,-0.45,21.28,11.11,54.7,73.8,95.8,8.12,-0.64,0.02,53.8,35,3.37,0,1.197,7.36,-47.3,11.104,-0.45,6.1,0
7/12/2022,15:00:00,39.5,-0.451,21.28,11.11,54.7,73.8,95.8,8.12,-0.641,0.02,53.7,35,3.38,0,1.197,7.36,-47.6,11.117,-0.451,6.09,0
7/12/2022,15:15:00,39.4,-0.467,21.24,11.09,54.4,73.9,95.8,8.1,-0.663,0.02,53.5,35,3.47,0,1.191,7.37,-48.4,11.224,-0.455,6.09,0
7/12/2022,15:30:00,39.4,-0.469,21.19,11.06,54.2,73.9,95.9,8.07,-0.666,0.02,53.3,35,3.39,0,1.191,7.38,-48.5,11.403,-0.455,6.09,0
7/12/2022,15:45:00,39.7,-0.47,21.08,11,54.1,73.8,95.7,8,-0.668,0.02,53.1,35,3.4,0,1.196,7.38,-48.6,11.727,-0.457,6.08,0
7/12/2022,16:00:00,39.9,-0.472,21.03,10.98,54.1,73.6,95.5,7.94,-0.671,0.02,53.1,35,3.37,0,1.203,7.37,-48.2,11.979,-0.459,6.08,0
7/12/2022,16:15:00,40.1,-0.474,21.01,10.96,54.1,73.5,95.4,7.9,-0.674,0.02,53.2,35,3.4,0,1.189,7.36,-47.8,12.129,-0.461,6.06,0
7/12/2022,16:30:00,40.3,-0.475,21.03,10.98,54.3,73.4,95.3,7.88,-0.676,0.02,53.3,35,3.37,0,1.199,7.36,-47.6,12.169,-0.462,6.05,0
7/12/2022,16:45:00,40.4,-0.475,21.05,10.99,54.4,73.4,95.2,7.88,-0.675,0.02,53.5,35,3.38,0,1.189,7.36,-47.5,12.196,-0.461,6.05,0
7/12/2022,17:00:00,40.4,-0.474,21.09,11,54.5,73.4,95.2,7.88,-0.674,0.02,53.6,35,3.37,0,1.191,7.36,-47.5,12.164,-0.461,6.04,0
7/12/2022,17:15:00,40.5,-0.475,21.13,11.03,54.6,73.4,95.2,7.88,-0.675,0.02,53.7,35,3.37,0,1.188,7.36,-47.4,12.122,-0.462,6.03,0
7/12/2022,17:30:00,40.5,-0.474,21.19,11.06,54.8,73.3,95.1,7.9,-0.675,0.02,53.8,35,3.37,0,1.189,7.35,-46.9,11.987,-0.461,6.02,0
7/12/2022,17:45:00,40.3,-0.474,21.28,11.1,54.9,73.4,95.2,7.95,-0.673,0.02,53.9,35,3.38,0,1.196,7.35,-46.9,11.783,-0.46,6.01,0
7/12/2022,18:00:00,40.3,-0.473,21.32,11.13,55,73.3,95.1,7.97,-0.672,0.02,54.1,35,3.39,0,1.202,7.33,-46.1,11.621,-0.459,6,0
7/12/2022,18:15:00,40.2,-0.473,21.36,11.15,55.1,73.3,95.1,8,-0.672,0.02,54.2,35,3.35,0,1.196,7.34,-46.1,11.449,-0.459,5.99,0
7/12/2022,18:30:00,40,-0.471,21.38,11.16,55.1,73.3,95.1,8.02,-0.67,0.02,54.1,35,3.37,0,1.186,7.33,-45.9,11.308,-0.458,5.98,0
7/12/2022,18:45:00,39.9,-0.472,21.41,11.17,55.1,73.2,95,8.04,-0.671,0.02,54.2,35,3.33,0,1.193,7.32,-45.4,11.173,-0.459,5.97,0
